"","X","accessRights","adm1","adm2","associatedReferences","associatedSequences","basisOfRecord","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationReferences","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","license","lifeStage","locality","locationAccordingTo","locationRemarks","lon","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source","dist_comm","island","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"639",645,"http://vertnet.org/resources/norms.html","Arizona","Pima",NA,NA,"PRESERVED_SPECIMEN",NA,"UAZ 05299","Mammalia",359,"Black Mtn., 10 mi. So. of Tucson, Arizona, Pima, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,"96275bf2-8999-4869-95d5-4903a84391b0",NA,NA,17,NA,NA,NA,NA,NA,NA,168,"NATIVE","1955-06-17T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",1262396393,"Conepatus","Conepatus",2434869,"WGS84",NA,NA,NA,NA,NA,"requires verification",NA,"|  |  | Carnivora | Caniformia |  |  | Mephitidae |  |  | Conepatus","| United States of America  | Arizona | Pima |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UAZ:Mammals:UAZ 05299",NA,NA,NA,"UAZ","http://biocol.org/urn:lsid:biocol.org:col:34852","US",1262396393,"Animalia",1,"en","2016-03-29T18:16:27.040+0000","2016-08-04T10:11:16.010+0000","2016-03-29T18:16:27.063+0000",32.08333,NA,NA,"Black Mtn., 10 mi. So. of Tucson",NA,NA,-111.05472,"2016-03-23T00:00:00.000+0000",6,NA,"ICZN","urn:catalog:UAZ:Mammals:UAZ 05299",NA,"present","Carnivora",732,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","US","84d451a0-644d-11de-b910-b8a03c50a862","Keith E. Justice",NA,"http://portal.vertnet.org/o/uaz/mammals?id=uaz-05299",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Conepatus leuconotus (Lichtenstein, 1832)",NA,NA,"Conepatus leuconotus",2434878,"leuconotus",168,NA,2434878,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"17 June 1955","United States of America  | Arizona | Pima | Black Mtn., 10 mi. So. of Tucson",NA,"American Hog-nosed Skunk",1955,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"640",646,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","San luis potosi",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"68062","Mammalia",359,"MATEHUALA, 16 MI S OF, San luis potosi, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,8,NA,NA,NA,NA,NA,NA,NA,NA,"1955-07-08T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",686397222,"Conepatus","Conepatus",2434869,"WGS84","Juan Carlos Hern<U+FFFD>ndez Barrios (CONABIO)","2004-01-03",NA,NA,"Instituto Nacional de Estad<U+FFFD>stica Geograf<U+FFFD>a e Inform<U+FFFD>tica (INEGI), (2002) Localidades de la Rep<U+FFFD>blica Mexicana, 2000. Obtenido de Principales Resultados por Localidad. XII Censo de Poblaci<U+FFFD>n y Viviend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92de7926-1ed8-11e3-bfac-90b11c41863e",NA,NA,"leuconotus","KU","http://grbio.org/cool/iakn-125z","MX",686397222,"Animalia",1,"en","2016-03-28T15:43:16.377+0000","2016-08-03T12:33:01.110+0000","2015-09-16T18:56:44.915+0000",23.4204348844429,NA,NA,"MATEHUALA, 16 MI S OF",NA,"Assumed by road",-100.590153230286,NA,7,NA,NA,"92de7926-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"Complete Skull",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","BAKER R H",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Conepatus leuconotus subsp. leuconotus",NA,NA,"Conepatus leuconotus",2434878,"leuconotus",NA,NA,7193902,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,1955,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"641",647,"http://vertnet.org/resources/norms.html","Texas","Brewster",NA,NA,"PRESERVED_SPECIMEN",NA,"103343","Mammalia",359,"N.BASE ROSILLOS MTS. ., Texas, Brewster, United States, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34916","NORTH_AMERICA",NA,6635,"United States",NA,"6d2cfc0a-9903-40b8-802b-403398218e4a",NA,NA,6,NA,NA,NA,NA,NA,NA,187,"NATIVE","1955-07-06T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",783993933,"Conepatus","Conepatus",2434869,"WGS84",NA,NA,"VertNet Georeferencing Guidelines",NA,"Topozone.com","requires verification",NA,"CARNIVORA | MEPHITIDAE | CONEPATUS","| USA | Texas | Brewster |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UMMZ:Mammals:103343",NA,NA,NA,"UMMZ","urn:lsid:biocol.org:col:34917","US",783993933,"Animalia",1,"en","2015-07-16T13:28:48.828+0000","2016-08-04T00:59:00.421+0000","2015-04-07T16:40:33.321+0000",29.5261905599681,NA,NA,"N.BASE ROSILLOS MTS. .",NA,NA,-103.243246747488,"2015-04-06T00:00:00.000+0000",7,NA,"ICZN","urn:catalog:UMMZ:Mammals:103343","SKULL NOT FOUND JAN1981","present","Carnivora",732,NA,NA,NA,"Chordata",44,"Skin | Skull",NA,"DWC_ARCHIVE","US","6ea87510-0561-11d8-b851-b8a03c50a862","S.A.JR. MINTON","55","http://portal.vertnet.org/o/ummz/mammals?id=103343",NA,"http://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Conepatus leuconotus (Lichtenstein, 1832)",NA,"FEMALE","Conepatus leuconotus",2434878,"leuconotus",187,NA,2434878,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"6 JUL 1955","USA | TEXAS | BREWSTER | N.BASE ROSILLOS MTS. .",NA,NA,1955,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"642",648,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Coahuila",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"58661","Mammalia",359,"SAN ANTONIO DE LAS ALAZANAS, 3 MI S, 13 MI E OF, Coahuila, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,13,NA,NA,NA,NA,NA,NA,NA,NA,"1954-01-13T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",686387847,"Conepatus","Conepatus",2434869,"WGS84","Alejandra N<U+FFFD><U+FFFD>ez Merchand (CONABIO)","2002-12-13",NA,NA,"Localidades 2000, INEGI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92796220-1ed8-11e3-bfac-90b11c41863e",NA,NA,"leuconotus","KU","http://grbio.org/cool/iakn-125z","MX",686387847,"Animalia",1,"en","2016-03-28T15:43:13.188+0000","2016-08-03T12:33:01.695+0000","2015-09-16T18:56:38.753+0000",25.2203614341433,NA,NA,"SAN ANTONIO DE LAS ALAZANAS, 3 MI S, 13 MI E OF",NA,NA,-100.370155496857,NA,1,NA,NA,"92796220-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"Complete Skin",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","DICKERMAN R W",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Conepatus leuconotus subsp. leuconotus",NA,NA,"Conepatus leuconotus",2434878,"leuconotus",NA,NA,7193902,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,1954,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"647",653,"http://vertnet.org/resources/norms.html","Arizona","Cochise",NA,NA,"PRESERVED_SPECIMEN",NA,"UAZ 05305","Mammalia",359,"Fort Huachuca, Officer's Row, Arizona, Cochise, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,"96275bf2-8999-4869-95d5-4903a84391b0",NA,NA,17,NA,NA,NA,NA,NA,NA,321,"NATIVE","1954-11-17T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",1262396367,"Conepatus","Conepatus",2434869,"WGS84",NA,NA,NA,NA,NA,"requires verification",NA,"|  |  | Carnivora | Caniformia |  |  | Mephitidae |  |  | Conepatus","| United States of America  | Arizona | Cochise |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UAZ:Mammals:UAZ 05305",NA,NA,NA,"UAZ","http://biocol.org/urn:lsid:biocol.org:col:34852","US",1262396367,"Animalia",1,"en","2016-03-29T18:16:27.016+0000","2016-08-04T10:11:16.361+0000","2016-03-29T18:16:27.048+0000",31.55376,NA,NA,"Fort Huachuca, Officer's Row",NA,NA,-110.31942,"2016-03-23T00:00:00.000+0000",11,NA,"ICZN","urn:catalog:UAZ:Mammals:UAZ 05305",NA,"present","Carnivora",732,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","US","84d451a0-644d-11de-b910-b8a03c50a862","D.R. Murphy",NA,"http://portal.vertnet.org/o/uaz/mammals?id=uaz-05305",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Conepatus leuconotus (Lichtenstein, 1832)",NA,"MALE","Conepatus leuconotus",2434878,"leuconotus",321,NA,2434878,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"17 November 1954","United States of America  | Arizona | Cochise | Fort Huachuca, Officer's Row",NA,"American Hog-nosed Skunk",1954,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"652",658,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Coahuila",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"56999","Mammalia",359,"GENERAL CEPEDA, 10 MI S, 5 MI W OF; N FOOT OF SIERRA GUADALU, Coahuila, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,27,NA,NA,NA,NA,NA,NA,NA,NA,"1953-04-27T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",686386208,"Conepatus","Conepatus",2434869,"WGS84","N Slade","2008-11-04",NA,NA,"Google Earth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92662d38-1ed8-11e3-bfac-90b11c41863e",NA,NA,"leuconotus","KU","http://grbio.org/cool/iakn-125z","MX",686386208,"Animalia",1,"en","2016-03-28T15:43:12.646+0000","2016-08-03T12:33:01.839+0000","2015-06-05T22:01:53.559+0000",25.2303567357977,NA,NA,"GENERAL CEPEDA, 10 MI S, 5 MI W OF; N FOOT OF SIERRA GUADALU",NA,NA,-101.550184049705,NA,4,NA,NA,"92662d38-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"Complete Skin, Complete Tissue",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","HEINRICH G H",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Conepatus leuconotus subsp. leuconotus",NA,NA,"Conepatus leuconotus",2434878,"leuconotus",NA,NA,7193902,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,1953,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"663",669,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Coahuila",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"49629","Mammalia",359,"JIMENEZ, 2 MI W OF, Coahuila, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,19,NA,NA,NA,NA,NA,NA,NA,NA,"1952-06-19T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",686378887,"Conepatus","Conepatus",2434869,"WGS84","Juan Carlos Hern<U+FFFD>ndez Barrios (CONABIO)","2004-03-03",NA,NA,"Instituto Nacional de Estad<U+FFFD>stica Geograf<U+FFFD>a e Inform<U+FFFD>tica (INEGI), (2002) Localidades de la Rep<U+FFFD>blica Mexicana, 2000. Obtenido de Principales Resultados por Localidad. XII Censo de Poblaci<U+FFFD>n y Viviend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92212b17-1ed8-11e3-bfac-90b11c41863e",NA,NA,"leuconotus","KU","http://grbio.org/cool/iakn-125z","MX",686378887,"Animalia",1,"en","2016-03-28T15:43:09.865+0000","2016-08-03T12:33:03.750+0000","2015-09-16T18:56:29.815+0000",29.0702164580225,NA,NA,"JIMENEZ, 2 MI W OF",NA,NA,-100.700181440009,NA,6,NA,NA,"92212b17-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"Complete Skin, Complete Skull",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","MOHLER J M",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Conepatus leuconotus subsp. leuconotus",NA,NA,"Conepatus leuconotus",2434878,"leuconotus",NA,NA,7193902,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,1952,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"667",673,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Coahuila",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"40773","Mammalia",359,"TORREON, 3 MI SE OF, Coahuila, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,13,NA,NA,NA,NA,NA,NA,NA,NA,"1951-01-13T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",686370116,"Conepatus","Conepatus",2434869,"WGS84","Juan Carlos Hern<U+FFFD>ndez Barrios (CONABIO)","2004-03-03",NA,NA,"Instituto Nacional de Estad<U+FFFD>stica Geograf<U+FFFD>a e Inform<U+FFFD>tica (INEGI), (2002) Localidades de la Rep<U+FFFD>blica Mexicana, 2000. Obtenido de Principales Resultados por Localidad. XII Censo de Poblaci<U+FFFD>n y Viviend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91c53cf4-1ed8-11e3-bfac-90b11c41863e",NA,NA,"leuconotus","KU","http://grbio.org/cool/iakn-125z","MX",686370116,"Animalia",1,"en","2016-03-28T15:43:06.642+0000","2016-08-03T12:33:02.277+0000","2015-09-16T18:56:22.365+0000",25.5103383651832,NA,NA,"TORREON, 3 MI SE OF",NA,NA,-103.420230283757,NA,1,NA,NA,"91c53cf4-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"Complete Skin, Complete Skull",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","ALCORN J R",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Conepatus leuconotus subsp. leuconotus",NA,NA,"Conepatus leuconotus",2434878,"leuconotus",NA,NA,7193902,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,1951,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"673",679,"http://www.vertnet.org/resources/norms.html","Arizona","Graham County",NA,NA,"PRESERVED_SPECIMEN",NA,"160253","Mammalia",359,"Wet Canyon, Graham Mountains, Arizona, Graham County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,140,"United States",NA,"b15d4952-7d20-46f1-8a3e-556a512b04c5",NA,"2009-12-01T00:00:00.000+0000",15,NA,NA,NA,"sex: female",NA,NA,227,NA,"1951-08-15T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",1145186913,"Conepatus","Conepatus",2434869,"WGS84","Jason L. Malaney","2009-12-10 00:00:00.0","BioGeoMancer",NA,"Beogeomancer","unverified",NA,"Animalia Chordata Mammalia Carnivora Mephitidae  Lichtenstein 1832","North America, United States, Arizona, Graham County",NA,NA,NA,"A",NA,NA,"taxonomic revision","Jon L. Dunnum, Woodrow Goodpaster","http://arctos.database.museum/guid/MSB:Mamm:160253?seid=1771441",1,NA,NA,"MSB","urn:lsid:biocol.org:col:34495","US",1145186913,"Animalia",1,"en","2016-07-28T04:55:35.502+0000","2016-08-04T12:18:29.247+0000","2016-06-24T04:33:07.874+0000",32.6515,NA,NA,"""Wet Canyon, Graham Mountains""","Jason L. Malaney",NA,-109.8045,NA,8,NA,"ICZN","http://arctos.database.museum/guid/MSB:Mamm:160253?seid=1771441",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Mamm:160253","UIMNH: University of Illinois Museum of Natural History=5830; collector number=5374",NA,"Chordata",44,"skin; skull",NA,"DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): Woodrow Goodpaster, L. Goodpaster","5374","http://arctos.database.museum/guid/MSB:Mamm:160253",NA,"http://arctosdb.org/home/data/",NA,NA,"Conepatus leuconotus (Lichtenstein, 1832)",NA,"FEMALE","Conepatus leuconotus",2434878,"leuconotus",NA,NA,2434878,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"15-August-1951","""Wet Canyon, Graham Mountains""",NA,NA,1951,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"683",689,"http://www.vertnet.org/resources/norms.html","San Luis Potosí",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"4129","Mammalia",359,"20 km N Valles, San Luis Potosí, Mexico, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"Mexico",NA,"847e2306-f762-11e1-a439-00145eb45e9a","LSUMZ - Mammalogy",NA,9,NA,NA,NA,NA,NA,NA,190,"NATIVE","1950-07-09T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",45857692,"Conepatus","Conepatus",2434869,"WGS84",NA,"2004-1-3",NA,NA,NA,"requires verification",NA,"Animalia | Chordata | Mammalia | Carnivora | Mustelidae | Conepatus","North America | Mexico | San Luis Potosí |  |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:LSUMZ:Mammals:4129",NA,NA,NA,"LSUMZ","http://grbio.org/cool/ew6z-dwdm","MX",45857692,"Animalia",1,"en","2015-03-10T08:52:26.757+0000","2016-08-04T07:23:39.319+0000","2015-03-10T08:52:28.576+0000",22.1634943848212,NA,NA,"20 km N Valles",NA,NA,-99.0101104971033,NA,7,NA,"ICZN","urn:catalog:LSUMZ:Mammals:4129",NA,"present","Carnivora",732,NA,NA,NA,"Chordata",44,"Skull only-1",NA,"DWC_ARCHIVE","US","c361e830-181e-11da-9544-b8a03c50a862","Dalquest, Walter W.",NA,"http://portal.vertnet.org/o/lsumz/mammals?id=4129",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Conepatus leuconotus (Lichtenstein, 1832)",NA,"MALE","Conepatus leuconotus",2434878,"leuconotus",190,NA,2434878,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,NA,"North America | Mexico | San Luis Potosí",NA,NA,1950,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"686",692,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Jalisco",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"40177","Mammalia",359,"GUADALAJARA, 8 MI NW OF, Jalisco, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,12,NA,NA,NA,NA,NA,NA,NA,NA,"1950-10-12T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",686369528,"Conepatus","Conepatus",2434869,"WGS84","Nadya Moreno Almeraya (CONABIO)","2002-12-13",NA,NA,"Localidades 2000, INEGI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91bc53fd-1ed8-11e3-bfac-90b11c41863e",NA,NA,"leuconotus","KU","http://grbio.org/cool/iakn-125z","MX",686369528,"Animalia",1,"en","2016-03-28T15:43:06.343+0000","2016-08-03T12:32:59.590+0000","2015-06-05T22:01:47.153+0000",20.7505425518398,NA,NA,"GUADALAJARA, 8 MI NW OF",NA,NA,-103.420209292352,NA,10,NA,NA,"91bc53fd-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"Complete Skull",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","ALCORN J R",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Conepatus leuconotus subsp. leuconotus",NA,NA,"Conepatus leuconotus",2434878,"leuconotus",NA,NA,7193902,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,1950,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"688",694,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Veracruz",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"29995","Mammalia",359,"POTRERO LLANO, Veracruz, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,15,NA,NA,NA,NA,NA,NA,NA,NA,"1949-02-15T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",686359426,"Conepatus","Conepatus",2434869,"WGS84","N Slade","2009-02-12",NA,NA,"Google Earth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91458e8e-1ed8-11e3-bfac-90b11c41863e",NA,NA,"leuconotus","KU","http://grbio.org/cool/iakn-125z","MX",686359426,"Animalia",1,"en","2016-03-28T15:43:02.619+0000","2016-08-03T12:33:00.163+0000","2015-06-05T22:01:43.110+0000",21.0705469507089,NA,NA,"POTRERO LLANO",NA,NA,-97.7300759599321,NA,2,NA,NA,"91458e8e-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"Complete Skin, Complete Skull",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","DALQUEST W W",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Conepatus leuconotus subsp. leuconotus",NA,NA,"Conepatus leuconotus",2434878,"leuconotus",NA,NA,7193902,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,1949,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
