"","X","accessRights","adm1","adm2","associatedReferences","associatedSequences","basisOfRecord","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","license","lifeStage","locality","locationAccordingTo","locationRemarks","lon","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"571",575,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Jalisco",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"33423","Mammalia",359,"MAGDALE2 MI NW OF, Jalisco, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,20,NA,NA,NA,NA,NA,NA,NA,NA,"1949-04-20T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",686362834,"Mephitis","Mephitis",5219379,"WGS84","Nadya Moreno Almeraya (CONABIO)","2002-12-18",NA,NA,"Instituto Nacional de Estad<U+FFFD>stica Geograf<U+FFFD>a e Inform<U+FFFD>tica (INEGI), (2002) Localidades de la Rep<U+FFFD>blica Mexicana, 2000. Obtenido de Principales Resultados por Localidad. XII Censo de Poblaci<U+FFFD>n y Viviend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"917081ac-1ed8-11e3-bfac-90b11c41863e",NA,NA,"macroura","KU","http://grbio.org/cool/iakn-125z",NA,NA,"MX",686362834,"Animalia",1,"en","2016-03-28T15:43:04.019+0000","2016-08-03T12:33:00.118+0000","2015-09-16T18:56:16.635+0000",20.9205327045781,NA,NA,"MAGDALENA, 2 MI NW OF",NA,NA,-104.000223523735,NA,4,NA,NA,"917081ac-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"SK",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","ALCORN J R",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Mephitis macroura subsp. macroura",NA,NA,"Mephitis macroura",5219394,"macroura",NA,NA,7193897,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1949,"2016-08-10",41634,"Mephitis macroura",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",107.338512855,159.648067131,TRUE
"586",590,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Veracruz",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"29999","Mammalia",359,"LAS VIGAS, Veracruz, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,21,NA,NA,NA,NA,NA,NA,NA,NA,"1948-10-21T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",686359430,"Mephitis","Mephitis",5219379,"WGS84","Yolanda Hortelano (CNMA)","2004-03-25",NA,NA,"Principales Resultados por Localidad, XII Censo de Poblaci<U+FFFD>n y Vivienda 2000, Instituto Nacional de Estad<U+FFFD>stica Geograf<U+FFFD>a e Inform<U+FFFD>tica (INEGI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91459835-1ed8-11e3-bfac-90b11c41863e",NA,NA,"macroura","KU","http://grbio.org/cool/iakn-125z",NA,NA,"MX",686359430,"Animalia",1,"en","2016-03-28T15:43:02.610+0000","2016-08-03T12:32:58.762+0000","2015-09-16T18:56:13.120+0000",19.6306147257821,NA,NA,"LAS VIGAS",NA,NA,-97.0900558506117,NA,10,NA,NA,"91459835-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"SS",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","DALQUEST W W",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Mephitis macroura subsp. macroura",NA,NA,"Mephitis macroura",5219394,"macroura",NA,NA,7193897,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"degrees minutes seconds",NA,NA,NA,NA,NA,NA,1948,"2016-08-10",41634,"Mephitis macroura",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",107.338512855,159.648067131,TRUE
"595",599,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Veracruz",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"19272","Mammalia",359,"PIEDRAS NEGRAS, 15 KM W OF, Veracruz, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,13,NA,NA,NA,NA,NA,NA,NA,NA,"1947-01-13T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",686348779,"Mephitis","Mephitis",5219379,"WGS84","Yolanda Hortelano (CNMA)","2004-03-26",NA,NA,"Instituto Nacional de Estad<U+FFFD>stica Geograf<U+FFFD>a e Inform<U+FFFD>tica, (INEGI). Map 1:250,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90d40e63-1ed8-11e3-bfac-90b11c41863e",NA,NA,"eximius","KU","http://grbio.org/cool/iakn-125z",NA,NA,"MX",686348779,"Animalia",1,"en","2016-03-28T15:42:58.774+0000","2016-08-03T12:32:57.922+0000","2015-09-16T18:56:04.199+0000",18.7606577287885,NA,NA,"PIEDRAS NEGRAS, 15 KM W OF",NA,NA,-96.3200347717941,NA,1,NA,NA,"90d40e63-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"SS",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","ALCORN J R",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Mephitis macroura subsp. eximius Hall & Dalquest, 1950",NA,NA,"Mephitis macroura",5219394,"macroura",NA,NA,6164426,"SUBSPECIES",NA,"PhysicalObject","HOLOTYPE",NA,"degrees minutes seconds",NA,NA,NA,NA,NA,NA,1947,"2016-08-10",41634,"Mephitis macroura",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",107.338512855,159.648067131,TRUE
"607",611,"http://vertnet.org/resources/norms.html","Michoacán",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"91877","Mammalia",359,"4MI S CUITZEO,1800M, Michoacán, Mexico, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34916","NORTH_AMERICA",6920,"Mexico",NA,"6d2cfc0a-9903-40b8-802b-403398218e4a",NA,NA,6,NA,NA,NA,NA,NA,NA,187,"NATIVE","1947-07-06T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",783982475,"Mephitis","Mephitis",5219379,"WGS84",NA,NA,"VertNet Georeferencing Guidelines","Assumed by air","Instituto Nacional de Estadstica Geografa e Informtica (INEGI), (2002) Localidades de la Repblica Mexicana, 2000. Obtenido de Principales Resultados por Localidad. XII Censo de Poblacin y Viviend","requires verification",NA,"CARNIVORA | MUSTELIDAE | MEPHITIS","| MEXICO | MICHOACAN |  |  |  |  |",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UMMZ:Mammals:91877",NA,NA,"macroura","UMMZ","urn:lsid:biocol.org:col:34917",NA,NA,"MX",783982475,"Animalia",1,"en","2015-07-16T13:28:37.953+0000","2016-08-04T00:58:58.852+0000","2015-04-07T16:40:28.419+0000",19.9109890544158,NA,NA,"4MI S CUITZEO,1800M",NA,NA,-101.139872604894,"2015-04-06T00:00:00.000+0000",7,NA,"ICZN","urn:catalog:UMMZ:Mammals:91877",NA,"present","Carnivora",732,NA,NA,NA,"Chordata",44,"skin",NA,"DWC_ARCHIVE","US","6ea87510-0561-11d8-b851-b8a03c50a862","J.A. KING","958","http://portal.vertnet.org/o/ummz/mammals?id=91877",NA,"http://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Mephitis macroura subsp. macroura",NA,"FEMALE","Mephitis macroura",5219394,"macroura",187,NA,7193897,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"6 JUL 1947","MEXICO | MICHOACAN | 4MI S CUITZEO,1800M",NA,NA,NA,1947,"2016-08-10",41634,"Mephitis macroura",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",107.338512855,159.648067131,TRUE
"609",613,"http://www.vertnet.org/resources/norms.html","San Luis Potosí",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"2770","Mammalia",359,"Xilitla, San Luis Potosí, Mexico, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"Mexico",NA,"847e2306-f762-11e1-a439-00145eb45e9a","LSUMZ - Mammalogy",NA,29,NA,NA,NA,NA,NA,NA,241,"NATIVE","1947-08-29T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",45870376,"Mephitis","Mephitis",5219379,"WGS84",NA,"2004-1-3",NA,NA,NA,"requires verification",NA,"Animalia | Chordata | Mammalia | Carnivora | Mustelidae | Mephitis","North America | Mexico | San Luis Potosí |  |  |  |  |",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:LSUMZ:Mammals:2770",NA,NA,NA,"LSUMZ","http://grbio.org/cool/ew6z-dwdm",NA,NA,"MX",45870376,"Animalia",1,"en","2015-03-10T08:52:25.729+0000","2016-08-04T07:23:39.130+0000","2015-03-10T08:52:27.576+0000",21.3865288367344,NA,NA,"Xilitla",NA,NA,-98.9901071500253,NA,8,NA,"ICZN","urn:catalog:LSUMZ:Mammals:2770",NA,"present","Carnivora",732,NA,NA,NA,"Chordata",44,"Skin-1, Skull-1",NA,"DWC_ARCHIVE","US","c361e830-181e-11da-9544-b8a03c50a862","Shaw, Charles R.",NA,"http://portal.vertnet.org/o/lsumz/mammals?id=2770",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Mephitis macroura Lichtenstein, 1832",NA,"MALE","Mephitis macroura",5219394,"macroura",241,NA,5219394,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,NA,"North America | Mexico | San Luis Potosí",NA,NA,NA,1947,"2016-08-10",41634,"Mephitis macroura",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",107.338512855,159.648067131,TRUE
"615",619,"http://www.vertnet.org/resources/norms.html","Michoacan",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"100121","Mammalia",359,"5 mi S Patzcuaro, Michoacan, Mexico, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",9400,"Mexico",NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-27T00:00:00.000+0000",13,NA,NA,NA,"sex=male",2377.44,0,72,NA,"1943-03-13T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",1145665538,"Mephitis","Mephitis",5219379,"WGS84","Nadya Moreno Almeraya","2003-01-04 00:00:00.0","MaNIS georeferencing guidelines",NA,"Instituto Nacional de Estadística Geografía e Informática (INEGI), (2002) Localidades de la República Mexicana, 2000. Obtenido de Principales Resultados por Localidad. XII Censo de Población y Viviend","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mephitidae;","North America, Mexico, Michoacan",NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:100121?seid=508221",1,NA,"macroura","MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"MX",1145665538,"Animalia",1,"en","2016-08-09T09:37:37.639+0000","2016-08-09T09:37:37.738+0000","2016-08-09T09:37:37.664+0000",19.4436792997254,NA,NA,"5 mi S Patzcuaro","Nadya Moreno Almeraya","CONABIO suggests: Michoacán ; Patzcuaro ; Patzcuaro, 5 mi S, 8000 ft",-101.609601899478,NA,3,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:100121?seid=508221",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/MVZ:Mamm:100121","collector number=3947",NA,"Chordata",44,"skull; study skin","<i>Mephitis macroura macroura</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): J. R. Alcorn","3947","http://arctos.database.museum/guid/MVZ:Mamm:100121",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Mephitis macroura subsp. macroura",NA,"MALE","Mephitis macroura",5219394,"macroura",NA,NA,7193897,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"13 Mar 1943","5 mi S Patzcuaro",NA,NA,NA,1943,"2016-08-10",41634,"Mephitis macroura",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",107.338512855,159.648067131,TRUE
"617",621,"http://www.vertnet.org/resources/norms.html","Michoacan",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"100116","Mammalia",359,"2 mi W Patzcuaro, Michoacan, Mexico, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",6470,"Mexico",NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-27T00:00:00.000+0000",8,NA,NA,NA,"sex=female",2346.96,0,67,NA,"1943-03-08T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",1145665540,"Mephitis","Mephitis",5219379,"WGS84","Nadya Moreno Almeraya","2003-03-31 00:00:00.0","MaNIS georeferencing guidelines",NA,"Instituto Nacional de Estadística Geografía e Informática (INEGI), (2002) Localidades de la República Mexicana, 2000. Obtenido de Principales Resultados por Localidad. XII Censo de Población y Viviend","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mephitidae;","North America, Mexico, Michoacan",NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:100116?seid=70825",1,NA,"macroura","MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"MX",1145665540,"Animalia",1,"en","2016-08-09T09:37:37.639+0000","2016-08-09T09:37:37.753+0000","2016-08-09T09:37:37.668+0000",19.5164357931977,NA,NA,"2 mi W Patzcuaro","Nadya Moreno Almeraya","CONABIO suggests: Michoacán ; Patzcuaro ; Patzcuaro, 2 mi W",-101.638702849488,NA,3,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:100116?seid=70825",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/MVZ:Mamm:100116","collector number=3880",NA,"Chordata",44,"skull; study skin; skeleton","<i>Mephitis macroura macroura</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): J. R. Alcorn","3880","http://arctos.database.museum/guid/MVZ:Mamm:100116",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Mephitis macroura subsp. macroura",NA,"FEMALE","Mephitis macroura",5219394,"macroura",NA,NA,7193897,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"8 Mar 1943","2 mi W Patzcuaro",NA,NA,NA,1943,"2016-08-10",41634,"Mephitis macroura",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",107.338512855,159.648067131,TRUE
"628",632,"http://www.vertnet.org/resources/norms.html","Departamento San Miguel",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"98291","Mammalia",359,"SW edge Lake Olomega, Departamento San Miguel, El Salvador, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",7081,"El Salvador",NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-27T00:00:00.000+0000",30,NA,NA,NA,"sex=male",60.96,0,30,NA,"1942-01-30T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"El Salvador",1145895467,"Mephitis","Mephitis",5219379,"WGS84","Sunny N. Shah","2003-08-04 00:00:00.0","MaNIS georeferencing guidelines",NA,"Alexandria Digital Library Gazetteer","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mephitidae;","Central America, El Salvador, Departamento San Miguel",NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:98291?seid=1045143",1,NA,NA,"MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"SV",1145895467,"Animalia",1,"en","2016-08-09T09:39:57.542+0000","2016-08-09T09:45:09.537+0000","2016-08-09T09:39:58.656+0000",13.31667,NA,NA,"SW edge Lake Olomega","Sunny N. Shah",NA,-88.06667,NA,1,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:98291?seid=1045143",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/MVZ:Mamm:98291","collector number=4138",NA,"Chordata",44,"skull; study skin","<i>Mephitis macroura vittata</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): H. Rivers","4138","http://arctos.database.museum/guid/MVZ:Mamm:98291",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Mephitis macroura Lichtenstein, 1832",NA,"MALE","Mephitis macroura",5219394,"macroura",NA,NA,5219394,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"30 Jan 1942","SW edge Lake Olomega",NA,NA,NA,1942,"2016-08-10",41634,"Mephitis macroura",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",107.338512855,159.648067131,TRUE
"630",634,"http://www.vertnet.org/resources/norms.html","Departamento Chalatenango",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"98294","Mammalia",359,"Los Esesmiles, Departamento Chalatenango, El Salvador, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",10575,"El Salvador",NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-27T00:00:00.000+0000",4,NA,NA,NA,"sex=male",NA,NA,94,NA,"1942-04-04T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"El Salvador",1145895475,"Mephitis","Mephitis",5219379,"WGS84","Sunny N. Shah","2003-08-04 00:00:00.0","MaNIS georeferencing guidelines",NA,"Alexandria Digital Library Gazetteer","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mephitidae;","Central America, El Salvador, Departamento Chalatenango",NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:98294?seid=1496018",1,NA,NA,"MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"SV",1145895475,"Animalia",1,"en","2016-08-09T09:39:57.543+0000","2016-08-09T09:45:09.395+0000","2016-08-09T09:39:58.635+0000",14.38333,NA,NA,"Los Esesmiles","Sunny N. Shah",NA,-89.13333,NA,4,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:98294?seid=1496018",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/MVZ:Mamm:98294","collector number=4295",NA,"Chordata",44,"skull; study skin","<i>Mephitis macroura vittata</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): Reuben A. Stirton","4295","http://arctos.database.museum/guid/MVZ:Mamm:98294",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Mephitis macroura Lichtenstein, 1832",NA,"MALE","Mephitis macroura",5219394,"macroura",NA,NA,5219394,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"4 Apr 1942","Los Esemiles",NA,NA,NA,1942,"2016-08-10",41634,"Mephitis macroura",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",107.338512855,159.648067131,TRUE
"635",639,"http://www.vertnet.org/resources/norms.html","San Luis Potosi",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"91166","Mammalia",359,"Hacienda La Parada, San Luis Potosi, Mexico, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",2840,"Mexico",NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-27T00:00:00.000+0000",19,NA,NA,NA,"sex=unknown",NA,NA,140,NA,"1940-05-19T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",1145887564,"Mephitis","Mephitis",5219379,"WGS84","Juan Carlos Hernández Barrios","2004-02-03 00:00:00.0","MaNIS georeferencing guidelines",NA,"Instituto Nacional de Estadística Geografía e Informática (INEGI), (2002) Localidades de la República Mexicana, 2000. Obtenido de Principales Resultados por Localidad. XII Censo de Población y Viviend","unverified",NA,"Animalia Chordata Mammalia Carnivora Mephitidae","North America, Mexico, San Luis Potosi",NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:91166?seid=1649515",1,NA,"macroura","MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"MX",1145887564,"Animalia",1,"en","2016-08-09T09:39:52.562+0000","2016-08-09T09:44:51.450+0000","2016-08-09T09:39:53.114+0000",22.3301996370659,NA,NA,"Hacienda La Parada","Juan Carlos Hernández Barrios","CONABIO suggests: San Luis Potosí ; Ahualulco ; La Parada, 1 mi W (San Luis Potosí, 20 mi NW)",-101.225543960374,NA,5,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:91166?seid=1649515","PICKUP.",NA,"Carnivora",732,"http://arctos.database.museum/guid/MVZ:Mamm:91166","collector number=7638",NA,"Chordata",44,"skull","<i>Mephitis macroura macroura</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): Seth B. Benson","7638","http://arctos.database.museum/guid/MVZ:Mamm:91166",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Mephitis macroura subsp. macroura",NA,NA,"Mephitis macroura",5219394,"macroura",NA,NA,7193897,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"19 May 1940","Hacienda La Parada",NA,NA,NA,1940,"2016-08-10",41634,"Mephitis macroura",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",107.338512855,159.648067131,TRUE
