"","X","accessRights","adm1","adm2","associatedReferences","associatedSequences","associatedTaxa","basisOfRecord","bed","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","created","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","footprintWKT","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationReferences","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestAgeOrHighestStage","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","lithostratigraphicTerms","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","source","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source.1","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"14385",14740,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Michoacan",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"66231","Mammalia",359,"SAN MATEO; NE OF ZITACUARO, Michoacan, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"Mexico",NA,NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1953-12-15T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,NA,NA,"Mexico",686395398,"Lynx","Lynx",2435239,"WGS84",NA,"Nadya Moreno Almeraya (CONABIO)","2003-03-27",NA,NA,"Instituto Nacional de Estad<U+FFFD>stica Geograf<U+FFFD>a e Inform<U+FFFD>tica (INEGI), (2002) Localidades de la Rep<U+FFFD>blica Mexicana, 2000. Obtenido de Principales Resultados por Localidad. XII Censo de Poblaci<U+FFFD>n y Viviend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92cbf8a8-1ed8-11e3-bfac-90b11c41863e",NA,NA,"escuinapae","KU","http://grbio.org/cool/iakn-125z",NA,NA,"MX",686395398,"Animalia",1,"en","2016-03-28T15:43:15.839+0000","2016-08-03T12:32:58.540+0000","2015-09-16T18:56:43.542+0000",19.4906115671341,NA,NA,NA,NA,NA,NA,NA,NA,"SAN MATEO; NE OF ZITACUARO",NA,NA,NA,-100.240129915019,NA,NA,12,NA,NA,"92cbf8a8-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SO",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","DICKERMAN R W",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Lynx rufus subsp. escuinapae J. A. Allen, 1903",NA,NA,NA,"Lynx rufus",2435246,"rufus",NA,NA,6164669,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1953,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
"14407",14762,"http://vertnet.org/resources/norms.html","British Columbia",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"M004127","Mammalia",359,"Princeton, British Columbia, Canada, NORTH_AMERICA","CTC",NA,"NORTH_AMERICA",NA,NA,"Canada",NA,NA,"3ad882bb-cd21-4201-8b83-3684bfc6d830","Cowan Tetrapod Collection - Mammal",NA,NA,NA,NA,"in collection",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NATIVE","1952-01-01T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,NA,NA,"Canada",785995521,"Lynx","Lynx",2435239,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,"Animalia | Chordata | Mammalia | Carnivora | Felidae | Lynx","North America | Canada | BC | Okanagan |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UBCBBM:CTC:M004127",1,NA,"pallescens","UBCBBM",NA,NA,NA,"CA",785995521,"Animalia",1,"en","2015-04-07T23:36:56.564+0000","2016-08-03T15:27:14.505+0000","2015-04-07T23:36:56.588+0000",49.4586,NA,NA,NA,NA,NA,NA,NA,NA,"Princeton",NA,NA,NA,-120.50616,NA,"2015-04-06T00:00:00.000+0000",1,NA,"ICZN","urn:catalog:UBCBBM:CTC:M004127",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","CA","b542788f-0dc2-4a2b-b652-fceced449591","R.Y. Edwards",NA,"http://portal.vertnet.org/o/ubcbbm/ctc?id=m004127",NA,NA,NA,NA,"Lynx rufus subsp. pallescens Merriam, 1899",NA,"MALE",NA,"Lynx rufus",2435246,"rufus",NA,NA,6164671,"SUBSPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"January 1952","North America | Canada | BC | Okanagan | Princeton",NA,"Bobcat",NA,1952,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
"14409",14764,"not-for-profit use only","Ontario","Kenora",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"25541","Mammalia",359,"Ontario, Kenora, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",NA,NA,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1952-01-30T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,NA,NA,"Canada",891382853,"Lynx","Lynx",2435239,"WGS84",NA,"Stephen Lee (ROM)",NA,"MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Gazetteer of Canada:  Ontario, 2nd Edition.  1974.  Department of Energy, Mines and Resources Canada, xxxiii + 823 pp.","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Felidae; Lynx","North America; Canada; Ontario; Kenora",NA,NA,NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:25541",NA,NA,NA,"Royal Ontario Museum: ROM",NA,NA,NA,"CA",891382853,"Animalia",1,"en","2015-01-22T18:32:00.590+0000","2016-08-04T13:23:37.594+0000","2015-01-22T18:32:01.084+0000",49.83333,NA,NA,NA,NA,NA,NA,"ADULT",NA,NA,NA,NA,"ROM data parsed by John Wieczorek, 20020402; MaNIS-05 Upload",-92.16667,NA,"2014-11-19T00:00:00.000+0000",1,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Singleton, D",NA,NA,NA,"https://creativecommons.org/licenses/by-nc/4.0/","Royal Ontario Museum; ROM",NA,"Lynx rufus (Schreber, 1777)",NA,NA,NA,"Lynx rufus",2435246,"rufus",NA,NA,2435246,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19520130",NA,NA,NA,NA,1952,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
"14415",14770,"http://vertnet.org/resources/norms.html","California","Riverside",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"010067","Mammalia",359,"Chuckawalla Mts, California, Riverside, United States, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34897","NORTH_AMERICA",NA,3219,"United States",NA,NA,"7a25f7aa-03fb-4322-aaeb-66719e1a9527",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"NATIVE","1952-01-05T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,NA,NA,"United States",1065344110,"Lynx","Lynx",2435239,"WGS84",NA,"Catherine E. Dana (MVZ)",NA,"not recorded","point is in Chuckwalla Mts.","Terrain Navigator 3.02 USGS 1:24,000","requires verification",NA,"Carnivora | Felidae | Lynx","| United States | California | Riverside Co |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22a998b2-6c61-4697-b026-a6003729afc2",NA,NA,"baileyi","LACM","urn:lsid:biocol.org:col:34802",NA,NA,"US",1065344110,"Animalia",1,"en","2015-04-17T15:58:53.387+0000","2016-08-04T02:40:58.497+0000","2015-04-17T15:58:53.401+0000",33.5977783420659,NA,NA,NA,NA,NA,NA,NA,NA,"Chuckawalla Mts",NA,NA,NA,-115.410260084776,NA,"2015-04-17T00:00:00.000+0000",1,NA,"ICZN","22a998b2-6c61-4697-b026-a6003729afc2",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SP",NA,"DWC_ARCHIVE","US","493fe050-055d-11d8-b84f-b8a03c50a862","Stager, K E","1594","http://portal.vertnet.org/o/lacm/mammals?id=010067",NA,"https://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Lynx rufus subsp. baileyi Merriam, 1890",NA,"MALE",NA,"Lynx rufus",2435246,"rufus",5,NA,6164667,"SUBSPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"05 JAN 1952","United States | California | Riverside Co | Chuckawalla Mts",NA,NA,NA,1952,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
"14450",14805,"not-for-profit use only","Ontario","Rainy River",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"21584","Mammalia",359,"Ontario, Rainy River, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",NA,NA,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1952-02-10T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,NA,NA,"Canada",891382893,"Lynx","Lynx",2435239,"WGS84",NA,"Stephen Lee (ROM)",NA,"MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Gazetteer of Canada:  Ontario, 2nd Edition.  1974.  Department of Energy, Mines and Resources Canada, xxxiii + 823 pp.","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Felidae; Lynx","North America; Canada; Ontario; Rainy River",NA,NA,NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:21584",NA,NA,NA,"Royal Ontario Museum: ROM",NA,NA,NA,"CA",891382893,"Animalia",1,"en","2015-01-22T18:31:58.973+0000","2016-08-04T13:23:36.674+0000","2015-01-22T18:31:59.577+0000",48.9,NA,NA,NA,NA,NA,NA,"ADULT",NA,NA,NA,NA,"ROM data parsed by John Wieczorek, 20020402; MaNIS-05 Upload",-94.55,NA,"2014-11-19T00:00:00.000+0000",2,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin; skull",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Ivall, J",NA,NA,NA,"https://creativecommons.org/licenses/by-nc/4.0/","Royal Ontario Museum; ROM",NA,"Lynx rufus (Schreber, 1777)",NA,NA,NA,"Lynx rufus",2435246,"rufus",NA,NA,2435246,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19520210",NA,NA,NA,NA,1952,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
"14459",14814,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Texas","BREWSTER CO",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"45046","Mammalia",359,"ALPINE, 12 MI N, 13 MI E OF, Texas, BREWSTER CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1952-02-28T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,NA,NA,"United States",686374337,"Lynx","Lynx",2435239,"WGS84",NA,"Sean P. Maher","2008-01-05",NA,NA,"Topozone.com",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91f9f47d-1ed8-11e3-bfac-90b11c41863e",NA,NA,"baileyi","KU","http://grbio.org/cool/iakn-125z",NA,NA,"US",686374337,"Animalia",1,"en","2016-03-28T15:43:08.129+0000","2016-08-03T12:33:03.843+0000","2015-06-05T22:01:48.951+0000",30.5299999991739,NA,NA,NA,NA,NA,NA,NA,NA,"ALPINE, 12 MI N, 13 MI E OF",NA,NA,NA,-103.44,NA,NA,2,NA,NA,"91f9f47d-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SK",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","OLMSTED R O",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Lynx rufus subsp. baileyi Merriam, 1890",NA,NA,NA,"Lynx rufus",2435246,"rufus",NA,NA,6164667,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1952,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
"14466",14821,"http://www.vertnet.org/resources/norms.html","Utah","Tooele County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"101531","Mammalia",359,"Skunk Ridge, near Black Mountain, Utah, Tooele County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,4000,"United States",NA,NA,"b15d4952-7d20-46f1-8a3e-556a512b04c5",NA,"2005-03-08T00:00:00.000+0000",7,NA,NA,NA,"sex=female",NA,NA,NA,NA,NA,NA,NA,38,NA,"1952-02-07T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,NA,NA,"United States",1145127463,"Lynx","Lynx",2435239,"WGS84",NA,"unknown","2012-07-08 00:00:00.0","GeoLocate",NA,"GeoLocate","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Felidae;","North America, United States, Utah, Tooele County",NA,NA,NA,NA,"A",NA,NA,"legacy","unknown","http://arctos.database.museum/guid/MSB:Mamm:101531?seid=872571",1,NA,"pallescens","MSB","urn:lsid:biocol.org:col:34495",NA,NA,"US",1145127463,"Animalia",1,"en","2016-07-28T04:55:20.399+0000","2016-08-04T12:18:50.268+0000","2016-07-28T04:55:20.404+0000",40.85493,NA,NA,NA,NA,NA,NA,NA,NA,"Skunk Ridge, near Black Mountain","unknown",NA,NA,-112.89998,NA,NA,2,NA,"ICZN","http://arctos.database.museum/guid/MSB:Mamm:101531?seid=872571","23.5-4.25-5.75-2.75; 6.5#",NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Mamm:101531","USGS: U.S. Geological Survey=BS/FC 1531; preparator number=52-17 JSG",NA,NA,"Chordata",44,"skull","<i>Lynx rufus pallescens</i> (accepted ID) identified by unknown on 2005-03-08; method: legacy","DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): J. S. Gashwiler",NA,"http://arctos.database.museum/guid/MSB:Mamm:101531",NA,"http://arctosdb.org/home/data/",NA,NA,"Lynx rufus subsp. pallescens Merriam, 1899",NA,"FEMALE",NA,"Lynx rufus",2435246,"rufus",NA,NA,6164671,"SUBSPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"07-Feb-1952","Skunk Ridge, Blcak Mountain",NA,NA,NA,1952,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
"14472",14827,"http://vertnet.org/resources/norms.html","Oregon","Lake",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"Mammal-05183","Mammalia",359,"Deep Creek, Oregon, Lake, United States, NORTH_AMERICA","Mammal",NA,"NORTH_AMERICA",NA,20931,"United States",NA,NA,"8eddc200-f535-4c65-9b4d-f723eafe607e",NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,"NATIVE","1952-02-27T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,NA,NA,"United States",812642097,"Lynx","Lynx",2435239,"WGS84",NA,"GW Shugart","7/1/2002",NA,NA,"Topo USA 4.0","requires verification",NA,"Mammalia | Carnivora | Felidae | Lynx","| USA | Oregon | Lake |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:PSM:Mammal:Mammal-05183",NA,NA,NA,"PSM","urn:lsid:biocol.org:col:34825",NA,NA,"US",812642097,"Animalia",1,"en","2016-05-26T20:48:48.454+0000","2016-08-04T09:30:02.941+0000","2016-05-26T20:48:48.500+0000",42.1825835440888,NA,NA,NA,NA,NA,NA,NA,NA,"Deep Creek",NA,NA,NA,-120.031684027839,NA,"2016-05-26T00:00:00.000+0000",2,NA,"ICZN","urn:catalog:PSM:Mammal:Mammal-05183",NA,"present","Carnivora",732,NA,"3882",NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","f56c5f80-055c-11d8-b84e-b8a03c50a862","S. G. Jewett",NA,"http://portal.vertnet.org/o/psm/mammal?id=mammal-05183",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Lynx rufus (Schreber, 1777)",NA,NA,NA,"Lynx rufus",2435246,"rufus",58,NA,2435246,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,"USA | Oregon | Lake | Deep Creek",NA,NA,NA,1952,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
"14493",14848,"http://www.vertnet.org/resources/norms.html","Utah","Morgan County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"101532","Mammalia",359,"no specific locality recorded, Utah, Morgan County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,40233.6,"United States",NA,NA,"b15d4952-7d20-46f1-8a3e-556a512b04c5",NA,"2005-03-08T00:00:00.000+0000",15,NA,NA,NA,"sex=male",NA,NA,NA,NA,NA,NA,NA,75,NA,"1952-03-15T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,NA,NA,"United States",1145127424,"Lynx","Lynx",2435239,"WGS84",NA,"unknown","2012-07-08 00:00:00.0","not recorded",NA,"Google Earth","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Felidae;","North America, United States, Utah, Morgan County",NA,NA,NA,NA,"A",NA,NA,"legacy","unknown","http://arctos.database.museum/guid/MSB:Mamm:101532?seid=461009",1,NA,"pallescens","MSB","urn:lsid:biocol.org:col:34495",NA,NA,"US",1145127424,"Animalia",1,"en","2016-07-28T04:55:20.399+0000","2016-08-04T12:18:50.534+0000","2016-06-24T04:32:37.442+0000",41.04038,NA,NA,NA,NA,NA,NA,NA,NA,"no specific locality recorded","unknown",NA,NA,-111.62587,NA,NA,3,NA,"ICZN","http://arctos.database.museum/guid/MSB:Mamm:101532?seid=461009","38.25-7.75-sh19.5-32.75",NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Mamm:101532","USGS: U.S. Geological Survey=BS/FC 1532; preparator number=52-25 JSG",NA,NA,"Chordata",44,"skull","<i>Lynx rufus pallescens</i> (accepted ID) identified by unknown on 2005-03-08; method: legacy","DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): J. S. Gashwiler",NA,"http://arctos.database.museum/guid/MSB:Mamm:101532",NA,"http://arctosdb.org/home/data/",NA,NA,"Lynx rufus subsp. pallescens Merriam, 1899",NA,"MALE",NA,"Lynx rufus",2435246,"rufus",NA,NA,6164671,"SUBSPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"15-Mar-1952","Verbatim locality not recorded.",NA,NA,NA,1952,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
"14506",14861,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Florida","DADE CO",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"151830","Mammalia",359,"MIAMI, 36 MI W OF, Florida, DADE CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,13,NA,NA,NA,"TotalLength: 1190.0; TailLength: 165.0; HindFoot: 182.0; EarLength: 77.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1952-04-13T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,NA,NA,"United States",686478948,"Lynx","Lynx",2435239,"WGS84",NA,"Sean P. Maher","2007-04-11",NA,NA,"Topozone.com",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9681f27b-1ed8-11e3-bfac-90b11c41863e",NA,NA,"floridanus","KU","http://grbio.org/cool/iakn-125z",NA,NA,"US",686478948,"Animalia",1,"en","2016-03-28T15:43:46.067+0000","2016-08-03T12:33:01.942+0000","2015-06-05T22:02:31.144+0000",25.77,NA,NA,NA,NA,NA,NA,NA,NA,"MIAMI, 36 MI W OF",NA,NA,NA,-80.77,NA,NA,4,NA,NA,"9681f27b-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SS",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","SCHWARTZ A & LANIER G E",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Lynx rufus subsp. floridanus Rafinesque, 1817",NA,NA,NA,"Lynx rufus",2435246,"rufus",NA,NA,6164668,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1952,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
"14511",14866,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Oklahoma","MAJOR CO",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"45215","Mammalia",359,"SEILING, 12 MI NE OF, Oklahoma, MAJOR CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1952-05-02T00:00:00.000+0000",NA,NA,"Felidae",9703,NA,NA,NA,NA,"United States",686374504,"Lynx","Lynx",2435239,"WGS84",NA,"Mia Hwang (TTU)","2003-03-03",NA,NA,"not recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91fbc79d-1ed8-11e3-bfac-90b11c41863e",NA,NA,"baileyi","KU","http://grbio.org/cool/iakn-125z",NA,NA,"US",686374504,"Animalia",1,"en","2016-03-28T15:43:08.260+0000","2016-08-03T12:33:05.852+0000","2015-06-05T22:01:49.009+0000",36.2700185710296,NA,NA,NA,NA,NA,NA,NA,NA,"SEILING, 12 MI NE OF",NA,NA,NA,-98.7701710823101,NA,NA,5,NA,NA,"91fbc79d-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SS",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","KING O M",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Lynx rufus subsp. baileyi Merriam, 1890",NA,NA,NA,"Lynx rufus",2435246,"rufus",NA,NA,6164667,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1952,"2016-08-10",12521,"Lynx rufus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","LC",601.332757973,1033.87430715,TRUE
