"","X","accessRights","adm1","adm2","associatedOccurrences","associatedReferences","associatedSequences","basisOfRecord","bed","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","created","dataGeneralizations","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","footprintWKT","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationReferences","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestAgeOrHighestStage","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","lithostratigraphicTerms","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","originalNameUsage","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","source","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonomicStatus","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source.1","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"1927",1930,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","New york","MONROE CO",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"143223","Mammalia",359,"RUSH, New york, MONROE CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,12,NA,NA,NA,"TotalLength: 622.0; TailLength: 215.0; HindFoot: 65.0; EarLength: 28.0; BodyMass: 1360.77",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1975-02-12T00:00:00.000+0000",NA,NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",686470354,"Mephitis","Mephitis",5219379,"WGS84",NA,"N Slade","2007-08-08",NA,NA,"topozone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95fc25c4-1ed8-11e3-bfac-90b11c41863e",NA,NA,"nigra","KU","http://grbio.org/cool/iakn-125z",NA,NA,"US",686470354,"Animalia",1,"en","2016-03-28T15:43:42.641+0000","2016-08-03T12:33:13.669+0000","2015-06-05T22:02:27.720+0000",42.9899474333309,NA,NA,NA,NA,NA,NA,NA,NA,"RUSH",NA,NA,NA,-77.6395921711725,NA,NA,2,NA,NA,"95fc25c4-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,NA,NA,"Chordata",44,"SK",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","GORDON D C",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Mephitis mephitis subsp. nigra Peale & Palisot de Beauvois, 1796",NA,NA,NA,"Mephitis mephitis",5219380,"mephitis",NA,NA,6164439,NA,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1975,"2016-08-10",41635,"Mephitis mephitis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",597.384814797,1399.62348233,TRUE
"1930",1933,"http://vertnet.org/resources/norms.html","Maryland","Allegany",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"Mammal-22943","Mammalia",359,"Mount Savage, Maryland, Allegany, United States, NORTH_AMERICA","Mammal",NA,"NORTH_AMERICA",NA,832,"United States",NA,NA,NA,"8eddc200-f535-4c65-9b4d-f723eafe607e",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,"NATIVE","1975-03-04T00:00:00.000+0000",NA,NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",812659667,"Mephitis","Mephitis",5219379,"WGS84",NA,"Elizabeth Campbell (UMMZ)","2/18/2003",NA,"center of summit","Topozone.com","requires verification",NA,"Mammalia | Carnivora | Mephitidae | Mephitis","| USA | Maryland | Alleghany |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:PSM:Mammal:Mammal-22943",NA,NA,NA,"PSM","urn:lsid:biocol.org:col:34825",NA,NA,"US",812659667,"Animalia",1,"en","2016-05-26T20:48:56.541+0000","2016-08-04T09:30:02.425+0000","2016-05-26T20:48:56.550+0000",39.6964910108141,NA,NA,NA,NA,NA,NA,NA,NA,"Mount Savage",NA,NA,NA,-78.8798309042483,NA,"2016-05-26T00:00:00.000+0000",3,NA,"ICZN","urn:catalog:PSM:Mammal:Mammal-22943",NA,"present","Carnivora",732,NA,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","f56c5f80-055c-11d8-b84e-b8a03c50a862","S. Sanders",NA,"http://portal.vertnet.org/o/psm/mammal?id=mammal-22943",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Mephitis mephitis (Schreber, 1776)",NA,"FEMALE",NA,"Mephitis mephitis",5219380,"mephitis",63,NA,5219380,NA,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,"USA | Maryland | Alleghany | Mount Savage",NA,NA,NA,1975,"2016-08-10",41635,"Mephitis mephitis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",597.384814797,1399.62348233,TRUE
"1933",1937,"http://vertnet.org/resources/norms.html","Kansas","Phillips",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"15690","Mammalia",359,"2 3/4 MI W KIRWIN, Kansas, Phillips, United States, NORTH_AMERICA","FHSM-M",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"84e6e5f8-f762-11e1-a439-00145eb45e9a","Fort Hays Sternberg Museum Mammalogy Collection",NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,"NATIVE","1975-06-16T00:00:00.000+0000",NA,NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",48049564,"Mephitis","Mephitis",5219379,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,"| CARNIVORA | MUSTELIDAE | MEPHITIS","North America | USA | Kansas | Phillips |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"fd01678e-100b-11e3-9860-4cd443d04e13",NA,NA,NA,"FHSM","http://grbio.org/cool/5bc7-5n0c",NA,NA,"US",48049564,"Animalia",1,"en","2015-05-12T17:06:01.347+0000","2016-08-04T07:44:27.433+0000","2015-05-12T17:06:01.355+0000",39.67303,NA,NA,NA,NA,NA,NA,NA,NA,"2 3/4 MI W KIRWIN",NA,NA,NA,-99.19727,NA,"2015-04-12T00:00:00.000+0000",6,NA,"ICZN","fd01678e-100b-11e3-9860-4cd443d04e13",NA,"present","Carnivora",732,NA,NA,NA,NA,NA,"Chordata",44,"SS - 1",NA,"DWC_ARCHIVE","US","976af1e0-ca25-11da-bfed-b8a03c50a862","LAUNCHBAUGH, G K",NA,"http://portal.vertnet.org/o/fhsm/fhsm-m?id=15690",NA,"http://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Mephitis mephitis (Schreber, 1776)",NA,NA,NA,"Mephitis mephitis",5219380,"mephitis",167,NA,5219380,NA,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,NA,"North America | USA | KANSAS | PHILLIPS",NA,NA,NA,1975,"2016-08-10",41635,"Mephitis mephitis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",597.384814797,1399.62348233,TRUE
"1934",1938,"http://vertnet.org/resources/norms.html","Montana","Roosevelt",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"31263","Mammalia",359,"9 MI S, 7 MI E BAINVILLE, Montana, Roosevelt, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,3446,"United States",NA,NA,NA,"854f70cc-55e3-4af2-9417-0f47d6c7902d",NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181,"NATIVE","1975-06-30T00:00:00.000+0000",NA,NA,NA,"Mephitidae",9679,NA,"TK920441",NA,NA,"United States",911662479,"Mephitis","Mephitis",5219379,"WGS84",NA,"Elizabeth Campbell (UMMZ)","1/11/2002","VertNet Georeferencing Guidelines",NA,"Topozone.com","requires verification",NA,"MEPHITIS","| United States | Montana | Roosevelt Co |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:TTU:Mammals:31263",NA,NA,"hudsonica","TTU","urn:lsid:biocol.org:col:34902",NA,NA,"US",911662479,"Animalia",1,"en","2015-02-26T18:20:24.246+0000","2016-08-04T07:53:12.960+0000","2015-02-20T22:04:06.214+0000",48.01342,NA,NA,NA,NA,NA,NA,NA,NA,"9 MI S, 7 MI E BAINVILLE",NA,NA,NA,-104.07469,NA,"2015-02-20T00:00:00.000+0000",6,NA,"ICZN","urn:catalog:TTU:Mammals:31263",NA,"present","Carnivora",732,NA,NA,NA,NA,NA,"Chordata",44,"SS | skin | skull",NA,"DWC_ARCHIVE","US","acac73b0-055d-11d8-b84f-b8a03c50a862","WILLIAMS, S L","2032","http://portal.vertnet.org/o/ttu/mammals?id=31263",NA,"http://creativecommons.org/licenses/by/4.0/",NA,NA,"Mephitis mephitis subsp. hudsonica Richardson, 1829",NA,"MALE",NA,"Mephitis mephitis",5219380,"mephitis",181,NA,6164438,NA,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"6/30/1975","UNITED STATES | MONTANA | ROOSEVELT CO | 9 MI S, 7 MI E BAINVILLE",NA,NA,NA,1975,"2016-08-10",41635,"Mephitis mephitis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",597.384814797,1399.62348233,TRUE
"1935",1939,"http://www.vertnet.org/resources/norms.html","Colorado","Rio Blanco County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"102659","Mammalia",359,"5 miles west of Meeker, Colorado, Rio Blanco County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,3500,"United States",NA,NA,NA,"b15d4952-7d20-46f1-8a3e-556a512b04c5",NA,"2005-03-08T00:00:00.000+0000",15,NA,NA,NA,"sex=male ; verbatim collector=B. ECI Sang",NA,NA,NA,NA,NA,1889.76,0,166,NA,"1975-06-15T00:00:00.000+0000",NA,NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",1145128680,"Mephitis","Mephitis",5219379,"WGS84",NA,"unknown","2012-07-08 00:00:00.0","GeoLocate",NA,"GeoLocate","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mephitidae;","North America, United States, Colorado, Rio Blanco County",NA,NA,NA,NA,"A",NA,NA,"legacy","unknown","http://arctos.database.museum/guid/MSB:Mamm:102659?seid=1023621",1,NA,"hudsonica","MSB","urn:lsid:biocol.org:col:34495",NA,NA,"US",1145128680,"Animalia",1,"en","2016-07-28T04:55:20.675+0000","2016-08-04T12:18:49.005+0000","2016-06-24T04:32:38.072+0000",40.03744,NA,NA,NA,NA,NA,NA,NA,NA,"5 miles west of Meeker","unknown",NA,NA,-108.00778,NA,NA,6,NA,"ICZN","http://arctos.database.museum/guid/MSB:Mamm:102659?seid=1023621","road kill",NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Mamm:102659",NA,"USGS: U.S. Geological Survey=BS/FC 2659; preparator number=RBF 1055",NA,NA,"Chordata",44,"skull","<i>Mephitis mephitis hudsonica</i> (accepted ID) identified by unknown on 2005-03-08; method: legacy","DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): unknown",NA,"http://arctos.database.museum/guid/MSB:Mamm:102659",NA,"http://arctosdb.org/home/data/",NA,NA,"Mephitis mephitis subsp. hudsonica Richardson, 1829",NA,"MALE",NA,"Mephitis mephitis",5219380,"mephitis",NA,NA,6164438,NA,"SUBSPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"15-Jun-1975","5 mi W Meeker",NA,NA,NA,1975,"2016-08-10",41635,"Mephitis mephitis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",597.384814797,1399.62348233,TRUE
"1936",1940,"http://vertnet.org/resources/norms.html","North Dakota","Williams",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"31267","Mammalia",359,"FT BUFORD, 0.5 MI S, 0.5 MI W BUFORD, North Dakota, Williams, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,1624,"United States",NA,NA,NA,"854f70cc-55e3-4af2-9417-0f47d6c7902d",NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181,"NATIVE","1975-06-30T00:00:00.000+0000",NA,NA,NA,"Mephitidae",9679,NA,"TK924360",NA,NA,"United States",911662478,"Mephitis","Mephitis",5219379,"WGS84",NA,"Paul Hinshaw (UMMZ)","10/24/2002","VertNet Georeferencing Guidelines",NA,"Topozone.com","requires verification",NA,"MEPHITIS","| UNITED STATES | NORTH DAKOTA | WILLIAMS CO |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:TTU:Mammals:31267",NA,NA,"hudsonica","TTU","urn:lsid:biocol.org:col:34902",NA,NA,"US",911662478,"Animalia",1,"en","2015-02-26T18:20:24.262+0000","2016-08-04T07:53:13.066+0000","2015-02-20T22:04:06.238+0000",47.98832,NA,NA,NA,NA,NA,NA,NA,NA,"FT BUFORD, 0.5 MI S, 0.5 MI W BUFORD",NA,NA,NA,-104.00059,NA,"2015-02-20T00:00:00.000+0000",6,NA,"ICZN","urn:catalog:TTU:Mammals:31267",NA,"present","Carnivora",732,NA,NA,NA,NA,NA,"Chordata",44,"SS | skin | skull",NA,"DWC_ARCHIVE","US","acac73b0-055d-11d8-b84f-b8a03c50a862","DE LA FUENTE, M H","1410","http://portal.vertnet.org/o/ttu/mammals?id=31267",NA,"http://creativecommons.org/licenses/by/4.0/",NA,NA,"Mephitis mephitis subsp. hudsonica Richardson, 1829",NA,"MALE",NA,"Mephitis mephitis",5219380,"mephitis",181,NA,6164438,NA,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"6/30/1975","UNITED STATES | NORTH DAKOTA | WILLIAMS CO | FT BUFORD, 0.5 MI S, 0.5 MI W BUFORD",NA,NA,NA,1975,"2016-08-10",41635,"Mephitis mephitis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",597.384814797,1399.62348233,TRUE
"1939",1943,"http://vertnet.org/resources/norms.html","Nebraska","Garden",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"31264","Mammalia",359,"29 MI N, 2 MI W OSHKOSH, Nebraska, Garden, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,1625,"United States",NA,NA,NA,"854f70cc-55e3-4af2-9417-0f47d6c7902d",NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159,"NATIVE","1975-06-08T00:00:00.000+0000",NA,NA,NA,"Mephitidae",9679,NA,"TK920799",NA,NA,"United States",911662460,"Mephitis","Mephitis",5219379,"WGS84",NA,"Katie M. Brokamp (UMMZ)","3/3/2003","VertNet Georeferencing Guidelines","from center of locality","Topozone.com","requires verification",NA,"MEPHITIS","| UNITED STATES | NEBRASKA | GARDEN CO |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:TTU:Mammals:31264",NA,NA,"hudsonica","TTU","urn:lsid:biocol.org:col:34902",NA,NA,"US",911662460,"Animalia",1,"en","2015-02-26T18:20:24.261+0000","2016-08-04T07:53:11.004+0000","2015-02-20T22:04:06.238+0000",41.83058,NA,NA,NA,NA,NA,NA,NA,NA,"29 MI N, 2 MI W OSHKOSH",NA,NA,NA,-102.37988,NA,"2015-02-20T00:00:00.000+0000",6,NA,"ICZN","urn:catalog:TTU:Mammals:31264",NA,"present","Carnivora",732,NA,NA,NA,NA,NA,"Chordata",44,"SS | skin | skull",NA,"DWC_ARCHIVE","US","acac73b0-055d-11d8-b84f-b8a03c50a862","KERRIDGE, D C","75/24","http://portal.vertnet.org/o/ttu/mammals?id=31264",NA,"http://creativecommons.org/licenses/by/4.0/",NA,NA,"Mephitis mephitis subsp. hudsonica Richardson, 1829",NA,"MALE",NA,"Mephitis mephitis",5219380,"mephitis",159,NA,6164438,NA,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"6/8/1975","UNITED STATES | NEBRASKA | GARDEN CO | 29 MI N, 2 MI W OSHKOSH",NA,NA,NA,1975,"2016-08-10",41635,"Mephitis mephitis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",597.384814797,1399.62348233,TRUE
"1941",1945,"http://vertnet.org/resources/norms.html","South Dakota","Stanley",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"25793","Mammalia",359,"3.5 MI S, 10 MI E FT PIERRE, South Dakota, Stanley, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,4585,"United States",NA,NA,NA,"854f70cc-55e3-4af2-9417-0f47d6c7902d",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,"NATIVE","1975-07-04T00:00:00.000+0000",NA,NA,NA,"Mephitidae",9679,NA,"TK926809",NA,NA,"United States",911656923,"Mephitis","Mephitis",5219379,"WGS84",NA,"Elizabeth Campbell (UMMZ)","4/11/2002","VertNet Georeferencing Guidelines",NA,"Topozone.com","requires verification",NA,"MEPHITIS","| UNITED STATES | SOUTH DAKOTA | STANLEY CO |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:TTU:Mammals:25793",NA,NA,"hudsonica","TTU","urn:lsid:biocol.org:col:34902",NA,NA,"US",911656923,"Animalia",1,"en","2015-02-26T18:20:22.627+0000","2016-08-04T07:53:12.336+0000","2015-02-20T22:04:03.014+0000",44.29858,NA,NA,NA,NA,NA,NA,NA,NA,"3.5 MI S, 10 MI E FT PIERRE",NA,NA,NA,-100.1758,NA,"2015-02-20T00:00:00.000+0000",7,NA,"ICZN","urn:catalog:TTU:Mammals:25793",NA,"present","Carnivora",732,NA,NA,NA,NA,NA,"Chordata",44,"SS | skin | skull",NA,"DWC_ARCHIVE","US","acac73b0-055d-11d8-b84f-b8a03c50a862","WILLIAMS, S L; SMOLEN, M J","129","http://portal.vertnet.org/o/ttu/mammals?id=25793",NA,"http://creativecommons.org/licenses/by/4.0/",NA,NA,"Mephitis mephitis subsp. hudsonica Richardson, 1829",NA,"FEMALE",NA,"Mephitis mephitis",5219380,"mephitis",185,NA,6164438,NA,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"7/4/1975","UNITED STATES | SOUTH DAKOTA | STANLEY CO | 3.5 MI S, 10 MI E FT PIERRE",NA,NA,NA,1975,"2016-08-10",41635,"Mephitis mephitis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",597.384814797,1399.62348233,TRUE
"1943",1947,"not-for-profit use only","Ontario","Hamilton-Wentworth",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"74996","Mammalia",359,"Beverly Swamp, Ontario, Hamilton-Wentworth, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",NA,2.81,"Canada",NA,NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1975-09-11T00:00:00.000+0000",NA,NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"Canada",1211838227,"Mephitis","Mephitis",5219379,"WGS84",NA,"Lina Arcila (ROM)","2007 03 27","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Natural Resources Canada, Series A751, Cambridge, 40 P/08, 1:50,000, Edition 9, 1998","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae; Mephitidae; Mephitis","North America; Canada; Ontario; Hamilton-Wentworth",NA,NA,NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:74996",NA,NA,NA,"ROM",NA,NA,NA,"CA",1211838227,"Animalia",1,"en","2016-05-26T13:57:29.548+0000","2016-08-04T13:23:30.690+0000","2016-05-26T13:57:47.992+0000",43.3713899990582,NA,NA,NA,NA,NA,"https://creativecommons.org/licenses/by-nc/4.0/","ADULT",NA,"Beverly Swamp",NA,NA,NA,-80.10387,NA,"2016-05-19T00:00:00.000+0000",9,NA,NA,"URI:catalog:ROM:Mammals:74996",NA,NA,"Carnivora",732,NA,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Nagorsen, DW; Eger, JL","FN12878",NA,NA,NA,"Royal Ontario Museum; ROM",NA,"Mephitis mephitis (Schreber, 1776)",NA,NA,NA,"Mephitis mephitis",5219380,"mephitis",NA,NA,5219380,NA,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19750911","Beverly Swamp",NA,NA,NA,1975,"2016-08-10",41635,"Mephitis mephitis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",597.384814797,1399.62348233,TRUE
"1948",1952,"http://www.vertnet.org/resources/norms.html","Louisiana","Jefferson Davis",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"34507","Mammalia",359,"Jennings area, Louisiana, Jefferson Davis, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"847e2306-f762-11e1-a439-00145eb45e9a","LSUMZ - Mammalogy",NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289,"NATIVE","1975-10-16T00:00:00.000+0000",NA,NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",45871588,"Mephitis","Mephitis",5219379,"WGS84",NA,NA,"2002-8-8",NA,NA,NA,"requires verification",NA,"Animalia | Chordata | Mammalia | Carnivora | Mustelidae | Mephitis","North America | USA | Louisiana | Jefferson Davis Parish |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:LSUMZ:Mammals:34507",NA,NA,NA,"LSUMZ","http://grbio.org/cool/ew6z-dwdm",NA,NA,"US",45871588,"Animalia",1,"en","2015-03-10T08:52:46.017+0000","2016-08-04T07:23:40.866+0000","2015-03-10T08:52:46.056+0000",30.2222042197089,NA,NA,NA,NA,NA,NA,NA,NA,"Jennings area",NA,NA,NA,-92.6569832616817,NA,NA,10,NA,"ICZN","urn:catalog:LSUMZ:Mammals:34507",NA,"present","Carnivora",732,NA,NA,NA,NA,NA,"Chordata",44,"Skull only-1",NA,"DWC_ARCHIVE","US","c361e830-181e-11da-9544-b8a03c50a862","Strother, Jeanette",NA,"http://portal.vertnet.org/o/lsumz/mammals?id=34507",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Mephitis mephitis (Schreber, 1776)",NA,NA,NA,"Mephitis mephitis",5219380,"mephitis",289,NA,5219380,NA,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,NA,"North America | USA | Louisiana | Jefferson Davis Parish",NA,NA,NA,1975,"2016-08-10",41635,"Mephitis mephitis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",597.384814797,1399.62348233,TRUE
"1952",1956,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Kansas","LEAVENWORTH CO",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"135971","Mammalia",359,"LINWOOD, 8 KM E OF, Kansas, LEAVENWORTH CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1975-10-05T00:00:00.000+0000",NA,NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",686463194,"Mephitis","Mephitis",5219379,"WGS84",NA,"N Slade","2006-05-01",NA,NA,"Topozone 1:25,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95a5fb92-1ed8-11e3-bfac-90b11c41863e",NA,NA,"avia","KU","http://grbio.org/cool/iakn-125z",NA,NA,"US",686463194,"Animalia",1,"en","2016-03-28T15:43:39.832+0000","2016-08-03T12:33:09.184+0000","2015-06-05T22:02:24.722+0000",38.9999785593044,NA,NA,NA,NA,NA,NA,NA,NA,"LINWOOD, 8 KM E OF",NA,NA,NA,-94.9400819255667,NA,NA,10,NA,NA,"95a5fb92-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,NA,NA,"Chordata",44,"PS",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","GLASS G E",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Mephitis mephitis subsp. avia Bangs, 1898",NA,NA,NA,"Mephitis mephitis",5219380,"mephitis",NA,NA,6164433,NA,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1975,"2016-08-10",41635,"Mephitis mephitis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",597.384814797,1399.62348233,TRUE
