"","accessRights","adm1","adm2","associatedOccurrences","associatedReferences","associatedSequences","basisOfRecord","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","rights","rightsHolder","scientificName","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"580",NA,NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"OPM332645-1405438","Mammalia",359,"Australia","OP",NA,NA,NA,NA,"Australia",NA,"40c0f670-ee87-4576-be9d-2725e0b47035",NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-04-20T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","501504247","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA Fauna",NA,NA,NA,"AU",501504247,"Animalia",1,NA,"2013-09-07T07:24:00.000+0000","2016-08-03T15:43:59.377+0000",NA,-30.34586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.05017,NA,NA,4,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","526a57bd-769c-4cc9-94ae-1eb9bdfa5d6c","STEMMER D. David;ELLIS J. Janine-Marie",NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"586",NA,"Sa",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M24483","Mammalia",359,"Mount Eba Homestead, Sa, Australia","Mammalogy",NA,NA,1e-05,NA,"Australia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-04-18T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","500882408","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stemmer",NA,NA,NA,"SAMA",NA,NA,NA,"AU",500882408,"Animalia",1,NA,"2013-09-07T07:22:26.000+0000","2016-08-04T15:41:08.059+0000",NA,-30.21943,NA,NA,NA,NA,NA,NA,"Mount Eba Homestead",NA,NA,NA,135.83916,NA,NA,4,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Stemmer D., Ellis J.",NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"2511",NA,NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"SUM26427-200452","Mammalia",359,"Bimbowrie (CP), Australia","SU",NA,NA,NA,NA,"Australia",NA,"40c0f670-ee87-4576-be9d-2725e0b47035",NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005-05-19T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","501879080","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA Fauna",NA,NA,NA,"AU",501879080,"Animalia",1,NA,"2013-09-07T07:24:54.000+0000","2016-08-03T15:43:12.052+0000",NA,-31.92794,NA,NA,NA,NA,NA,NA,"Bimbowrie (CP)",NA,NA,NA,140.10962,NA,NA,5,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","526a57bd-769c-4cc9-94ae-1eb9bdfa5d6c","KEMPER C.M. Cath;HOW T.L. Travis;LOUGHLIN C. Chris",NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"2523",NA,NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"SUM26637-206983","Mammalia",359,"Australia","SU",NA,NA,NA,NA,"Australia",NA,"40c0f670-ee87-4576-be9d-2725e0b47035",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005-05-02T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","501879579","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA Fauna",NA,NA,NA,"AU",501879579,"Animalia",1,NA,"2013-09-07T07:24:54.000+0000","2016-08-03T15:43:11.899+0000",NA,-27.12536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.54715,NA,NA,5,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","526a57bd-769c-4cc9-94ae-1eb9bdfa5d6c","PEDLER L.P. Lynn;QUEALE L..F. Lynette (Queale);CROFT T.S. Tim;BRANDLE R. Robert;OSBOURNE C.L. Camilla",NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"2559",NA,NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"OPM185330-1403591","Mammalia",359,"Bimbowrie (CP), Australia","OP",NA,NA,NA,NA,"Australia",NA,"40c0f670-ee87-4576-be9d-2725e0b47035",NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005-05-20T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","501471228","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA Fauna",NA,NA,NA,"AU",501471228,"Animalia",1,NA,"2013-09-07T07:23:55.000+0000","2016-08-03T15:44:04.052+0000",NA,-32.00518,NA,NA,NA,NA,NA,NA,"Bimbowrie (CP)",NA,NA,NA,140.17898,NA,NA,5,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","526a57bd-769c-4cc9-94ae-1eb9bdfa5d6c","KEMPER C.M. Cath",NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"2673",NA,"Sa",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M23776","Mammalia",359,"Algebullcullia Waterhole, Sa, Australia","Mammalogy",NA,NA,1e-05,NA,"Australia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005-09-20T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","500880122","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stemmer",NA,NA,NA,"SAMA",NA,NA,NA,"AU",500880122,"Animalia",1,NA,"2013-09-07T07:22:26.000+0000","2016-08-04T15:41:08.526+0000",NA,-28.48944,NA,NA,NA,NA,NA,NA,"Algebullcullia Waterhole",NA,NA,NA,134.95194,NA,NA,9,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Ehmann H.",NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"2731",NA,"Sa",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M23642","Mammalia",359,"Coober Pedy, Sa, Australia","Mammalogy",NA,NA,1e-05,NA,"Australia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005-11-26T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","500879681","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stemmer",NA,NA,NA,"SAMA",NA,NA,NA,"AU",500879681,"Animalia",1,NA,"2013-09-07T07:22:26.000+0000","2016-08-04T15:41:08.689+0000",NA,-29.42693,NA,NA,NA,NA,NA,NA,"Coober Pedy",NA,NA,NA,132.94499,NA,NA,11,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Foulkes J., Kajar L.",NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"3609",NA,NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"OPM35099-1397677","Mammalia",359,"Australia","OP",NA,NA,NA,NA,"Australia",NA,"40c0f670-ee87-4576-be9d-2725e0b47035",NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004-08-26T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","501518953","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA Fauna",NA,NA,NA,"AU",501518953,"Animalia",1,NA,"2013-09-07T07:24:03.000+0000","2016-08-03T15:43:57.574+0000",NA,-34.75688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.49027,NA,NA,8,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","526a57bd-769c-4cc9-94ae-1eb9bdfa5d6c","QUEALE L..F. Lynette (Queale);KELMAN R.J. Rob;WILLIAMS C.M. Cara",NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"3623",NA,"Sa",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M23598","Mammalia",359,"Nagel Hill, Sa, Australia","Mammalogy",NA,NA,1e-05,NA,"Australia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004-08-26T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","500879524","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stemmer",NA,NA,NA,"SAMA",NA,NA,NA,"AU",500879524,"Animalia",1,NA,"2013-09-07T07:22:26.000+0000","2016-08-04T15:41:08.491+0000",NA,-34.75694,NA,NA,NA,NA,NA,NA,"Nagel Hill",NA,NA,NA,139.58138,NA,NA,8,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Queale L.",NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"3697",NA,NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M22821014","Mammalia",359,"Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004-01-01T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","691336664","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kangaroo Hunters",NA,NA,NA,"SAMA",NA,NA,NA,"AU",691336664,"Animalia",1,NA,"2013-09-07T07:16:40.000+0000","2016-08-04T15:41:42.507+0000",NA,-34.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144.1,NA,NA,NA,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Kangaroo Hunters",NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"4611",NA,NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M22259","Mammalia",359,"Memory Bore, Saudi Arabia","Mammalogy",NA,NA,1e-05,NA,"Saudi Arabia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-04-09T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Saudi Arabia","500874977","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stemmer&Kemper",NA,NA,NA,"SAMA",NA,NA,NA,"SA",500874977,"Animalia",1,NA,"2013-09-07T07:22:25.000+0000","2016-08-04T15:41:09.394+0000",NA,-28.88471,NA,NA,NA,NA,NA,NA,"Memory Bore",NA,NA,NA,132.69749,NA,NA,4,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Foulkes J.",NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"4620",NA,"New South Wales",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M.37200","Mammalia",359,"New South Wales, Australia","Mammalogy",NA,NA,1e-05,NA,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-09-29T00:00:00.000+0000","urn:australianmuseum.net.au:Events:4017729",NA,NA,"Macropodidae",9372,NA,NA,"Australia","1101217478","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9cd4ad89-1463-42dd-92ae-f6120293ae29",NA,NA,"AM",NA,NA,NA,"AU",1101217478,"Animalia",1,NA,"2016-08-19T08:07:03.948+0000","2016-08-04T14:23:09.499+0000","2015-07-17T07:03:51.116+0000",-29.85277,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, New South Wales, Nocoleche Nature Reserve, 200 km W of Bourke. (29° 51' 10"" S, 144° 04' 05"" E) 29/09/2003 - 29/09/2003, found dead, Field Collected - Terrestrial"";",144.06804,NA,NA,9,NA,"9cd4ad89-1463-42dd-92ae-f6120293ae29",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Ingleby, Dr Sandy - Australian Museum - Mammalogy",NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Red Kangaroo",NA,2003,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"4673",NA,NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M22179","Mammalia",359,"Pile Hile, Saudi Arabia","Mammalogy",NA,NA,1e-05,NA,"Saudi Arabia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-10-08T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Saudi Arabia","500874700","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stemmer&Kemper",NA,NA,NA,"SAMA",NA,NA,NA,"SA",500874700,"Animalia",1,NA,"2013-09-07T07:22:25.000+0000","2016-08-04T15:41:11.212+0000",NA,-28.72443,NA,NA,NA,NA,NA,NA,"Pile Hile",NA,NA,NA,134.57332,NA,NA,10,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Brandle R., Queale L.",NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"4682",NA,NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"SUM21111-135148","Mammalia",359,"Chowilla (GR), Australia","SU",NA,NA,NA,NA,"Australia",NA,"40c0f670-ee87-4576-be9d-2725e0b47035",NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-11-11T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","501873827","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA Fauna",NA,NA,NA,"AU",501873827,"Animalia",1,NA,"2013-09-07T07:24:53.000+0000","2016-08-03T15:43:12.476+0000",NA,-33.93926,NA,NA,NA,NA,NA,NA,"Chowilla (GR)",NA,NA,NA,140.96858,NA,NA,11,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","526a57bd-769c-4cc9-94ae-1eb9bdfa5d6c","GATES J.A. Jody;KENNY S.D. Sue;STEWART H. Hafiz;WALLACE-WARD D. Di;MELDRUM D.D. Dan;STEMMER D. David",NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"6246",NA,NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M21336","Mammalia",359,"Point Lowly, Saudi Arabia","Mammalogy",NA,NA,1e-05,NA,"Saudi Arabia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2002-02-23T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Saudi Arabia","500871867","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kemper",NA,NA,NA,"SAMA",NA,NA,NA,"SA",500871867,"Animalia",1,NA,"2013-09-07T07:22:25.000+0000","2016-08-04T15:41:13.791+0000",NA,-32.96138,NA,NA,NA,NA,NA,NA,"Point Lowly",NA,NA,NA,137.73527,NA,NA,2,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Kemper C. and Carpenter G.",NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"6408",NA,NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M21520","Mammalia",359,"Murninnie Beach, Saudi Arabia","Mammalogy",NA,NA,1e-05,NA,"Saudi Arabia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2002-09-26T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Saudi Arabia","500872492","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kemper",NA,NA,NA,"SAMA",NA,NA,NA,"SA",500872492,"Animalia",1,NA,"2013-09-07T07:22:25.000+0000","2016-08-04T15:41:09.599+0000",NA,-33.32693,NA,NA,NA,NA,NA,NA,"Murninnie Beach",NA,NA,NA,137.29638,NA,NA,9,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Carpenter G.",NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
