"","accessRights","adm1","adm2","associatedOccurrences","associatedReferences","associatedSequences","basisOfRecord","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","rights","rightsHolder","scientificName","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"33217",NA,"Nt",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"U2566","Mammalia",359,"Tanami Desert, Nt, Australia","Mammal",NA,NA,NA,NA,"Australia",NA,"793c3890-6c8a-11de-8226-b8a03c50a862",NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1964-09-19T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1085843763","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9ec8f81a-d948-4d2d-808d-594f87e392a5",NA,NA,"MAGNT",NA,NA,NA,"AU",1085843763,"Animalia",1,NA,"2016-08-19T07:37:39.500+0000","2016-08-04T02:31:09.413+0000","2015-05-13T22:31:13.494+0000",-19.66667,NA,NA,NA,NA,NA,NA,"Tanami Desert",NA,NA,NA,131.35,NA,NA,9,NA,"9ec8f81a-d948-4d2d-808d-594f87e392a5",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","8cdd9232-84eb-4bad-9d9b-a36910cd524b",NA,NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1964,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"33223",NA,"Western Australia","not applicable",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M10077","Mammalia",359,"5 KM N OF MT ALOYSIUS, Western Australia, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.01667,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1963-07-08T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","332041195","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a4f614ff-b11b-4e1d-a1ef-383963fdab83",NA,NA,"ANWC",NA,NA,NA,"AU",332041195,"Animalia",1,NA,"2016-08-19T07:26:20.172+0000","2016-08-03T11:46:23.632+0000","2015-04-30T07:14:32.618+0000",-25.95,NA,NA,NA,NA,NA,NA,"5 KM N OF MT ALOYSIUS",NA,NA,NA,128.5667,NA,NA,7,NA,"a4f614ff-b11b-4e1d-a1ef-383963fdab83",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Red Kangaroo",NA,1963,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"33227",NA,"Western Australia",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"C 18585","Mammalia",359,"Marble Bar, Western Australia, Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"39905320-6c8a-11de-8226-b8a03c50a862",NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1963-08-25T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","479642324","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NMV",NA,NA,NA,"AU",479642324,"Animalia",1,NA,"2013-09-07T07:19:58.000+0000","2016-08-03T15:24:07.268+0000",NA,-21.17,NA,NA,NA,NA,NA,NA,"Marble Bar",NA,NA,NA,119.75,NA,NA,8,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4cff2aca-5ce5-4028-88e6-d79b6449173a",NA,NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1963,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"33229",NA,"New South Wales","not applicable",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M12833","Mammalia",359,"TOGANMAIN STATION, C.70 KM E OF HAY, New South Wales, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.01667,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1963-09-05T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","332041204","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07f00f59-1294-47da-97ec-1fcbf42ab878",NA,NA,"ANWC",NA,NA,NA,"AU",332041204,"Animalia",1,NA,"2016-08-19T07:26:20.924+0000","2016-08-03T11:46:30.681+0000","2015-04-30T07:14:34.002+0000",-34.4667,NA,NA,NA,NA,NA,NA,"TOGANMAIN STATION, C.70 KM E OF HAY",NA,NA,NA,145.6167,NA,NA,9,NA,"07f00f59-1294-47da-97ec-1fcbf42ab878",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Red Kangaroo",NA,1963,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"33245",NA,"Nt",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"U2575","Mammalia",359,"Burt Plain, Nt, Australia","Mammal",NA,NA,NA,NA,"Australia",NA,"793c3890-6c8a-11de-8226-b8a03c50a862",NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1962-01-18T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1085843820","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c37f6faf-d992-4af8-8a15-f9bb3e17ad77",NA,NA,"MAGNT",NA,NA,NA,"AU",1085843820,"Animalia",1,NA,"2016-08-19T07:37:39.498+0000","2016-08-04T02:31:11.263+0000","2015-05-13T22:31:13.562+0000",-23.21667,NA,NA,NA,NA,NA,NA,"Burt Plain",NA,NA,NA,133.76667,NA,NA,1,NA,"c37f6faf-d992-4af8-8a15-f9bb3e17ad77",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","8cdd9232-84eb-4bad-9d9b-a36910cd524b",NA,NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1962,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"33249",NA,NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M08572","Mammalia",359,"Saudi Arabia","Mammalogy",NA,NA,NA,NA,"Saudi Arabia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1962-03-15T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Saudi Arabia","691286162","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAMA",NA,NA,NA,"SA",691286162,"Animalia",1,NA,"2013-09-07T07:16:38.000+0000","2016-08-04T15:41:42.582+0000",NA,-32.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.566,NA,NA,3,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Owens W.",NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1962,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"33251",NA,NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M08573","Mammalia",359,"Saudi Arabia","Mammalogy",NA,NA,NA,NA,"Saudi Arabia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1962-03-15T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Saudi Arabia","691286166","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stemmer",NA,NA,NA,"SAMA",NA,NA,NA,"SA",691286166,"Animalia",1,NA,"2013-09-07T07:16:38.000+0000","2016-08-04T15:41:42.611+0000",NA,-32.633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.5,NA,NA,3,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Owens W.",NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1962,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"33260",NA,"Queensland",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"J21501","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,NA,NA,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1962-06-26T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1066615367","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b58f2266-bb0c-498f-bd07-a3aaaa96e3a7",NA,NA,"QM",NA,NA,NA,"AU",1066615367,"Animalia",1,NA,"2015-10-19T05:51:13.746+0000","2016-08-04T10:56:59.217+0000","2015-04-30T09:48:30.866+0000",-27.9,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,147.25,NA,NA,6,NA,"b58f2266-bb0c-498f-bd07-a3aaaa96e3a7",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Red kangaroo",NA,1962,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"33263","http://www.vertnet.org/resources/norms.html","South Australia",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"132746","Mammalia",359,"12 mi NE Sedan, South Australia, Australia, OCEANIA","Mammal specimens","urn:lsid:biocol.org:col:34904","OCEANIA",NA,8107.88,"Australia",NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-27T00:00:00.000+0000",6,NA,NA,NA,"sex: male",NA,NA,NA,NA,NA,NA,"157",NA,"1962-06-06T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1145701745","Macropus","Macropus",2440171,"WGS84",NA,"Vygandas Relys","2003-10-01 00:00:00.0","MaNIS georeferencing guidelines",NA,"ArcView GNS data","unverified","Animalia Chordata Mammalia Diprotodontia Macropodidae Macropodinae Macropus rufus","Australia, Australia, South Australia",NA,NA,NA,NA,"A ssp.",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:132746?seid=290912",1,NA,"MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"AU",1145701745,"Animalia",1,"en","2016-08-09T09:37:56.886+0000","2016-08-09T09:38:37.190+0000","2016-08-09T09:37:57.026+0000",-34.46023,NA,NA,NA,NA,NA,NA,"12 mi NE Sedan","Vygandas Relys",NA,NA,139.44884,NA,NA,6,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:132746?seid=290912",NA,NA,"Diprotodontia",1452,"http://arctos.database.museum/guid/MVZ:Mamm:132746","collector number=5167",NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): Reuben A. Stirton","5167","http://arctos.database.museum/guid/MVZ:Mamm:132746","http://creativecommons.org/publicdomain/zero/1.0/",NA,"Macropus rufus (Desmarest, 1822)","MALE","Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,"PhysicalObject",NA,"decimal degrees",NA,"6 Jun 1962","12 mi NE Sedan",NA,NA,NA,1962,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"33274",NA,"New South Wales",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"C 18564","Mammalia",359,"Balranald, New South Wales, Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"39905320-6c8a-11de-8226-b8a03c50a862",NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1962-08-23T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","479642156","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NMV",NA,NA,NA,"AU",479642156,"Animalia",1,NA,"2013-09-07T07:19:58.000+0000","2016-08-03T15:24:07.242+0000",NA,-34.63,NA,NA,NA,NA,NA,NA,"Balranald",NA,NA,NA,143.57,NA,NA,8,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4cff2aca-5ce5-4028-88e6-d79b6449173a",NA,NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1962,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"33286",NA,"Nt",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"U2565","Mammalia",359,"Tennant Creek, 5 Miles East, Nt, Australia","Mammal",NA,NA,NA,NA,"Australia",NA,"793c3890-6c8a-11de-8226-b8a03c50a862",NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1962-11-14T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1085843807","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80cc93b2-b2ca-438d-b629-e8ce8ef8bf0b",NA,NA,"MAGNT",NA,NA,NA,"AU",1085843807,"Animalia",1,NA,"2016-08-19T07:37:39.493+0000","2016-08-04T02:31:09.372+0000","2015-05-13T22:31:13.552+0000",-19.61667,NA,NA,NA,NA,NA,NA,"Tennant Creek, 5 Miles East",NA,NA,NA,134.25,NA,NA,11,NA,"80cc93b2-b2ca-438d-b629-e8ce8ef8bf0b",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","8cdd9232-84eb-4bad-9d9b-a36910cd524b",NA,NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1962,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"33287",NA,NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M6324","Mammalia",359,"Boullia Station, Australia","Mammalogy",NA,NA,0.001,NA,"Australia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1962-01-01T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","500896625","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAMA",NA,NA,NA,"AU",500896625,"Animalia",1,NA,"2013-09-07T07:22:28.000+0000","2016-08-04T15:41:06.188+0000",NA,-30.066,NA,NA,NA,NA,NA,NA,"Boullia Station",NA,NA,NA,141.866,NA,NA,NA,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Beattie R.C.",NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1962,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"33295",NA,"Queensland",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"J21518","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,NA,NA,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1961-05-11T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1066615318","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220cce0e-da05-4e63-997b-b3f003eb4971",NA,NA,"QM",NA,NA,NA,"AU",1066615318,"Animalia",1,NA,"2015-10-19T05:51:13.743+0000","2016-08-04T10:57:02.429+0000","2015-04-30T09:48:30.825+0000",-28.1,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,148.53333,NA,NA,5,NA,"220cce0e-da05-4e63-997b-b3f003eb4971",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Red kangaroo",NA,1961,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"33314",NA,"Nt",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"U2579","Mammalia",359,"Hamilton Downs Station-Hamburger Da, Nt, Australia","Mammal",NA,NA,NA,NA,"Australia",NA,"793c3890-6c8a-11de-8226-b8a03c50a862",NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1961-06-27T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1085843794","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a6333c7c-c89d-4a35-8711-4c321925603b",NA,NA,"MAGNT",NA,NA,NA,"AU",1085843794,"Animalia",1,NA,"2016-08-19T07:37:39.503+0000","2016-08-04T02:31:11.766+0000","2015-05-13T22:31:13.529+0000",-23.5,NA,NA,NA,NA,NA,NA,"Hamilton Downs Station-Hamburger Da",NA,NA,NA,133.35,NA,NA,6,NA,"a6333c7c-c89d-4a35-8711-4c321925603b",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","8cdd9232-84eb-4bad-9d9b-a36910cd524b",NA,NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1961,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"33319",NA,"Queensland",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"J21181","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,NA,NA,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1961-07-08T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1066615175","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a22811ec-08d4-4dc9-bacb-3963f7b70bc4",NA,NA,"QM",NA,NA,NA,"AU",1066615175,"Animalia",1,NA,"2015-10-19T05:51:13.719+0000","2016-08-04T10:57:05.359+0000","2015-04-30T09:48:30.716+0000",-28.88333,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,147.08333,NA,NA,7,NA,"a22811ec-08d4-4dc9-bacb-3963f7b70bc4",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Red kangaroo",NA,1961,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
