"","X","accessRights","adm1","adm2","associatedOccurrences","associatedReferences","associatedSequences","basisOfRecord","bed","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","created","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","footprintWKT","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationReferences","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestAgeOrHighestStage","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","sampleSizeUnit","sampleSizeValue","samplingProtocol","scientificName","scientificNameID","sex","source","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source.1","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"5207",5221,"http://www.vertnet.org/resources/norms.html","Oregon","Lake",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"52684","Mammalia",359,"Lat: 43.5492 Long: -121.9636OREGON: Lake County; Odell Lake, Oregon, Lake, United States, NORTH_AMERICA","Mammal","urn:lsid:biocol.org:col:34921","NORTH_AMERICA",NA,175,"United States",NA,NA,"830eb5d0-f762-11e1-a439-00145eb45e9a",NA,NA,21,NA,NA,NA,"{""totalLengthInMM"":""622"", ""tailLengthInMM"":""205"", ""hindfootLengthInMM"":""92"", ""earLengthInMM"":""34"", ""weight"":""[762] g"" }",NA,NA,NA,NA,NA,NA,NA,21,"NATIVE","1984-01-21T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"United States",70145372,"Martes","Martes",2433765,"WGS84",NA,NA,NA,"VertNet Georeferencing Guidelines","""could also be Odell Lake, lake, Klamath; no Odell Lake in Lake Co; also compare to other Odell reference for UWBM""",NA,"requires verification",NA,"Animalia | Chordata | Mammalia | Carnivora | Mustelidae | Mustelinae | Martes","| USA | Oregon | Lake |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UWBM:Mammal:52684",1,NA,NA,"UWBM","urn:lsid:biocol.org:col:34878",NA,NA,"US",70145372,"Animalia",1,"en","2015-02-24T03:03:49.780+0000","2016-08-04T04:34:26.688+0000","2015-02-16T16:38:53.406+0000",43.5489502406573,NA,NA,NA,NA,NA,NA,NA,"Lat: 43.5492 Long: -121.9636OREGON: Lake County; Odell Lake",NA,NA,NA,-121.964453591237,NA,"2015-01-06T00:00:00.000+0000",1,NA,"ICZN","urn:catalog:UWBM:Mammal:52684","622-205-92-34; Misc.: carcass weight","present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","US","06fcbbf0-0562-11d8-b851-b8a03c50a862","D. Walp",NA,"http://portal.vertnet.org/o/uwbm/mammal?id=52684",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,NA,NA,"Martes americana (Turton, 1806)",NA,"MALE",NA,"Martes americana",5218864,"americana",21,NA,5218864,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,"USA | Oregon | Lake |  | Lat: 43.5492 Long: -121.9636OREGON: Lake County; Odell Lake",NA,"American Marten",NA,1984,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",729.978617173,1119.0799605,TRUE
"5211",5225,"http://www.vertnet.org/resources/norms.html","Oregon","Lake",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"52686","Mammalia",359,"Lat: 43.6328 Long: -122.0419OREGON: Lake County; Gold Lake, Oregon, Lake, United States, NORTH_AMERICA","Mammal","urn:lsid:biocol.org:col:34921","NORTH_AMERICA",NA,658,"United States",NA,NA,"830eb5d0-f762-11e1-a439-00145eb45e9a",NA,NA,21,NA,NA,NA,"{""totalLengthInMM"":""645"", ""tailLengthInMM"":""220"", ""hindfootLengthInMM"":""100"", ""earLengthInMM"":""45"", ""weight"":""1.022 kg"" }",NA,NA,NA,NA,NA,NA,NA,21,"NATIVE","1984-01-21T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"United States",70145374,"Martes","Martes",2433765,"WGS84",NA,NA,NA,"VertNet Georeferencing Guidelines",NA,NA,"requires verification",NA,"Animalia | Chordata | Mammalia | Carnivora | Mustelidae | Mustelinae | Martes","| USA | Oregon | Lake |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UWBM:Mammal:52686",1,NA,NA,"UWBM","urn:lsid:biocol.org:col:34878",NA,NA,"US",70145374,"Animalia",1,"en","2015-02-24T03:03:49.823+0000","2016-08-04T04:34:26.808+0000","2015-02-16T16:38:53.420+0000",43.6325486373042,NA,NA,NA,NA,NA,NA,NA,"Lat: 43.6328 Long: -122.0419OREGON: Lake County; Gold Lake",NA,NA,NA,-122.042756942044,NA,"2015-01-06T00:00:00.000+0000",1,NA,"ICZN","urn:catalog:UWBM:Mammal:52686","645-220-100-45","present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","US","06fcbbf0-0562-11d8-b851-b8a03c50a862","D. Walp",NA,"http://portal.vertnet.org/o/uwbm/mammal?id=52686",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,NA,NA,"Martes americana (Turton, 1806)",NA,"MALE",NA,"Martes americana",5218864,"americana",21,NA,5218864,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,"USA | Oregon | Lake |  | Lat: 43.6328 Long: -122.0419OREGON: Lake County; Gold Lake",NA,"American Marten",NA,1984,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",729.978617173,1119.0799605,TRUE
"5223",5237,NA,"Alberta",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"Martes americana UAMZ M9022","M9022","Mammalia",359,"Kinuso, Alberta, Canada, NORTH_AMERICA","UAMZ",NA,"NORTH_AMERICA",NA,1140,"Canada",NA,NA,"88d5d94e-f762-11e1-a439-00145eb45e9a","University of Alberta Mammalogy Collection (UAMZ)",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1984-02-01T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"Canada",1209668494,"Martes","Martes",2433765,"WGS84",NA,"Jackson, Keith L.","2007-05",NA,"As per GBPG2006. Coordinates reflect center of section determined by Alberta Geographic Survey online calculator. Extent is half diagonal of section, and rounded up to three digits (1.14 km). Earlier undocumented georeferencing: 55°20'00""N 115°25'00""W. KLJ 2007.",NA,NA,NA,"Animalia | Chordata | Mammalia | Carnivora | Mustelidae | Martes","North America | Canada | Alberta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UAMZ:M9022",NA,NA,NA,"University of Alberta Museums",NA,NA,NA,"CA",1209668494,"Animalia",1,"en","2016-07-14T22:35:48.868+0000","2016-08-04T09:12:36.143+0000","2015-11-18T20:33:58.992+0000",55.337909999118,NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/","ADULT","Kinuso","Canadian Geographical Names Data Base",NA,NA,-115.42464,NA,NA,2,NA,NA,"urn:catalog:UAMZ:M9022","Marten.  See Specimen Report. on loan B.Uganec 328994 Industrial Design",NA,"Carnivora",732,NA,NA,NA,"Martes","Chordata",44,"skull",NA,"DWC_ARCHIVE","CA","03cb9700-6cee-11d8-922d-b8a03c50a862","Jenkins, C.",NA,NA,NA,NA,"University of Alberta Museums",NA,NA,NA,"Martes americana (Turton, 1806)",NA,"FEMALE",NA,"Martes americana",5218864,"americana",NA,NA,5218864,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"1984-02-01",NA,NA,"marten",NA,1984,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",729.978617173,1119.0799605,TRUE
"5228",5242,"not-for-profit use only","Ontario","Nipissing",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"89674","Mammalia",359,"Dickens Township, Ontario, Nipissing, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",NA,7.31,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1984-11-23T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"Canada",1211847604,"Martes","Martes",2433765,"WGS84",NA,"Janet Sit (ROM)","2007 05 08","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Natural Resources Canada, Series A501, Pembroke, 31 F, 1:250,000, Edition 4, 1996","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae; Martes","North America; Canada; Ontario; Nipissing",NA,NA,NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:89674",NA,NA,NA,"ROM",NA,NA,NA,"CA",1211847604,"Animalia",1,"en","2016-05-26T13:57:45.099+0000","2016-08-04T13:23:34.358+0000","2016-05-26T13:57:55.212+0000",45.6662499990571,NA,NA,NA,NA,NA,"https://creativecommons.org/licenses/by-nc/4.0/",NA,"Dickens Township",NA,NA,NA,-77.9168,NA,"2016-05-19T00:00:00.000+0000",11,NA,NA,"URI:catalog:ROM:Mammals:89674",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull; skeleton",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Strickland, MA","M-0295-84",NA,NA,NA,"Royal Ontario Museum; ROM",NA,NA,NA,"Martes americana (Turton, 1806)",NA,"MALE",NA,"Martes americana",5218864,"americana",NA,NA,5218864,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19841123 ?","Dickens Township",NA,NA,NA,1984,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",729.978617173,1119.0799605,TRUE
"5232",5246,NA,"Alaska","Southeast Fairbanks",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"33290","Mammalia",359,"Lat: 64.1016667 Long: -145.5591667ALASKA: Southeast Fairbanks; Clearwater Creek Drainage; near Delta, Alaska, Southeast Fairbanks, United States","Mammal",NA,NA,NA,709.72,"United States",NA,NA,"9f210074-c49e-4fe3-b0af-8257374ef356",NA,NA,28,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"1983-01-28T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"United States",1231291677,"Martes","Martes",2433765,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UWBM",NA,NA,NA,"US",1231291677,"Animalia",1,NA,"2016-01-28T16:20:50.598+0000","2016-08-04T10:44:28.397+0000","2016-01-28T16:20:50.650+0000",64.10167,NA,NA,NA,NA,NA,NA,NA,"Lat: 64.1016667 Long: -145.5591667ALASKA: Southeast Fairbanks; Clearwater Creek Drainage; near Delta",NA,NA,NA,-145.55917,NA,NA,1,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DIGIR_MANIS","US","06fcbbf0-0562-11d8-b851-b8a03c50a862","D. Johnson",NA,NA,NA,NA,NA,NA,NA,NA,"Martes americana (Turton, 1806)",NA,NA,NA,"Martes americana",5218864,"americana",NA,NA,5218864,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1983,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",729.978617173,1119.0799605,TRUE
"5236",5250,"not-for-profit use only","Ontario","Parry Sound",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"88338","Mammalia",359,"Foley Township, Ontario, Parry Sound, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",NA,NA,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1983-02-24T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"Canada",1211848905,"Martes","Martes",2433765,"WGS84",NA,"Stephen Lee (ROM)",NA,"MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Gazetteer of Canada:  Ontario, 2nd Edition.  1974.  Department of Energy, Mines and Resources Canada, xxxiii + 823 pp.","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae; Martes","North America; Canada; Ontario; Parry Sound",NA,NA,NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:88338",NA,NA,NA,"ROM",NA,NA,NA,"CA",1211848905,"Animalia",1,"en","2016-05-26T13:57:46.237+0000","2016-08-04T13:23:34.205+0000","2016-05-26T13:57:55.942+0000",45.8,NA,NA,NA,NA,NA,"https://creativecommons.org/licenses/by-nc/4.0/",NA,"Foley Township",NA,NA,"ROM data parsed by John Wieczorek, 20020402; MaNIS-05 Upload",-79.93333,NA,"2016-05-19T00:00:00.000+0000",2,NA,NA,"URI:catalog:ROM:Mammals:88338",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin; skull; skeleton; tanned",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Strickland, MA","M-0795-83",NA,NA,NA,"Royal Ontario Museum; ROM",NA,NA,NA,"Martes americana (Turton, 1806)",NA,"MALE",NA,"Martes americana",5218864,"americana",NA,NA,5218864,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19830224","Foley Township",NA,NA,NA,1983,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",729.978617173,1119.0799605,TRUE
"5247",5261,NA,"Alaska","Northwest Arctic",NA,NA,"Genbank:","PRESERVED_SPECIMEN",NA,NA,NA,"546153.7413820","Mammalia",359,"Nutuvukti Lake, Central Brooks Range, Alaska, Northwest Arctic, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,"5df38344-b821-49c2-8174-cf0f29f4df0d",NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324,NA,"1983-11-20T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"United States",883844885,"Martes","Martes",2433765,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Carnivora, Caniformia, Mustelidae, Mustelinae","North America, United States, Alaska, Northwest Arctic",NA,NA,"546153",NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/367e52828-85d1-4f00-9622-6ba08f03e8a2",1,NA,"actuosa","USNM",NA,NA,NA,"US",883844885,"Animalia",1,NA,"2016-04-27T20:16:37.263+0000","2016-08-04T00:08:23.619+0000","2016-02-09T16:19:13.670+0000",66.97,NA,NA,NA,NA,NA,NA,NA,"Nutuvukti Lake, Central Brooks Range",NA,NA,NA,-154.75,NA,NA,11,NA,NA,"http://n2t.net/ark:/65665/367e52828-85d1-4f00-9622-6ba08f03e8a2",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"Skull; Skeleton; Baculum/Baubellum",NA,"DWC_ARCHIVE","US","bc092ff0-02e4-11dc-991f-b8a03c50a862","A. Mortvedt","AM 22",NA,NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,NA,NA,"Martes americana subsp. actuosa Osgood, 1900",NA,"MALE",NA,"Martes americana",5218864,"americana",324,NA,5218866,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"Degrees Minutes Seconds",NA,"20 Nov 1983",NA,NA,NA,NA,1983,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",729.978617173,1119.0799605,TRUE
"5250",5264,NA,"Alaska",NA,NA,NA,"Genbank:","PRESERVED_SPECIMEN",NA,NA,NA,"546142.7413809","Mammalia",359,"Olai Lake, Lockwood Hills, Central Brooks Range, Alaska, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,"5df38344-b821-49c2-8174-cf0f29f4df0d",NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313,NA,"1983-11-09T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"United States",883845641,"Martes","Martes",2433765,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Carnivora, Caniformia, Mustelidae, Mustelinae","North America, United States, Alaska",NA,NA,"546142",NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/32d5f9f47-a370-4f7e-924c-f36d2a78f570",1,NA,"actuosa","USNM",NA,NA,NA,"US",883845641,"Animalia",1,NA,"2016-04-27T20:11:44.243+0000","2016-08-04T00:08:17.888+0000","2016-02-09T15:14:33.454+0000",66.63,NA,NA,NA,NA,NA,NA,NA,"Olai Lake, Lockwood Hills, Central Brooks Range",NA,NA,NA,-155.5,NA,NA,11,NA,NA,"http://n2t.net/ark:/65665/32d5f9f47-a370-4f7e-924c-f36d2a78f570",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"Skull",NA,"DWC_ARCHIVE","US","bc092ff0-02e4-11dc-991f-b8a03c50a862","A. Mortvedt","AM 10",NA,NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,NA,NA,"Martes americana subsp. actuosa Osgood, 1900",NA,"MALE",NA,"Martes americana",5218864,"americana",313,NA,5218866,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"Degrees Minutes Seconds",NA,"9 Nov 1983",NA,NA,NA,NA,1983,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",729.978617173,1119.0799605,TRUE
"5260",5274,NA,"Alaska","Northwest Arctic",NA,NA,"Genbank:","PRESERVED_SPECIMEN",NA,NA,NA,"546145.7413812","Mammalia",359,"Selby Lake, Central Brooks Range; S Of Narvak Lake, Alaska, Northwest Arctic, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,"5df38344-b821-49c2-8174-cf0f29f4df0d",NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,NA,"1983-11-12T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"United States",883845745,"Martes","Martes",2433765,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Carnivora, Caniformia, Mustelidae, Mustelinae","North America, United States, Alaska, Northwest Arctic",NA,NA,"546145",NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/35f3a687c-c598-42cb-ba27-983f81a5dbc0",1,NA,"actuosa","USNM",NA,NA,NA,"US",883845745,"Animalia",1,NA,"2016-04-27T20:15:53.258+0000","2016-08-04T00:08:24.235+0000","2016-02-09T16:14:02.763+0000",66.87,NA,NA,NA,NA,NA,NA,NA,"Selby Lake, Central Brooks Range; S Of Narvak Lake",NA,NA,NA,-155.62,NA,NA,11,NA,NA,"http://n2t.net/ark:/65665/35f3a687c-c598-42cb-ba27-983f81a5dbc0",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"Skull",NA,"DWC_ARCHIVE","US","bc092ff0-02e4-11dc-991f-b8a03c50a862","A. Mortvedt","AM 14",NA,NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,NA,NA,"Martes americana subsp. actuosa Osgood, 1900",NA,"MALE",NA,"Martes americana",5218864,"americana",316,NA,5218866,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"Degrees Minutes Seconds",NA,"12 Nov 1983",NA,NA,NA,NA,1983,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",729.978617173,1119.0799605,TRUE
"5263",5277,"not-for-profit use only","Ontario","Nipissing",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"89664","Mammalia",359,"Ballantyne Township, Ontario, Nipissing, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",NA,9.35,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1983-11-26T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"Canada",1211849429,"Martes","Martes",2433765,"WGS84",NA,"Janet Sit (ROM)","2007 05 31","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Energy, Mines and Resources Canada, Series A501, Huntsville, 31 E, 1:250,000, Edition 3, 1996","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae; Martes","North America; Canada; Ontario; Nipissing",NA,NA,NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:89664",NA,NA,NA,"ROM",NA,NA,NA,"CA",1211849429,"Animalia",1,"en","2016-05-26T13:57:46.805+0000","2016-08-04T13:23:34.512+0000","2016-05-26T13:57:56.291+0000",45.9556399990573,NA,NA,NA,NA,NA,"https://creativecommons.org/licenses/by-nc/4.0/",NA,"Ballantyne Township",NA,NA,NA,-79.13967,NA,"2016-05-19T00:00:00.000+0000",11,NA,NA,"URI:catalog:ROM:Mammals:89664",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull; skeleton",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Strickland, MA","M-0261-84",NA,NA,NA,"Royal Ontario Museum; ROM",NA,NA,NA,"Martes americana (Turton, 1806)",NA,"MALE",NA,"Martes americana",5218864,"americana",NA,NA,5218864,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19831126","Ballantyne Township",NA,NA,NA,1983,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",729.978617173,1119.0799605,TRUE
"5264",5278,"not-for-profit use only","Ontario","Hastings",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"89682","Mammalia",359,"Ontario, Hastings, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",NA,10.52,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1983-11-03T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"Canada",891389542,"Martes","Martes",2433765,"WGS84",NA,"Lina Arcila (ROM)","2007 01 26","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Energy, Mines and Resources Canada, Series A751, Bancroft, 31 F/04, 1:50,000, Edition 5, 1996","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae; Martes","North America; Canada; Ontario; Hastings",NA,NA,NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:89682",NA,NA,NA,"Royal Ontario Museum: ROM",NA,NA,NA,"CA",891389542,"Animalia",1,"en","2015-01-22T18:31:49.626+0000","2016-08-04T13:23:33.565+0000","2015-01-22T18:31:49.869+0000",45.1457799990568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Entire township is not shown on map",-77.98348,NA,"2014-11-19T00:00:00.000+0000",11,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull; skeleton",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Strickland, MA","M-0379-84",NA,NA,"https://creativecommons.org/licenses/by-nc/4.0/","Royal Ontario Museum; ROM",NA,NA,NA,"Martes americana (Turton, 1806)",NA,NA,NA,"Martes americana",5218864,"americana",NA,NA,5218864,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19831103",NA,NA,NA,NA,1983,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",729.978617173,1119.0799605,TRUE
