"","X","accessRights","adm1","adm2","associatedOccurrences","associatedReferences","associatedSequences","basisOfRecord","bed","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","created","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","footprintWKT","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationReferences","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestAgeOrHighestStage","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","sampleSizeUnit","sampleSizeValue","samplingProtocol","scientificName","scientificNameID","sex","source","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source.1","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"5294",5308,"not-for-profit use only","Ontario","Muskoka",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"89684","Mammalia",359,"Stephenson Township, Ontario, Muskoka, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",NA,NA,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1983-11-01T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"Canada",1211845301,"Martes","Martes",2433765,"WGS84",NA,"Stephen Lee (ROM)",NA,"MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Gazetteer of Canada:  Ontario, 2nd Edition.  1974.  Department of Energy, Mines and Resources Canada, xxxiii + 823 pp.","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae; Martes","North America; Canada; Ontario; Muskoka",NA,NA,NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:89684",NA,NA,NA,"ROM",NA,NA,NA,"CA",1211845301,"Animalia",1,"en","2016-05-26T13:57:43.204+0000","2016-08-04T13:23:33.582+0000","2016-05-26T13:57:53.834+0000",45.21667,NA,NA,NA,NA,NA,"https://creativecommons.org/licenses/by-nc/4.0/",NA,"Stephenson Township",NA,NA,"ROM data parsed by John Wieczorek, 20020402; MaNIS-05 Upload",-79.33333,NA,"2016-05-19T00:00:00.000+0000",11,NA,NA,"URI:catalog:ROM:Mammals:89684",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull; skeleton",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Strickland, MA","M-0424-84",NA,NA,NA,"Royal Ontario Museum; ROM",NA,NA,NA,"Martes americana (Turton, 1806)",NA,"FEMALE",NA,"Martes americana",5218864,"americana",NA,NA,5218864,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19831100","Stephenson Township",NA,NA,NA,1983,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",729.978617173,1119.0799605,TRUE
"5309",5323,"not-for-profit use only","Ontario","Parry Sound",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"89671","Mammalia",359,"Brown Township, Ontario, Parry Sound, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",NA,NA,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1983-12-01T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"Canada",1211848903,"Martes","Martes",2433765,"WGS84",NA,"Stephen Lee (ROM)",NA,"MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Gazetteer of Canada:  Ontario, 2nd Edition.  1974.  Department of Energy, Mines and Resources Canada, xxxiii + 823 pp.","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae; Martes","North America; Canada; Ontario; Parry Sound",NA,NA,NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:89671",NA,NA,NA,"ROM",NA,NA,NA,"CA",1211848903,"Animalia",1,"en","2016-05-26T13:57:46.261+0000","2016-08-04T13:23:34.425+0000","2016-05-26T13:57:55.963+0000",45.8,NA,NA,NA,NA,NA,"https://creativecommons.org/licenses/by-nc/4.0/",NA,"Brown Township",NA,NA,"ROM data parsed by John Wieczorek, 20020402; MaNIS-05 Upload",-80.23333,NA,"2016-05-19T00:00:00.000+0000",12,NA,NA,"URI:catalog:ROM:Mammals:89671",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull; skeleton",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Strickland, MA","M-0275-84",NA,NA,NA,"Royal Ontario Museum; ROM",NA,NA,NA,"Martes americana (Turton, 1806)",NA,"MALE",NA,"Martes americana",5218864,"americana",NA,NA,5218864,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19831201","Brown Township",NA,NA,NA,1983,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",729.978617173,1119.0799605,TRUE
"5331",5345,"not-for-profit use only","Ontario","Unknown",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"87449","Mammalia",359,"unknown, Ontario, Unknown, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",NA,820754.47,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1982-01-05T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"Canada",1211773793,"Martes","Martes",2433765,"WGS84",NA,"Bradley G. Millen (ROM)","2012-01-20","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"BioGeomancer","verification required",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae; Martes","North America; Canada; Ontario; Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:87449",NA,NA,NA,"ROM",NA,NA,NA,"CA",1211773793,"Animalia",1,"en","2016-05-26T13:55:47.181+0000","2016-08-04T13:23:37.210+0000","2016-05-26T13:55:47.306+0000",49.26782,NA,NA,NA,NA,NA,"https://creativecommons.org/licenses/by-nc/4.0/",NA,"unknown",NA,NA,"georef'd as Province",-84.74822,NA,"2016-05-19T00:00:00.000+0000",1,NA,NA,"URI:catalog:ROM:Mammals:87449",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin; tanned",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Strickland, MA","M-0790-82",NA,NA,NA,"Royal Ontario Museum; ROM",NA,NA,NA,"Martes americana (Turton, 1806)",NA,"MALE",NA,"Martes americana",5218864,"americana",NA,NA,5218864,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19820105","unknown",NA,NA,NA,1982,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",729.978617173,1119.0799605,TRUE
"5332",5346,"not-for-profit use only","Ontario","Nipissing",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"87350","Mammalia",359,"Ontario, Nipissing, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",NA,7.53,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1982-01-02T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"Canada",891389539,"Martes","Martes",2433765,"WGS84",NA,"Janet Sit (ROM)","2007 05 03","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Energy, Mines and Resources Canada, Series A501, Huntsville, 31 E, 1:250,000, Edition 3, 1996","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae; Martes","North America; Canada; Ontario; Nipissing",NA,NA,NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:87350",NA,NA,NA,"Royal Ontario Museum: ROM",NA,NA,NA,"CA",891389539,"Animalia",1,"en","2015-01-22T18:31:50.769+0000","2016-08-04T13:23:34.104+0000","2015-01-22T18:31:50.868+0000",45.4868399990569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78.84203,NA,"2014-11-19T00:00:00.000+0000",1,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin; tanned",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Strickland, MA","M-0379-82",NA,NA,"https://creativecommons.org/licenses/by-nc/4.0/","Royal Ontario Museum; ROM",NA,NA,NA,"Martes americana (Turton, 1806)",NA,NA,NA,"Martes americana",5218864,"americana",NA,NA,5218864,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19820102",NA,NA,NA,NA,1982,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",729.978617173,1119.0799605,TRUE
"5361",5375,"not-for-profit use only","Ontario","Cochrane",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"87902","Mammalia",359,"Goose Camp, Across Harricanaw River From Camp, Ontario, Cochrane, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",NA,NA,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1982-07-12T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"Canada",1211862855,"Martes","Martes",2433765,"WGS84",NA,"Stephen Lee (ROM)",NA,"MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Gazetteer of Canada:  Ontario, 2nd Edition.  1974.  Department of Energy, Mines and Resources Canada, xxxiii + 823 pp.","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae; Martes","North America; Canada; Ontario; Cochrane",NA,NA,NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:87902",NA,NA,NA,"ROM",NA,NA,NA,"CA",1211862855,"Animalia",1,"en","2016-05-26T13:58:00.570+0000","2016-08-04T13:23:38.587+0000","2016-05-26T13:58:05.617+0000",51.1,NA,NA,NA,NA,NA,"https://creativecommons.org/licenses/by-nc/4.0/","JUVENILE","Goose Camp, Across Harricanaw River From Camp",NA,NA,"ROM data parsed by John Wieczorek, 20020402; MaNIS-01 Upload",-79.7,NA,"2016-05-19T00:00:00.000+0000",7,NA,NA,"URI:catalog:ROM:Mammals:87902",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Gibson, JS","FN23367",NA,NA,NA,"Royal Ontario Museum; ROM",NA,NA,NA,"Martes americana (Turton, 1806)",NA,"FEMALE",NA,"Martes americana",5218864,"americana",NA,NA,5218864,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19820712","Goose Camp, Across Harricanaw River From Camp",NA,NA,NA,1982,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",729.978617173,1119.0799605,TRUE
"5373",5387,"not-for-profit use only","Ontario","Parry Sound",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"88327","Mammalia",359,"Ontario, Parry Sound, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",NA,NA,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1982-11-01T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"Canada",891389476,"Martes","Martes",2433765,"WGS84",NA,"Stephen Lee (ROM)",NA,"MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Gazetteer of Canada:  Ontario, 2nd Edition.  1974.  Department of Energy, Mines and Resources Canada, xxxiii + 823 pp.","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae; Martes","North America; Canada; Ontario; Parry Sound",NA,NA,NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:88327",NA,NA,NA,"Royal Ontario Museum: ROM",NA,NA,NA,"CA",891389476,"Animalia",1,"en","2015-01-22T18:31:50.562+0000","2016-08-04T13:23:34.030+0000","2015-01-22T18:31:50.612+0000",45.41667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROM data parsed by John Wieczorek, 20020402; MaNIS-05 Upload",-79.61667,NA,"2014-11-19T00:00:00.000+0000",11,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin; tanned",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Strickland, MA","M-0168-83",NA,NA,"https://creativecommons.org/licenses/by-nc/4.0/","Royal Ontario Museum; ROM",NA,NA,NA,"Martes americana (Turton, 1806)",NA,NA,NA,"Martes americana",5218864,"americana",NA,NA,5218864,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19821101",NA,NA,NA,NA,1982,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",729.978617173,1119.0799605,TRUE
"5379",5393,"not-for-profit use only","Ontario","Renfrew",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"88330","Mammalia",359,"Wilberforce Township, Ontario, Renfrew, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",NA,NA,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1982-11-29T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"Canada",1211848399,"Martes","Martes",2433765,"WGS84",NA,"Stephen Lee (ROM)",NA,"MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Gazetteer of Canada:  Ontario, 2nd Edition.  1974.  Department of Energy, Mines and Resources Canada, xxxiii + 823 pp.","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae; Martes","North America; Canada; Ontario; Renfrew",NA,NA,NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:88330",NA,NA,NA,"ROM",NA,NA,NA,"CA",1211848399,"Animalia",1,"en","2016-05-26T13:57:45.818+0000","2016-08-04T13:23:34.359+0000","2016-05-26T13:57:55.722+0000",45.63333,NA,NA,NA,NA,NA,"https://creativecommons.org/licenses/by-nc/4.0/",NA,"Wilberforce Township",NA,NA,"ROM data parsed by John Wieczorek, 20020402; MaNIS-05 Upload",-77.13333,NA,"2016-05-19T00:00:00.000+0000",11,NA,NA,"URI:catalog:ROM:Mammals:88330",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin; tanned",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Strickland, MA","M-0171-83",NA,NA,NA,"Royal Ontario Museum; ROM",NA,NA,NA,"Martes americana (Turton, 1806)",NA,"MALE",NA,"Martes americana",5218864,"americana",NA,NA,5218864,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19821129","Wilberforce Township",NA,NA,NA,1982,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",729.978617173,1119.0799605,TRUE
"5406",5420,"not-for-profit use only","Ontario","Nipissing",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"88335","Mammalia",359,"Butt Township, Ontario, Nipissing, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",NA,7.69,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1982-01-01T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"Canada",1211848661,"Martes","Martes",2433765,"WGS84",NA,"Janet Sit (ROM)","2007 05 31","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Energy, Mines and Resources Canada, Series A501, Huntsville, 31 E, 1:250,000, Edition 3, 1996","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae; Martes","North America; Canada; Ontario; Nipissing",NA,NA,NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:88335",NA,NA,NA,"ROM",NA,NA,NA,"CA",1211848661,"Animalia",1,"en","2016-05-26T13:57:46.056+0000","2016-08-04T13:23:34.174+0000","2016-05-26T13:57:55.848+0000",45.7231099990571,NA,NA,NA,NA,NA,"https://creativecommons.org/licenses/by-nc/4.0/",NA,"Butt Township",NA,NA,NA,-78.97572,NA,"2016-05-19T00:00:00.000+0000",NA,NA,NA,"URI:catalog:ROM:Mammals:88335",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin; tanned",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Strickland, MA","M-0356-83",NA,NA,NA,"Royal Ontario Museum; ROM",NA,NA,NA,"Martes americana (Turton, 1806)",NA,"FEMALE",NA,"Martes americana",5218864,"americana",NA,NA,5218864,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19820000","Butt Township",NA,NA,NA,1982,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",729.978617173,1119.0799605,TRUE
"5445",5459,"http://www.vertnet.org/resources/norms.html","Alaska",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"13542","Mammalia",359,"45 mi SW of Fort Yukon, 9 Mile Lake, Alaska, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34889","NORTH_AMERICA",NA,1041,"United States",NA,NA,"377be098-626f-4cc2-b4b5-35700050669a",NA,"2000-09-12T00:00:00.000+0000",7,NA,NA,NA,"sex=male",NA,NA,NA,NA,NA,NA,NA,38,NA,"1981-02-07T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"United States",897018183,"Martes","Martes",2433765,"WGS84",NA,"unknown","2000-09-09 00:00:00.0","not recorded",NA,"unknown","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae;  (Turton, 1806)","North America, United States, Alaska, Fort Yukon Quad",NA,NA,NA,NA,"A",NA,NA,"legacy","unknown","http://arctos.database.museum/guid/UAM:Mamm:13542?seid=193136",1,NA,NA,"UAM","urn:lsid:biocol.org:col:34847",NA,NA,"US",897018183,"Animalia",1,"en","2016-08-09T08:05:52.583+0000","2016-08-09T08:06:27.927+0000","2016-08-09T08:05:52.640+0000",66.45,NA,NA,NA,NA,NA,NA,NA,"45 mi SW of Fort Yukon, 9 Mile Lake","unknown",NA,NA,-147.25,NA,NA,2,NA,"ICZN","http://arctos.database.museum/guid/UAM:Mamm:13542?seid=193136",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/UAM:Mamm:13542",NA,NA,NA,"Chordata",44,"skull; postcranial skeleton","<i>Martes americana</i> (accepted ID) identified by unknown on 2000-09-12; method: legacy","DWC_ARCHIVE","US","d9699a79-4736-45c2-925c-f4033ac67d52","Collector(s): M. Smith",NA,"http://arctos.database.museum/guid/UAM:Mamm:13542",NA,"http://arctosdb.org/home/data/",NA,NA,NA,NA,"Martes americana (Turton, 1806)",NA,"MALE",NA,"Martes americana",5218864,"americana",NA,NA,5218864,"SPECIES",NA,"PhysicalObject",NA,NA,"deg. min. sec.",NA,"07 Feb 1981","45 mi SW of Fort Yukon, 9 Mile Lake",NA,NA,NA,1981,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",729.978617173,1119.0799605,TRUE
"5484",5498,"http://vertnet.org/resources/norms.html","Alaska",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"Mammal-28216","Mammalia",359,"Mount McKinley National Park, El Dorado Creek, near Kantishna, Alaska, United States, NORTH_AMERICA","Mammal",NA,"NORTH_AMERICA",NA,5466,"United States",NA,NA,"8eddc200-f535-4c65-9b4d-f723eafe607e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NATIVE","1981-12-01T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"United States",812664863,"Martes","Martes",2433765,"WGS84",NA,"Yumiko Uchiro (UAM)","4/15/2002",NA,NA,"All Topo Maps Alaska","requires verification",NA,"Mammalia | Carnivora | Mustelidae | Martes","| USA | Alaska |  |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:PSM:Mammal:Mammal-28216",NA,NA,NA,"PSM","urn:lsid:biocol.org:col:34825",NA,NA,"US",812664863,"Animalia",1,"en","2016-05-26T20:48:58.997+0000","2016-08-04T09:30:19.063+0000","2016-05-26T20:48:59.007+0000",63.5083925803416,NA,NA,NA,NA,NA,NA,NA,"Mount McKinley National Park, El Dorado Creek, near Kantishna",NA,NA,NA,-151.013446475403,NA,"2016-05-26T00:00:00.000+0000",12,NA,"ICZN","urn:catalog:PSM:Mammal:Mammal-28216",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","f56c5f80-055c-11d8-b84e-b8a03c50a862","J. J. Burns/Alaska Dept of Fish & Game",NA,"http://portal.vertnet.org/o/psm/mammal?id=mammal-28216",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,NA,NA,"Martes americana (Turton, 1806)",NA,"MALE",NA,"Martes americana",5218864,"americana",NA,NA,5218864,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,"USA | Alaska | Mount McKinley National Park, El Dorado Creek, near Kantishna",NA,NA,NA,1981,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",729.978617173,1119.0799605,TRUE
"5550",5564,"http://www.vertnet.org/resources/norms.html","Alaska",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"15734","Mammalia",359,"Norutak Lake, Alaska, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34889","NORTH_AMERICA",NA,1041,"United States",NA,NA,"377be098-626f-4cc2-b4b5-35700050669a",NA,"2000-09-12T00:00:00.000+0000",31,NA,NA,NA,"sex: male; unformatted measurements: TaL=19.6 cm.;",NA,NA,NA,NA,NA,NA,NA,31,NA,"1979-01-31T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"United States",897020622,"Martes","Martes",2433765,"WGS84",NA,"unknown","2000-09-09 00:00:00.0","not recorded",NA,"unknown","unverified",NA,"Animalia Chordata Mammalia Carnivora Mustelidae  (Turton, 1806)","North America, United States, Alaska, Hughes Quad",NA,NA,NA,NA,"A",NA,NA,"legacy","unknown, Gordon H. Jarrell, Yoram Yom-Tov, Shlomith Yom-Tov","http://arctos.database.museum/guid/UAM:Mamm:15734?seid=991136",1,NA,NA,"UAM","urn:lsid:biocol.org:col:34847",NA,NA,"US",897020622,"Animalia",1,"en","2016-08-09T08:05:53.435+0000","2016-08-09T08:06:32.652+0000","2016-08-09T08:05:53.865+0000",66.8,NA,NA,NA,NA,NA,NA,NA,"Norutak Lake","unknown",NA,NA,-154.3,NA,NA,1,NA,"ICZN","http://arctos.database.museum/guid/UAM:Mamm:15734?seid=991136","For other measurements look at data file under Koenen.",NA,"Carnivora",732,"http://arctos.database.museum/guid/UAM:Mamm:15734","original identifier=27",NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","US","d9699a79-4736-45c2-925c-f4033ac67d52","Collector(s): Patrick Valkenburg; Preparator(s): Kiana Koenen",NA,"http://arctos.database.museum/guid/UAM:Mamm:15734",NA,NA,NA,NA,NA,NA,"Martes americana (Turton, 1806)",NA,"MALE",NA,"Martes americana",5218864,"americana",NA,NA,5218864,"SPECIES",NA,"PhysicalObject",NA,NA,"deg. min. sec.",NA,"31 Jan 1979","Norutak Lake",NA,NA,NA,1979,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",729.978617173,1119.0799605,TRUE
