"","accessRights","adm1","adm2","associatedSequences","basisOfRecord","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","rights","rightsHolder","scientificName","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"2123",NA,"Queensland",NA,NA,"PRESERVED_SPECIMEN",NA,"M.45989.001","Mammalia",359,"Queensland, Australia","Mammalogy",NA,NA,1e-05,100,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-10-16T00:00:00.000+0000","urn:australianmuseum.net.au:Events:1180054",NA,NA,"Macropodidae",9372,NA,NA,"Australia","1101228266","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b3b2791d-f201-449b-9bef-497fc06e4b9e",NA,NA,NA,"AM",NA,NA,NA,"AU",1101228266,"Animalia",1,NA,"2016-08-19T08:07:05.838+0000","2016-08-04T14:22:51.089+0000","2015-07-17T07:04:49.669+0000",-23.52638,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, Queensland, Landsborough Highway, 65.3 km E of Longreach (23° 31' 35"" S, 144° 58' 46"" E) 16/10/2013 - 16/10/2013, Sadlier, Dr Ross Allen - Australian Museum - Herpetology(Collector), Beatson, Ms Cecilie A - Australian Museum - Herpetology(Colle"";",144.97943,NA,NA,10,NA,"b3b2791d-f201-449b-9bef-497fc06e4b9e",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Sadlier, Dr Ross Allen - Australian Museum - Herpetology",NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Common Wallaroo",NA,2013,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"2124",NA,"Queensland",NA,NA,"PRESERVED_SPECIMEN",NA,"M.45993.001","Mammalia",359,"Queensland, Australia","Mammalogy",NA,NA,1e-05,100,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-10-16T00:00:00.000+0000","urn:australianmuseum.net.au:Events:1180068",NA,NA,"Macropodidae",9372,NA,NA,"Australia","1101228276","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d4cfca8d-655c-47bc-88eb-e81e3a4990b0",NA,NA,NA,"AM",NA,NA,NA,"AU",1101228276,"Animalia",1,NA,"2016-08-19T08:07:05.848+0000","2016-08-04T14:22:51.391+0000","2015-07-17T07:04:49.700+0000",-23.55061,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, Queensland, Landsborough Highway, 3.4 km W of Barcaldine (23° 33' 02"" S, 145° 15' 34"" E) 16/10/2013 - 16/10/2013, Sadlier, Dr Ross Allen - Australian Museum - Herpetology(Collector), Beatson, Ms Cecilie A - Australian Museum - Herpetology(Colle"";",145.25933,NA,NA,10,NA,"d4cfca8d-655c-47bc-88eb-e81e3a4990b0",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Sadlier, Dr Ross Allen - Australian Museum - Herpetology",NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Common Wallaroo",NA,2013,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"2872",NA,"Western Australia",NA,NA,"PRESERVED_SPECIMEN",NA,"M.45694.001","Mammalia",359,"Western Australia, Australia","Mammalogy",NA,NA,1e-05,1000,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012-03-21T00:00:00.000+0000","urn:australianmuseum.net.au:Events:1176167",NA,NA,"Macropodidae",9372,NA,NA,"Australia","1101227697","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02df1bcc-0d81-4899-9ac0-9b09d0b2b47a",NA,NA,"erubescens","AM",NA,NA,NA,"AU",1101227697,"Animalia",1,NA,"2016-08-19T08:07:05.760+0000","2016-08-04T14:22:59.698+0000","2015-07-17T07:04:46.758+0000",-27.9211,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, Western Australia, Agnew Road (27° 55' 16"" S, 120° 42' 32"" E) 21/03/2012 - 21/03/2012, Sadlier, Dr Ross Allen - Australian Museum - Herpetology(Collector and presenter), Beatson, Ms Cecilie A - Australian Museum - Herpetology(Collector and pres"";",120.70888,NA,NA,3,NA,"02df1bcc-0d81-4899-9ac0-9b09d0b2b47a",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Sadlier, Dr Ross Allen - Australian Museum - Herpetology",NA,NA,NA,NA,"Macropus robustus subsp. erubescens Sclater, 1870",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219973,"SUBSPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Common Wallaroo",NA,2012,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"5443",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M25556","Mammalia",359,"Australia","Mammalogy",NA,NA,1e-05,NA,"Australia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011-10-14T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","691344981","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stemmer, David - South Australian Museum",NA,NA,NA,NA,"SAMA",NA,NA,NA,"AU",691344981,"Animalia",1,NA,"2013-09-07T07:16:41.000+0000","2016-08-04T15:41:42.020+0000",NA,-30.20027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.59805,NA,NA,10,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Stemmer D., Kerr G., Jury S.",NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"5526",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"OPM400042-1","Mammalia",359,"Bimbowrie (CP), Australia","OP",NA,NA,NA,NA,"Australia",NA,"40c0f670-ee87-4576-be9d-2725e0b47035",NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-10-19T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","501529516","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA Fauna",NA,NA,NA,"AU",501529516,"Animalia",1,NA,"2013-09-07T07:24:04.000+0000","2016-08-03T15:43:56.050+0000",NA,-31.97219,NA,NA,NA,NA,NA,NA,"Bimbowrie (CP)",NA,NA,NA,140.23232,NA,NA,10,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","526a57bd-769c-4cc9-94ae-1eb9bdfa5d6c","LLOYD K.M. Kate",NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"5537",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"OPM399935-1","Mammalia",359,"Bimbowrie (CP), Australia","OP",NA,NA,NA,NA,"Australia",NA,"40c0f670-ee87-4576-be9d-2725e0b47035",NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-10-14T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","501529504","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA Fauna",NA,NA,NA,"AU",501529504,"Animalia",1,NA,"2013-09-07T07:24:04.000+0000","2016-08-03T15:43:55.803+0000",NA,-32.04923,NA,NA,NA,NA,NA,NA,"Bimbowrie (CP)",NA,NA,NA,140.07136,NA,NA,10,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","526a57bd-769c-4cc9-94ae-1eb9bdfa5d6c","ARMSTRONG D.M. David",NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"5554",NA,"Sa",NA,NA,"PRESERVED_SPECIMEN",NA,"M24385","Mammalia",359,"Leigh Creek, Sa, Australia","Mammalogy",NA,NA,1e-05,NA,"Australia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-03-28T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","500882134","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stemmer",NA,NA,NA,NA,"SAMA",NA,NA,NA,"AU",500882134,"Animalia",1,NA,"2013-09-07T07:22:26.000+0000","2016-08-04T15:41:08.219+0000",NA,-30.74471,NA,NA,NA,NA,NA,NA,"Leigh Creek",NA,NA,NA,138.9211,NA,NA,3,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Armstrong D.",NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"5567",NA,"Sa",NA,NA,"PRESERVED_SPECIMEN",NA,"M24386","Mammalia",359,"Leigh Creek, Sa, Australia","Mammalogy",NA,NA,1e-05,NA,"Australia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-03-24T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","500882135","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stemmer",NA,NA,NA,NA,"SAMA",NA,NA,NA,"AU",500882135,"Animalia",1,NA,"2013-09-07T07:22:26.000+0000","2016-08-04T15:41:08.046+0000",NA,-30.68666,NA,NA,NA,NA,NA,NA,"Leigh Creek",NA,NA,NA,139.06638,NA,NA,3,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Armstrong D.",NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"5640",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"SUM32134-295690","Mammalia",359,"East side 40 m up rise on fault line. Jasper Twins, dolomite., Australia","SU",NA,NA,NA,NA,"Australia",NA,"40c0f670-ee87-4576-be9d-2725e0b47035",NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-09-22T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","501884061","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA Fauna",NA,NA,NA,"AU",501884061,"Animalia",1,NA,"2013-09-07T07:24:55.000+0000","2016-08-03T15:43:11.481+0000",NA,-30.3199,NA,NA,NA,NA,NA,NA,"East side 40 m up rise on fault line. Jasper Twins, dolomite.",NA,NA,NA,139.38255,NA,NA,9,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","526a57bd-769c-4cc9-94ae-1eb9bdfa5d6c","JANSEN L. Lorraine;SWANN B. Brian",NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"6234",NA,"New South Wales","not applicable",NA,"PRESERVED_SPECIMEN",NA,"M29986","Mammalia",359,"Mt Victoria, Blue Mountains, New South Wales, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",1e-04,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-03-07T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","332041163","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b27fb03f-5682-474c-8c0e-17438572e3fb",NA,NA,NA,"ANWC",NA,NA,NA,"AU",332041163,"Animalia",1,NA,"2016-08-19T07:26:26.224+0000","2016-08-03T11:46:29.841+0000","2015-04-30T07:14:43.608+0000",-33.5836,NA,NA,NA,NA,NA,NA,"Mt Victoria, Blue Mountains",NA,NA,NA,150.2569,NA,NA,3,NA,"b27fb03f-5682-474c-8c0e-17438572e3fb",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Euro",NA,2007,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"6695",NA,"New South Wales",NA,NA,"PRESERVED_SPECIMEN",NA,"M.45688.001","Mammalia",359,"New South Wales, Australia","Mammalogy",NA,NA,1e-05,100,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-12-01T00:00:00.000+0000","urn:australianmuseum.net.au:Events:1175876",NA,NA,"Macropodidae",9372,NA,NA,"Australia","1101227676","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b1c9e3b2-1cb0-48fc-8e97-d6300865ce39",NA,NA,NA,"AM",NA,NA,NA,"AU",1101227676,"Animalia",1,NA,"2016-08-19T08:07:05.752+0000","2016-08-04T14:23:26.209+0000","2015-07-17T07:04:46.713+0000",-32.04638,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, New South Wales, 27km W of Broken Hill, Barrier Highway (32° 02' 47"" S, 141° 11' 15"" E) /12/2007 - /12/2007, Sadlier, Dr Ross Allen - Australian Museum - Herpetology(Collector and presenter), Beatson, Ms Cecilie A - Australian Museum - Herpetol"";",141.18735,NA,NA,12,NA,"b1c9e3b2-1cb0-48fc-8e97-d6300865ce39",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Sadlier, Dr Ross Allen - Australian Museum - Herpetology",NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Common Wallaroo",NA,2007,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"8429",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"OPM187572-1403991","Mammalia",359,"Australia","OP",NA,NA,NA,NA,"Australia",NA,"40c0f670-ee87-4576-be9d-2725e0b47035",NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005-09-28T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","501471655","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA Fauna",NA,NA,NA,"AU",501471655,"Animalia",1,NA,"2013-09-07T07:23:56.000+0000","2016-08-03T15:44:06.134+0000",NA,-27.53803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.96182,NA,NA,9,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","526a57bd-769c-4cc9-94ae-1eb9bdfa5d6c","CARPENTER G.A. Graham;LANGDON P.A. Peter",NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"8536",NA,"Sa",NA,NA,"PRESERVED_SPECIMEN",NA,"M23594","Mammalia",359,"Moonabie Homestead, Sa, Australia","Mammalogy",NA,NA,1e-05,NA,"Australia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005-12-01T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","500879513","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stemmer",NA,NA,NA,NA,"SAMA",NA,NA,NA,"AU",500879513,"Animalia",1,NA,"2013-09-07T07:22:26.000+0000","2016-08-04T15:41:08.396+0000",NA,-33.37554,NA,NA,NA,NA,NA,NA,"Moonabie Homestead",NA,NA,NA,137.19138,NA,NA,12,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Kemper C.",NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"8627",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M22615","Mammalia",359,"Bundaleer Gardens, Saudi Arabia","Mammalogy",NA,NA,1e-05,NA,"Saudi Arabia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004-02-21T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Saudi Arabia","500876171","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stemmer&Kemper",NA,NA,NA,NA,"SAMA",NA,NA,NA,"SA",500876171,"Animalia",1,NA,"2013-09-07T07:22:25.000+0000","2016-08-04T15:41:09.165+0000",NA,-33.33749,NA,NA,NA,NA,NA,NA,"Bundaleer Gardens",NA,NA,NA,138.55416,NA,NA,2,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Lloyd, Kate",NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"8704",NA,"Sa",NA,NA,"PRESERVED_SPECIMEN",NA,"M24015","Mammalia",359,"Coppertop Hill, Sa, Australia","Mammalogy",NA,NA,0.001,NA,"Australia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004-04-18T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","500880938","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stemmer",NA,NA,NA,NA,"SAMA",NA,NA,NA,"AU",500880938,"Animalia",1,NA,"2013-09-07T07:22:26.000+0000","2016-08-04T15:41:08.307+0000",NA,-28.12499,NA,NA,NA,NA,NA,NA,"Coppertop Hill",NA,NA,NA,135.966,NA,NA,4,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Ehmann H.",NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
