"","accessRights","adm1","adm2","associatedSequences","basisOfRecord","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","rights","rightsHolder","scientificName","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"19981",NA,"Northern Territory","not applicable",NA,"PRESERVED_SPECIMEN",NA,"M07287","Mammalia",359,"KOLONDJORLUK, DEAF ADDER CREEK, ARNHEM LAND ESCARPMENT, Northern Territory, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.01667,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1972-07-07T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","332040845","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6a640625-a30f-461a-b268-4c901d64d429",NA,NA,NA,"ANWC",NA,NA,NA,"AU",332040845,"Animalia",1,NA,"2016-08-19T07:26:19.584+0000","2016-08-03T11:46:16.767+0000","2015-04-30T07:14:31.009+0000",-13.1,NA,NA,NA,NA,NA,NA,"KOLONDJORLUK, DEAF ADDER CREEK, ARNHEM LAND ESCARPMENT",NA,NA,"5 KM NNE OF KOLONDJORLUK",132.95,NA,NA,7,NA,"6a640625-a30f-461a-b268-4c901d64d429",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Euro",NA,1972,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"19982",NA,"New South Wales",NA,NA,"PRESERVED_SPECIMEN",NA,"M.45721.001","Mammalia",359,"New South Wales, Australia","Mammalogy",NA,NA,1e-05,NA,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1972-08-23T00:00:00.000+0000","urn:australianmuseum.net.au:Events:1176654",NA,NA,"Macropodidae",9372,NA,NA,"Australia","1101227672","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a8fe89df-cd3f-4c2c-b225-327c4955f7b0",NA,NA,NA,"AM",NA,NA,NA,"AU",1101227672,"Animalia",1,NA,"2016-08-19T08:07:05.759+0000","2016-08-04T14:23:16.226+0000","2015-07-17T07:04:46.706+0000",-30.67443,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, New South Wales, Dangars Falls, SE of Armidale (30° 40' 28"" S, 151° 43' 30"" E) 23/08/1972 - 23/08/1972, Parnaby, Shirley(Collector), Parnaby, Dr Harry E - Australian Museum(Presenter), Picked up, Accession"";",151.72499,NA,NA,8,NA,"a8fe89df-cd3f-4c2c-b225-327c4955f7b0",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Parnaby, Shirley",NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Common Wallaroo",NA,1972,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"19984",NA,"Queensland",NA,NA,"PRESERVED_SPECIMEN",NA,"J22894","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,NA,NA,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1972-12-09T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1066615837","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"be7815e4-010e-4473-9372-aed3fae96936",NA,NA,NA,"QM",NA,NA,NA,"AU",1066615837,"Animalia",1,NA,"2015-10-19T05:51:13.848+0000","2016-08-04T10:56:07.307+0000","2015-04-30T09:48:31.198+0000",-16.5,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,145,NA,NA,12,NA,"be7815e4-010e-4473-9372-aed3fae96936",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Common wallaroo",NA,1972,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"19994",NA,"Queensland",NA,NA,"PRESERVED_SPECIMEN",NA,"J22283","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,NA,NA,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1971-08-01T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1066615732","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9e6d3bcc-e6fc-4003-b88e-1e5de833bbb4",NA,NA,NA,"QM",NA,NA,NA,"AU",1066615732,"Animalia",1,NA,"2015-10-19T05:51:13.797+0000","2016-08-04T10:56:28.966+0000","2015-04-30T09:48:31.131+0000",-22.08333,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,139.75,NA,NA,8,NA,"9e6d3bcc-e6fc-4003-b88e-1e5de833bbb4",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Common wallaroo",NA,1971,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"19995",NA,"Queensland",NA,NA,"PRESERVED_SPECIMEN",NA,"J22284","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,NA,NA,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1971-08-01T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1066615678","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6d3acfa5-d0fd-4490-be13-8e52180a8279",NA,NA,NA,"QM",NA,NA,NA,"AU",1066615678,"Animalia",1,NA,"2015-10-19T05:51:13.797+0000","2016-08-04T10:56:30.029+0000","2015-04-30T09:48:31.094+0000",-22.63333,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,140.5,NA,NA,8,NA,"6d3acfa5-d0fd-4490-be13-8e52180a8279",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Common wallaroo",NA,1971,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"20009",NA,"Nt",NA,NA,"PRESERVED_SPECIMEN",NA,"U2562","Mammalia",359,"Tanami Range, Tanami Desert, Nt, Australia","Mammal",NA,NA,NA,NA,"Australia",NA,"793c3890-6c8a-11de-8226-b8a03c50a862",NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1970-05-25T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1085843789","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51bd3121-abe3-41e2-8f3c-b0cc82b86938",NA,NA,NA,"MAGNT",NA,NA,NA,"AU",1085843789,"Animalia",1,NA,"2016-08-19T07:37:39.491+0000","2016-08-04T02:31:09.608+0000","2015-05-13T22:31:13.529+0000",-19.96667,NA,NA,NA,NA,NA,NA,"Tanami Range, Tanami Desert",NA,NA,NA,129.66667,NA,NA,5,NA,"51bd3121-abe3-41e2-8f3c-b0cc82b86938",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","8cdd9232-84eb-4bad-9d9b-a36910cd524b",NA,NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"20021",NA,"Queensland","not applicable",NA,"PRESERVED_SPECIMEN",NA,"M03754","Mammalia",359,"MT PLUTO TIMBER RESERVE, TAMBO, Queensland, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.08333,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1970-10-15T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","332040069","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a1f97381-db29-46c6-820f-acf4363d7544",NA,NA,NA,"ANWC",NA,NA,NA,"AU",332040069,"Animalia",1,NA,"2016-08-19T07:26:18.774+0000","2016-08-03T11:46:23.539+0000","2015-04-30T07:14:28.978+0000",-25,NA,NA,NA,NA,NA,NA,"MT PLUTO TIMBER RESERVE, TAMBO",NA,NA,"NORTH FACE",147.0833,NA,NA,10,NA,"a1f97381-db29-46c6-820f-acf4363d7544",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Euro",NA,1970,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"20028",NA,"Queensland",NA,NA,"PRESERVED_SPECIMEN",NA,"J16891","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,NA,NA,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1969-01-01T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1066613820","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c43d2ea9-3dcc-4e79-8db4-309e1d54a95e",NA,NA,NA,"QM",NA,NA,NA,"AU",1066613820,"Animalia",1,NA,"2015-10-19T05:51:13.510+0000","2016-08-04T10:56:28.744+0000","2015-04-30T09:48:29.626+0000",-21.96667,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,148.53333,NA,NA,1,NA,"c43d2ea9-3dcc-4e79-8db4-309e1d54a95e",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Common wallaroo",NA,1969,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"20029",NA,"Nt",NA,NA,"PRESERVED_SPECIMEN",NA,"U2560","Mammalia",359,"Petermann Ranges, Nt, Australia","Mammal",NA,NA,NA,NA,"Australia",NA,"793c3890-6c8a-11de-8226-b8a03c50a862",NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1969-01-26T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1085843803","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"f89877f7-3e57-49c5-a886-b3d56ba41fdd",NA,NA,NA,"MAGNT",NA,NA,NA,"AU",1085843803,"Animalia",1,NA,"2016-08-19T07:37:39.499+0000","2016-08-04T02:31:12.613+0000","2015-05-13T22:31:13.543+0000",-25,NA,NA,NA,NA,NA,NA,"Petermann Ranges",NA,NA,NA,129.16667,NA,NA,1,NA,"f89877f7-3e57-49c5-a886-b3d56ba41fdd",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","8cdd9232-84eb-4bad-9d9b-a36910cd524b",NA,NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1969,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"20046",NA,"Victoria",NA,NA,"PRESERVED_SPECIMEN",NA,"C 23038","Mammalia",359,"Beside Bonang-Gelantipy Road,junction of Gulf Creek, Victoria, Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"39905320-6c8a-11de-8226-b8a03c50a862",NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1969-08-28T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","479680794","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NMV",NA,NA,NA,"AU",479680794,"Animalia",1,NA,"2013-09-07T07:20:01.000+0000","2016-08-03T15:24:06.810+0000",NA,-37.07,NA,NA,NA,NA,NA,NA,"Beside Bonang-Gelantipy Road,junction of Gulf Creek",NA,NA,NA,148.5,NA,NA,8,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4cff2aca-5ce5-4028-88e6-d79b6449173a",NA,NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1969,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"20052",NA,"Queensland","not applicable",NA,"PRESERVED_SPECIMEN",NA,"M13220","Mammalia",359,"MT STUART, NEAR TOWNSVILLE, Queensland, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.01667,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1969-08-20T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","332041127","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d92558bd-7280-4b99-b97d-58add2a933aa",NA,NA,NA,"ANWC",NA,NA,NA,"AU",332041127,"Animalia",1,NA,"2016-08-19T07:26:21.048+0000","2016-08-03T11:46:20.929+0000","2015-04-30T07:14:34.211+0000",-19.35,NA,NA,NA,NA,NA,NA,"MT STUART, NEAR TOWNSVILLE",NA,NA,NA,146.7833,NA,NA,8,NA,"d92558bd-7280-4b99-b97d-58add2a933aa",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Euro",NA,1969,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"20054",NA,"Queensland",NA,NA,"PRESERVED_SPECIMEN",NA,"M.9372","Mammalia",359,"Queensland, Australia","Mammalogy",NA,NA,0.001,NA,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1969-08-20T00:00:00.000+0000","urn:australianmuseum.net.au:Events:4007287",NA,NA,"Macropodidae",9372,NA,NA,"Australia","1101235631","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d2e4c26e-a264-47ca-81cb-5cb82175800a",NA,NA,NA,"AM",NA,NA,NA,"AU",1101235631,"Animalia",1,NA,"2016-08-19T08:07:07.423+0000","2016-08-04T14:22:40.025+0000","2015-07-17T07:05:29.539+0000",-20.183,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, Queensland, MT STEWART TOWNSVILLE (20° 11' S, 145° 28' E) 20/08/1969 - 20/08/1969, Field Collected - Terrestrial"";",145.466,NA,NA,8,NA,"d2e4c26e-a264-47ca-81cb-5cb82175800a",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","RICHARDSON, B",NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Common Wallaroo",NA,1969,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"20055",NA,"Queensland","not applicable",NA,"PRESERVED_SPECIMEN",NA,"M13219","Mammalia",359,"HERVEY RANGE, NEAR TOWNSVILLE, Queensland, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.01667,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1969-08-15T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","332041126","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"e4b9f973-d5e5-46f1-933d-6bd9bccaf58e",NA,NA,NA,"ANWC",NA,NA,NA,"AU",332041126,"Animalia",1,NA,"2016-08-19T07:26:21.044+0000","2016-08-03T11:46:21.063+0000","2015-04-30T07:14:34.230+0000",-19.75,NA,NA,NA,NA,NA,NA,"HERVEY RANGE, NEAR TOWNSVILLE",NA,NA,NA,146.6,NA,NA,8,NA,"e4b9f973-d5e5-46f1-933d-6bd9bccaf58e",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Euro",NA,1969,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"20060",NA,"New South Wales","not applicable",NA,"PRESERVED_SPECIMEN",NA,"M10216","Mammalia",359,"PARADISE STATION, INVERELL, New South Wales, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.01667,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1969-09-23T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","332040899","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8fc8c4dd-a60f-4862-8b90-e2d48d3ae02c",NA,NA,NA,"ANWC",NA,NA,NA,"AU",332040899,"Animalia",1,NA,"2016-08-19T07:26:20.310+0000","2016-08-03T11:46:26.549+0000","2015-04-30T07:14:32.655+0000",-29.8667,NA,NA,NA,NA,NA,NA,"PARADISE STATION, INVERELL",NA,NA,NA,151.4833,NA,NA,9,NA,"8fc8c4dd-a60f-4862-8b90-e2d48d3ae02c",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Euro",NA,1969,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"20073",NA,"New South Wales",NA,NA,"PRESERVED_SPECIMEN",NA,"C9605","Mammalia",359,"Coolatai, New South Wales, Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"39905320-6c8a-11de-8226-b8a03c50a862",NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1968-05-28T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1272800544","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d2b4a1c2-2f31-432a-a5eb-fa5f839ddd19",1,NA,NA,"NMV",NA,NA,NA,"AU",1272800544,"Animalia",1,NA,"2016-08-19T07:34:18.341+0000","2016-08-03T15:24:59.185+0000","2016-06-21T15:10:18.121+0000",-29.25,NA,NA,NA,NA,NA,NA,"Coolatai",NA,NA,NA,150.75,NA,NA,5,NA,"d2b4a1c2-2f31-432a-a5eb-fa5f839ddd19",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4cff2aca-5ce5-4028-88e6-d79b6449173a","B J. Richardson",NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Common Wallaroo",NA,1968,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
