"","X","accessRights","adm1","adm2","associatedOccurrences","associatedReferences","associatedSequences","associatedTaxa","basisOfRecord","bed","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","footprintWKT","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestAgeOrHighestStage","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","source","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source.1","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"3134",3144,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Coahuila",NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"45035","Mammalia",359,"RIO GRANDE; 17 MI S OF DRYDEN, TERRELL CO, TEXAS, Coahuila, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1952-03-19T00:00:00.000+0000",NA,NA,"Canidae",9701,NA,NA,NA,NA,"Mexico",686374326,"Urocyon","Urocyon",2434558,"WGS84",NA,"N Slade","2008-11-06",NA,NA,"Google Earth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91f9d947-1ed8-11e3-bfac-90b11c41863e",NA,NA,"scottii","KU","http://grbio.org/cool/iakn-125z",NA,NA,"MX",686374326,"Animalia",1,"en","2016-03-28T15:43:08.134+0000","2016-08-03T12:33:03.831+0000","2015-06-05T22:01:48.961+0000",29.7901863885999,NA,NA,NA,NA,NA,NA,NA,"RIO GRANDE; 17 MI S OF DRYDEN, TERRELL CO, TEXAS",NA,NA,NA,-102.110220173528,NA,NA,3,NA,NA,"91f9d947-1ed8-11e3-bfac-90b11c41863e","skull in PSB W8:BU",NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SS",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","BAKER R H",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Urocyon cinereoargenteus subsp. scottii Mearns, 1891",NA,NA,NA,"Urocyon cinereoargenteus",2434566,"cinereoargenteus",NA,NA,6164340,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1952,"2016-08-10",22780,"Urocyon cinereoargenteus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","LC",606.630718601,884.541305845,TRUE
"3137",3147,"http://www.vertnet.org/resources/norms.html","California","Madera County",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"115606","Mammalia",359,"Bass Lake, California, Madera County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,4828.03,"United States",NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-27T00:00:00.000+0000",6,NA,NA,NA,"sex=male",NA,NA,NA,NA,NA,NA,NA,66,NA,"1952-03-06T00:00:00.000+0000",NA,NA,"Canidae",9701,NA,NA,NA,NA,"United States",1145682737,"Urocyon","Urocyon",2434558,"WGS84",NA,"Matt Krebs","1999-08-20 00:00:00.0","not recorded",NA,"TopoScout 2.04 USGS 1:100000","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Canidae;","North America, United States, California, Madera County",NA,NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:115606?seid=1001213",1,NA,"townsendi","MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"US",1145682737,"Animalia",1,"en","2016-08-09T09:37:46.940+0000","2016-08-09T09:38:04.685+0000","2016-08-09T09:37:46.957+0000",37.3135640863242,NA,NA,NA,NA,NA,NA,NA,"Bass Lake","Matt Krebs",NA,NA,-119.571326699797,NA,NA,3,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:115606?seid=1001213",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/MVZ:Mamm:115606","collector number=944",NA,NA,"Chordata",44,"skull","<i>Urocyon cinereoargenteus townsendi</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): Henry E. Childs Jr.","944","http://arctos.database.museum/guid/MVZ:Mamm:115606",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Urocyon cinereoargenteus subsp. townsendi Merriam, 1899",NA,"MALE",NA,"Urocyon cinereoargenteus",2434566,"cinereoargenteus",NA,NA,6164345,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"6 Mar 1952","Bass Lake",NA,NA,NA,1952,"2016-08-10",22780,"Urocyon cinereoargenteus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","LC",606.630718601,884.541305845,TRUE
"3138",3148,"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj","Arizona","Gila County",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"Urocyon cinereoargenteus scotti (YPM MAM 002626)","YPM MAM 002626","Mammalia",359,"6 miles sw of Roosevelt, Arizona, Gila County, United States, NORTH_AMERICA","VZ",NA,"NORTH_AMERICA",NA,NA,"United States",NA,"854f602e-f762-11e1-a439-00145eb45e9a",NA,NA,12,NA,NA,NA,"{ ""solr_long_lat"": ""-111.1917,33.6250"" }",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1952-03-12T00:00:00.000+0000",NA,NA,"Canidae",9701,NA,"386",NA,NA,"United States",1039517591,"Urocyon","Urocyon",2434558,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,"Animalia; Chordata; Vertebrata; Amniota; Mammalia; Theriiformes-----Theria-Placentalia-Epitheria; Preptotheria-Ferae; Carnivora; Caniformia; Cynoidea; Canidae; Caninae","North America; USA; Arizona; Gila County; Roosevelt",NA,NA,NA,NA,NA,NA,NA,NA,"urn:uuid:2ccc532a-db22-4301-ad34-e08a9d5e2a27",1,NA,"scottii","YPM",NA,NA,NA,"US",1039517591,"Animalia",1,"eng","2016-08-09T20:30:47.685+0000","2016-08-04T07:52:42.109+0000","2016-06-28T20:16:04.133+0000",33.625,NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,"6 miles sw of Roosevelt",NA,NA,NA,-111.1917,NA,NA,3,"Roosevelt","ICZN","urn:uuid:2ccc532a-db22-4301-ad34-e08a9d5e2a27","number 2626; lot count 1",NA,"Carnivora",732,NA,NA,"YPM",NA,"Chordata",44,"skin, tanned; skeleton (skull only)","Urocyon cinereoargenteus scotti","DWC_ARCHIVE","US","2e167bb0-4441-11db-9ba2-b8a03c50a862",NA,NA,"http://collections.peabody.yale.edu/search/Record/YPM-MAM-002626",NA,NA,"Yale Peabody Museum of Natural History",NA,"Urocyon cinereoargenteus subsp. scottii Mearns, 1891",NA,"MALE",NA,"Urocyon cinereoargenteus",2434566,"cinereoargenteus",NA,NA,6164340,"SUBSPECIES","Animals and Plants: Vertebrates - Mammals","PhysicalObject",NA,NA,NA,NA,NA,NA,NA,"Gray Fox; gray foxes; coyotes; dog-like carnivores; carnivores; mammals; vertebrates; chordates; animals",NA,1952,"2016-08-10",22780,"Urocyon cinereoargenteus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","LC",606.630718601,884.541305845,TRUE
"3139",3149,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Coahuila",NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"45040","Mammalia",359,"SAN GERONIMO, 33 MI N, 1 MI E OF; FORTIN, Coahuila, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1952-03-30T00:00:00.000+0000",NA,NA,"Canidae",9701,NA,NA,NA,NA,"Mexico",686374331,"Urocyon","Urocyon",2434558,"WGS84",NA,"N Slade","2008-11-06",NA,NA,"Google Earth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91f9e78f-1ed8-11e3-bfac-90b11c41863e",NA,NA,"scottii","KU","http://grbio.org/cool/iakn-125z",NA,NA,"MX",686374331,"Animalia",1,"en","2016-03-28T15:43:08.157+0000","2016-08-03T12:33:03.481+0000","2015-06-05T22:01:48.941+0000",28.9702180554226,NA,NA,NA,NA,NA,NA,NA,"SAN GERONIMO, 33 MI N, 1 MI E OF; FORTIN",NA,NA,NA,-101.180192838845,NA,NA,3,NA,NA,"91f9e78f-1ed8-11e3-bfac-90b11c41863e","skull in PSB W8:BU",NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SS",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","BAKER R H",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Urocyon cinereoargenteus subsp. scottii Mearns, 1891",NA,NA,NA,"Urocyon cinereoargenteus",2434566,"cinereoargenteus",NA,NA,6164340,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1952,"2016-08-10",22780,"Urocyon cinereoargenteus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","LC",606.630718601,884.541305845,TRUE
"3141",3151,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Coahuila",NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"45042","Mammalia",359,"SANTA TERESA, 8 MI N, 2 MI W OF, Coahuila, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1952-04-05T00:00:00.000+0000",NA,NA,"Canidae",9701,NA,NA,NA,NA,"Mexico",686374333,"Urocyon","Urocyon",2434558,"WGS84",NA,"N Slade","2008-11-06",NA,NA,"Google Earth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91f9ebda-1ed8-11e3-bfac-90b11c41863e",NA,NA,"scottii","KU","http://grbio.org/cool/iakn-125z",NA,NA,"MX",686374333,"Animalia",1,"en","2016-03-28T15:43:08.158+0000","2016-08-03T12:33:02.825+0000","2015-06-05T22:01:48.942+0000",26.5603051294067,NA,NA,NA,NA,NA,NA,NA,"SANTA TERESA, 8 MI N, 2 MI W OF",NA,NA,NA,-101.410186756264,NA,NA,4,NA,NA,"91f9ebda-1ed8-11e3-bfac-90b11c41863e","skull in PSB W8:BU",NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SS",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","NEWTON G M",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Urocyon cinereoargenteus subsp. scottii Mearns, 1891",NA,NA,NA,"Urocyon cinereoargenteus",2434566,"cinereoargenteus",NA,NA,6164340,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1952,"2016-08-10",22780,"Urocyon cinereoargenteus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","LC",606.630718601,884.541305845,TRUE
"3155",3165,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Texas","HILL CO",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"51734","Mammalia",359,"BLUM, 4 MI N OF, Texas, HILL CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"United States",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1952-10-24T00:00:00.000+0000",NA,NA,"Canidae",9701,NA,NA,NA,NA,"United States",686380975,"Urocyon","Urocyon",2434558,"WGS84",NA,"Sean P. Maher","2008-01-05",NA,NA,"Topozone.com",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922f4cc3-1ed8-11e3-bfac-90b11c41863e",NA,NA,"floridanus","KU","http://grbio.org/cool/iakn-125z",NA,NA,"US",686380975,"Animalia",1,"en","2016-03-28T15:43:10.640+0000","2016-08-03T12:33:04.809+0000","2015-06-05T22:01:51.560+0000",32.1999999991488,NA,NA,NA,NA,NA,NA,NA,"BLUM, 4 MI N OF",NA,NA,NA,-97.39,NA,NA,10,NA,NA,"922f4cc3-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SS",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","HEINRICH G H",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Urocyon cinereoargenteus subsp. floridanus Rhoads, 1895",NA,NA,NA,"Urocyon cinereoargenteus",2434566,"cinereoargenteus",NA,NA,6164337,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1952,"2016-08-10",22780,"Urocyon cinereoargenteus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","LC",606.630718601,884.541305845,TRUE
"3161",3171,"http://vertnet.org/resources/norms.html","New York","Cattaraugus",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"zm-11114","Mammalia",359,"Carrollton Twp.  10 Mile., New York, Cattaraugus, United States, NORTH_AMERICA","ZM",NA,"NORTH_AMERICA",NA,2522,"United States",NA,"835ff8be-ea5c-45e4-b3f3-126852ac56fe",NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,329,"NATIVE","1952-11-24T00:00:00.000+0000",NA,NA,"Canidae",9701,NA,NA,NA,NA,"United States",866372673,"Urocyon","Urocyon",2434558,"WGS84",NA,NA,NA,"VertNet Georeferencing Guidelines","J. Jerolimo,2004: elevation estimated from map.",NA,"requires verification",NA,"Animalia | Chordata | Mammalia | Carnivora | Canidae | Urocyon","| USA | New York | Cattaraugus |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:NYSM:ZM:zm-11114",1,NA,NA,"NYSM","urn:lsid:biocol.org:col:35009",NA,NA,"US",866372673,"Animalia",1,"en","2016-05-25T17:37:26.716+0000","2016-08-04T04:51:54.520+0000","2016-05-25T17:37:26.791+0000",42.11578,NA,NA,NA,NA,NA,NA,"ADULT","Carrollton Twp.  10 Mile.",NA,NA,NA,-78.59402,NA,"2015-02-16T00:00:00.000+0000",11,NA,"ICZN","urn:catalog:NYSM:ZM:zm-11114",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","US","baa8ccb1-8d9d-4940-93a6-2241c8a04ba5","Vandenem, Ken",NA,"http://portal.vertnet.org/o/nysm/zm?id=zm-11114",NA,"http://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Urocyon cinereoargenteus (Schreber, 1775)",NA,"MALE",NA,"Urocyon cinereoargenteus",2434566,"cinereoargenteus",329,NA,2434566,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"1952-11-24","USA | New York | Cattaraugus | Carrollton Twp.  10 Mile.",NA,NA,NA,1952,"2016-08-10",22780,"Urocyon cinereoargenteus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","LC",606.630718601,884.541305845,TRUE
"3162",3172,"http://www.vertnet.org/resources/norms.html","Arizona","Cochise County",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"160160","Mammalia",359,"Miller Canyon, Broken Arrow Ranch, Huachuca Mts, Arizona, Cochise County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,3055,"United States",NA,"b15d4952-7d20-46f1-8a3e-556a512b04c5",NA,"1952-12-16T00:00:00.000+0000",16,NA,NA,NA,"sex=female",NA,NA,NA,NA,NA,NA,NA,351,NA,"1952-12-16T00:00:00.000+0000",NA,NA,"Canidae",9701,NA,NA,NA,NA,"United States",1145186849,"Urocyon","Urocyon",2434558,"WGS84",NA,"Jason L. Malaney","2010-02-08 00:00:00.0","BioGeoMancer",NA,"Beogeomancer","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Canidae;","North America, United States, Arizona, Cochise County",NA,NA,NA,NA,"A",NA,"legacy","Donald F. Hoffmeister","http://arctos.database.museum/guid/MSB:Mamm:160160?seid=1127269",1,NA,"scottii","MSB","urn:lsid:biocol.org:col:34495",NA,NA,"US",1145186849,"Animalia",1,"en","2016-07-28T04:55:35.488+0000","2016-08-04T12:18:25.814+0000","2016-07-28T04:55:35.521+0000",31.4251,NA,NA,NA,NA,NA,NA,NA,"""Miller Canyon, Broken Arrow Ranch, Huachuca Mts""","Jason L. Malaney",NA,NA,-110.25341,NA,NA,12,NA,"ICZN","http://arctos.database.museum/guid/MSB:Mamm:160160?seid=1127269",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Mamm:160160","UIMNH: University of Illinois Museum of Natural History=4734; collector number=1923",NA,NA,"Chordata",44,"skin; skull","<i>Urocyon cinereoargenteus scottii</i> (accepted ID) identified by Donald F. Hoffmeister on 1952-12-16; method: legacy","DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): Donald F. Hoffmeister","1923","http://arctos.database.museum/guid/MSB:Mamm:160160",NA,"http://arctosdb.org/home/data/",NA,NA,"Urocyon cinereoargenteus subsp. scottii Mearns, 1891",NA,"FEMALE",NA,"Urocyon cinereoargenteus",2434566,"cinereoargenteus",NA,NA,6164340,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"16-December-1952","""Miller Canyon, Broken Arrow Ranch, Huachuca Mts""",NA,NA,NA,1952,"2016-08-10",22780,"Urocyon cinereoargenteus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","LC",606.630718601,884.541305845,TRUE
"3164",3174,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Coahuila",NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"40778","Mammalia",359,"TORREON, 3 MI SE OF, Coahuila, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1951-01-13T00:00:00.000+0000",NA,NA,"Canidae",9701,NA,NA,NA,NA,"Mexico",686370121,"Urocyon","Urocyon",2434558,"WGS84",NA,"Juan Carlos Hern<U+FFFD>ndez Barrios (CONABIO)","2004-03-03",NA,NA,"Instituto Nacional de Estad<U+FFFD>stica Geograf<U+FFFD>a e Inform<U+FFFD>tica (INEGI), (2002) Localidades de la Rep<U+FFFD>blica Mexicana, 2000. Obtenido de Principales Resultados por Localidad. XII Censo de Poblaci<U+FFFD>n y Viviend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91c54b5a-1ed8-11e3-bfac-90b11c41863e",NA,NA,"scottii","KU","http://grbio.org/cool/iakn-125z",NA,NA,"MX",686370121,"Animalia",1,"en","2016-03-28T15:43:06.640+0000","2016-08-03T12:33:02.166+0000","2015-09-16T18:56:22.364+0000",25.5103383651832,NA,NA,NA,NA,NA,NA,NA,"TORREON, 3 MI SE OF",NA,NA,NA,-103.420230283757,NA,NA,1,NA,NA,"91c54b5a-1ed8-11e3-bfac-90b11c41863e","skull in PSB W8:BU",NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SS",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","ALCORN A A",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Urocyon cinereoargenteus subsp. scottii Mearns, 1891",NA,NA,NA,"Urocyon cinereoargenteus",2434566,"cinereoargenteus",NA,NA,6164340,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1951,"2016-08-10",22780,"Urocyon cinereoargenteus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","LC",606.630718601,884.541305845,TRUE
"3168",3178,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Veracruz",NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"39435","Mammalia",359,"JESUS CARRANZA, 7 KM S, 24 KM E OF, Veracruz, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1951-01-19T00:00:00.000+0000",NA,NA,"Canidae",9701,NA,NA,NA,NA,"Mexico",686368790,"Urocyon","Urocyon",2434558,"WGS84",NA,"Yolanda Hortelano (CNMA)","2004-03-24",NA,NA,"Instituto Nacional de Estad<U+FFFD>stica Geograf<U+FFFD>a e Inform<U+FFFD>tica, (INEGI). Map 1:250,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91b3fe9e-1ed8-11e3-bfac-90b11c41863e",NA,NA,"orinomus","KU","http://grbio.org/cool/iakn-125z",NA,NA,"MX",686368790,"Animalia",1,"en","2016-03-28T15:43:06.127+0000","2016-08-03T12:32:57.144+0000","2015-09-16T18:56:20.730+0000",17.3607290083132,NA,NA,NA,NA,NA,NA,NA,"JESUS CARRANZA, 7 KM S, 24 KM E OF",NA,NA,NA,-94.7799940338691,NA,NA,1,NA,NA,"91b3fe9e-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SO",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","BAKER R H",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Urocyon cinereoargenteus subsp. orinomus Goldman, 1938",NA,NA,NA,"Urocyon cinereoargenteus",2434566,"cinereoargenteus",NA,NA,6164344,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"degrees minutes seconds",NA,NA,NA,NA,NA,NA,1951,"2016-08-10",22780,"Urocyon cinereoargenteus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","LC",606.630718601,884.541305845,TRUE
