"","X","accessRights","adm1","adm2","associatedReferences","associatedSequences","basisOfRecord","bed","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinateUncertaintyInMeters","country","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventRemarks","eventTime","family","familyKey","fieldNumber","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestAgeOrHighestStage","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","vernacularName","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source","dist_comm","island","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"217",217,NA,"California","Santa Barbara",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"2973","Mammalia",359,"Santa Barbara; 35 Arlington Ave., California, Santa Barbara, United States, NORTH_AMERICA","MAM",NA,"NORTH_AMERICA",NA,"United States","75018539-6328-41de-b875-7c2e61dc1635",NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,"NATIVE","1990-02-09T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",735672318,"Spilogale","Spilogale",2434820,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,"Animalia:Chordata:Mammalia:Carnivora:Mephitidae:Spilogale","North America;United States;California;Santa Barbara County;;;;",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:SBMNH:MAM:2973",1,NA,NA,"SBMNH","urn:lsid:biocol.org:col:34834","US",735672318,"Animalia",1,"en","2015-02-17T07:02:24.761+0000","2016-08-04T01:32:46.424+0000","2015-02-17T07:02:24.772+0000",34.42556,NA,NA,NA,NA,NA,NA,NA,"Santa Barbara; 35 Arlington Ave.",NA,NA,NA,-119.70556,NA,"2014-10-10T00:00:00.000+0000",2,"ICZN","urn:catalog:SBMNH:MAM:2973",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","78678140-1815-11da-9544-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,"Spilogale gracilis Merriam, 1890",NA,NA,"Spilogale gracilis",2434835,"gracilis",40,NA,2434835,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"North America; United States; California; Santa Barbara County; ; ; ;",NA,1990,"2016-08-10",136797,"Spilogale gracilis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",204.386399666,385.906115721,TRUE
"218",218,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Oregon","LINCOLN CO",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"143990","Mammalia",359,"NORTONS, 3 MI N, 3 MI W OF, Oregon, LINCOLN CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"United States","1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,16,NA,NA,NA,"TotalLength: 396.0; TailLength: 99.0; HindFoot: 45.0; EarLength: 27.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1990-03-16T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",686471117,"Spilogale","Spilogale",2434820,"WGS84",NA,"Gary W. Shugart (PSM)","2002-07-02",NA,NA,"TRS2LL batch program ver 11/26/2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9605fb1c-1ed8-11e3-bfac-90b11c41863e",NA,NA,"latifrons","KU","http://grbio.org/cool/iakn-125z","US",686471117,"Animalia",1,"en","2016-03-28T15:43:42.904+0000","2016-08-03T12:33:15.334+0000","2015-06-05T22:02:27.969+0000",44.6997225762136,NA,NA,NA,NA,NA,NA,NA,"NORTONS, 3 MI N, 3 MI W OF",NA,NA,NA,-123.730917326597,NA,NA,3,NA,"9605fb1c-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SB",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","HACKER A",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Spilogale gracilis subsp. latifrons Merriam, 1890",NA,NA,"Spilogale gracilis",2434835,"gracilis",NA,NA,6164475,"SUBSPECIES",NA,"PhysicalObject",NA,"decimal degrees",NA,NA,NA,NA,1990,"2016-08-10",136797,"Spilogale gracilis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",204.386399666,385.906115721,TRUE
"221",221,NA,"California","Ventura",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"3105","Mammalia",359,"Ojai; Matilija Canyon Rd., California, Ventura, United States, NORTH_AMERICA","MAM",NA,"NORTH_AMERICA",NA,"United States","75018539-6328-41de-b875-7c2e61dc1635",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NATIVE","1990-11-01T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",735678409,"Spilogale","Spilogale",2434820,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,"Animalia:Chordata:Mammalia:Carnivora:Mephitidae:Spilogale","North America;United States;California;Ventura County;;;;",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:SBMNH:MAM:3105",1,NA,NA,"SBMNH","urn:lsid:biocol.org:col:34834","US",735678409,"Animalia",1,"en","2015-02-17T07:02:25.910+0000","2016-08-04T01:32:45.418+0000","2015-02-17T07:02:25.923+0000",34.50083,NA,NA,NA,NA,NA,NA,NA,"Ojai; Matilija Canyon Rd.",NA,NA,NA,-119.35,NA,"2014-10-10T00:00:00.000+0000",11,"ICZN","urn:catalog:SBMNH:MAM:3105",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","78678140-1815-11da-9544-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,"Spilogale gracilis Merriam, 1890",NA,NA,"Spilogale gracilis",2434835,"gracilis",NA,NA,2434835,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"North America; United States; California; Ventura County; ; ; ;",NA,1990,"2016-08-10",136797,"Spilogale gracilis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",204.386399666,385.906115721,TRUE
"228",228,NA,"California","Santa Barbara",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"2875","Mammalia",359,"Carpinteria; Cate School, California, Santa Barbara, United States, NORTH_AMERICA","MAM",NA,"NORTH_AMERICA",NA,"United States","75018539-6328-41de-b875-7c2e61dc1635",NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235,"NATIVE","1988-08-23T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",735666799,"Spilogale","Spilogale",2434820,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,"Animalia:Chordata:Mammalia:Carnivora:Mephitidae:Spilogale","North America;United States;California;Santa Barbara County;;;;",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:SBMNH:MAM:2875",1,NA,"phenax","SBMNH","urn:lsid:biocol.org:col:34834","US",735666799,"Animalia",1,"en","2015-02-17T07:02:33.102+0000","2016-08-04T01:32:47.729+0000","2015-02-17T07:02:33.119+0000",34.40472,NA,NA,NA,NA,NA,NA,NA,"Carpinteria; Cate School",NA,NA,NA,-119.47889,NA,"2014-10-10T00:00:00.000+0000",8,"ICZN","urn:catalog:SBMNH:MAM:2875",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","78678140-1815-11da-9544-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,"Spilogale gracilis subsp. phenax Merriam, 1890",NA,NA,"Spilogale gracilis",2434835,"gracilis",235,NA,6164472,"SUBSPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"North America; United States; California; Santa Barbara County; ; ; ;",NA,1988,"2016-08-10",136797,"Spilogale gracilis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",204.386399666,385.906115721,TRUE
"229",229,"http://www.vertnet.org/resources/norms.html","Chihuahua",NA,NA,"http://www.ncbi.nlm.nih.gov/nuccore/AY159819; http://www.ncbi.nlm.nih.gov/nuccore/AY587078","PRESERVED_SPECIMEN",NA,NA,"60873","Mammalia",359,"14 KM E, 3 KM N PANCHO VILLA,W OF LOMA LOS RATONES, Chihuahua, Mexico, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,"Mexico","b15d4952-7d20-46f1-8a3e-556a512b04c5",NA,"2003-02-28T00:00:00.000+0000",10,NA,NA,NA,"sex=female",NA,NA,NA,NA,NA,1500,0,284,NA,"1988-10-10T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",1145350604,"Spilogale","Spilogale",2434820,"WGS84",NA,"Jonathan L. Dunnum","2009-09-03 00:00:00.0","not recorded",NA,"NK page","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mephitidae;","North America, Mexico, Chihuahua",NA,NA,NA,NA,"A",NA,"molecular data","Jerry W. Dragoo","http://arctos.database.museum/guid/MSB:Mamm:60873?seid=704817",1,NA,NA,"MSB","urn:lsid:biocol.org:col:34495","MX",1145350604,"Animalia",1,"en","2016-07-28T04:56:19.801+0000","2016-08-04T12:18:25.020+0000","2016-06-24T04:34:46.317+0000",30.83333,NA,NA,NA,NA,NA,NA,NA,"14 KM E, 3 KM N PANCHO VILLA,W OF LOMA LOS RATONES","Jonathan L. Dunnum",NA,NA,-108.5,NA,NA,10,"ICZN","http://arctos.database.museum/guid/MSB:Mamm:60873?seid=704817","ET,30 DEG 50'N, 108 DEG 30'W",NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Mamm:60873","GenBank=AY159819; GenBank=AY587078; NK=17574; original identifier=NK 17574; preparator number=7",NA,NA,"Chordata",44,"skin; skull; postcranial skeleton; liver (frozen); karyotype (frozen); liver (frozen) sample; liver (frozen) sample; liver (frozen) sample; liver (frozen) sample; liver (frozen) sample; liver (frozen) sample; liver (frozen) sample; liver (frozen) sample; liver (frozen) sample; liver (frozen) sample; liver (frozen) sample; liver (frozen) sample","<i>Spilogale gracilis</i> (accepted ID) identified by Jerry W. Dragoo on 2003-02-28; method: molecular data<br><i>Spilogale putorius</i> identified by unknown on 2005-02-15; method: legacy<br><i>Spilogale gracilis</i> identified by Rodney L. Honeycutt, Jerry W. Dragoo, David J. Schmidley <i>sensu</i> <a href=""http://arctos.database.museum/publication/1000004"">Dragoo et al. 2003</a>; method: type specimen Remark: ID from citation in Dragoo et al. 2003.<br><i>Spilogale gracilis</i> identified by Jerry W. Dragoo, Rodney L. Honeycutt, Robert D. Bradley, Joe W. Templeton <i>sensu</i> <a href=""http://arctos.database.museum/publication/10004421"">Dragoo et al. 1993</a>; method: type specimen Remark: ID from citation in Dragoo et al. 1993.<br><i>Spilogale gracilis</i> identified by Terry L. Yates, Jerry W. Dragoo, Christine C. Hass, Daniel K. Matthes, Adam Aragon <i>sensu</i> <a href=""http://arctos.database.museum/publication/1000002"">Dragoo et al. 2004</a>; method: type specimen Remark: ID from citation in Dragoo et al. 2004.","DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): John L. Conwell",NA,"http://arctos.database.museum/guid/MSB:Mamm:60873",NA,"http://arctosdb.org/home/data/",NA,NA,"Spilogale gracilis Merriam, 1890",NA,"FEMALE","Spilogale gracilis",2434835,"gracilis",NA,NA,2434835,"SPECIES",NA,"PhysicalObject",NA,"deg. min. sec.",NA,"10-Oct-1988","14 KM E, 3 KM N PANCHO VILLA,W OF LOMAS LOS RATONE",NA,1988,"2016-08-10",136797,"Spilogale gracilis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",204.386399666,385.906115721,TRUE
"250",250,NA,"California","Santa Barbara",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"2256","Mammalia",359,"Hwy 246; Tularosa Rd., California, Santa Barbara, United States, NORTH_AMERICA","MAM",NA,"NORTH_AMERICA",NA,"United States","75018539-6328-41de-b875-7c2e61dc1635",NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"NATIVE","1984-01-30T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",735670989,"Spilogale","Spilogale",2434820,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,"Animalia:Chordata:Mammalia:Carnivora:Mephitidae:Spilogale","North America;United States;California;Santa Barbara County;;;;",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:SBMNH:MAM:2256",1,NA,NA,"SBMNH","urn:lsid:biocol.org:col:34834","US",735670989,"Animalia",1,"en","2015-02-17T07:02:25.885+0000","2016-08-04T01:32:46.249+0000","2015-02-17T07:02:25.890+0000",34.66444,NA,NA,NA,NA,NA,NA,NA,"Hwy 246; Tularosa Rd.",NA,NA,NA,-120.36972,NA,"2014-10-10T00:00:00.000+0000",1,"ICZN","urn:catalog:SBMNH:MAM:2256",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","78678140-1815-11da-9544-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,"Spilogale gracilis Merriam, 1890",NA,NA,"Spilogale gracilis",2434835,"gracilis",30,NA,2434835,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"North America; United States; California; Santa Barbara County; ; ; ;",NA,1984,"2016-08-10",136797,"Spilogale gracilis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",204.386399666,385.906115721,TRUE
"251",251,"http://vertnet.org/resources/norms.html","Colorado","Clear Creek County",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"7671","Mammalia",359,"West Chicago Creek, Colorado, Clear Creek County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",2435,"United States","5f3463d2-51b6-4a8a-b252-9bab4388934e",NA,"1984-01-12T00:00:00.000+0000",12,NA,NA,NA,"sex=female ; hind foot with claw=32 mm; tail length=145 mm; total length=493 mm; ear from notch=24 mm; weight=416 g; reproductive data=no embryos ; verbatim preservation date=28 January 1988",NA,NA,NA,NA,NA,NA,NA,12,NA,"1984-01-12T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",1145106662,"Spilogale","Spilogale",2434820,"WGS84",NA,"unknown","2012-07-08 00:00:00.0","GeoLocate",NA,"GeoLocate","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mephitidae;","North America, United States, Colorado, Clear Creek County",NA,NA,NA,NA,"A",NA,"field","Colorado Division of Parks and Wildlife","http://arctos.database.museum/guid/DMNS:Mamm:7671?seid=409252",1,NA,"gracilis","DMNS","urn:lsid:biocol.org:col:35013","US",1145106662,"Animalia",1,"en","2016-07-28T04:44:46.365+0000","2016-08-04T00:09:32.483+0000","2016-06-24T04:06:55.295+0000",39.68574,NA,NA,NA,NA,NA,NA,NA,"West Chicago Creek","unknown",NA,NA,-105.64315,NA,NA,1,"ICZN","http://arctos.database.museum/guid/DMNS:Mamm:7671?seid=409252",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/DMNS:Mamm:7671","preparator number=Kimberly Moravec14",NA,NA,"Chordata",44,"skeleton; study skin","<i>Spilogale gracilis gracilis</i> (accepted ID) identified by Colorado Division of Parks and Wildlife on 1984-01-12; method: field","DWC_ARCHIVE","US","a2ef6dd1-8886-48c9-8025-c62bac973cc7","Collector(s): Colorado Division of Parks and Wildlife; Preparator(s): Kimberly Moravec",NA,"http://arctos.database.museum/guid/DMNS:Mamm:7671",NA,"http://creativecommons.org/licenses/by-nc/3.0",NA,NA,"Spilogale gracilis subsp. gracilis",NA,"FEMALE","Spilogale gracilis",2434835,"gracilis",NA,NA,7193896,"SUBSPECIES",NA,"PhysicalObject",NA,NA,NA,"12 January 1984","North America, United States, Colorado, Clear Creek County, West Chicago Creek",NA,1984,"2016-08-10",136797,"Spilogale gracilis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",204.386399666,385.906115721,TRUE
"253",253,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Oregon","LANE CO",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"139215","Mammalia",359,"NO LOCALITY, Oregon, LANE CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"United States","1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,22,NA,NA,NA,"TotalLength: 370.0; TailLength: 120.0; HindFoot: 40.0; EarLength: 17.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1984-02-22T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",686466421,"Spilogale","Spilogale",2434820,"WGS84",NA,"N Slade","2007-08-14",NA,NA,"Topozone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95cb8af2-1ed8-11e3-bfac-90b11c41863e",NA,NA,"latifrons","KU","http://grbio.org/cool/iakn-125z","US",686466421,"Animalia",1,"en","2016-03-28T15:43:41.008+0000","2016-08-03T12:33:14.528+0000","2015-06-05T22:02:25.990+0000",43.9097385268871,NA,NA,NA,NA,NA,NA,NA,"NO LOCALITY",NA,NA,"Center of county",-122.830881017215,NA,NA,2,NA,"95cb8af2-1ed8-11e3-bfac-90b11c41863e","CAPTIVE AT U OF IDAHO, MOSCOW",NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SS",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","SMID H R",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Spilogale gracilis subsp. latifrons Merriam, 1890",NA,NA,"Spilogale gracilis",2434835,"gracilis",NA,NA,6164475,"SUBSPECIES",NA,"PhysicalObject",NA,"decimal degrees",NA,NA,NA,NA,1984,"2016-08-10",136797,"Spilogale gracilis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",204.386399666,385.906115721,TRUE
"285",285,"http://www.vertnet.org/resources/norms.html","Colorado","Moffat County",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"108344","Mammalia",359,"mouth of Irish Canyon, Colorado, Moffat County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",5000,"United States","b15d4952-7d20-46f1-8a3e-556a512b04c5",NA,"2005-03-08T00:00:00.000+0000",21,NA,NA,NA,"sex=unknown",NA,NA,NA,NA,NA,1889.76,0,80,NA,"1982-03-21T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",1145134999,"Spilogale","Spilogale",2434820,"WGS84",NA,"unknown","2012-07-08 00:00:00.0","GeoLocate",NA,"GeoLocate","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mephitidae;","North America, United States, Colorado, Moffat County",NA,NA,NA,NA,"A",NA,"legacy","unknown","http://arctos.database.museum/guid/MSB:Mamm:108344?seid=418691",1,NA,"gracilis","MSB","urn:lsid:biocol.org:col:34495","US",1145134999,"Animalia",1,"en","2016-07-28T04:55:22.605+0000","2016-08-04T12:18:50.238+0000","2016-06-24T04:32:40.883+0000",40.78802,NA,NA,NA,NA,NA,NA,NA,"mouth of Irish Canyon","unknown",NA,"T=10N; R=101W",-108.73817,NA,NA,3,"ICZN","http://arctos.database.museum/guid/MSB:Mamm:108344?seid=418691","Cranium only; pick up",NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Mamm:108344","USGS: U.S. Geological Survey=BS/FC 8344; preparator number=RBF 2740",NA,NA,"Chordata",44,"cranium","<i>Spilogale gracilis gracilis</i> (accepted ID) identified by unknown on 2005-03-08; method: legacy","DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): Robert B. Finley Jr.",NA,"http://arctos.database.museum/guid/MSB:Mamm:108344",NA,"http://arctosdb.org/home/data/",NA,NA,"Spilogale gracilis subsp. gracilis",NA,NA,"Spilogale gracilis",2434835,"gracilis",NA,NA,7193896,"SUBSPECIES",NA,"PhysicalObject",NA,NA,NA,"21-Mar-1982","S end Irish Canyon",NA,1982,"2016-08-10",136797,"Spilogale gracilis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",204.386399666,385.906115721,TRUE
"286",286,"http://www.vertnet.org/resources/norms.html","Utah","Daggett County",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"108343","Mammalia",359,"mouth of Crouse Creek Canyon, Utah, Daggett County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",402.34,"United States","b15d4952-7d20-46f1-8a3e-556a512b04c5",NA,"2005-03-08T00:00:00.000+0000",9,NA,NA,NA,"sex=unknown",NA,NA,NA,NA,NA,1767.84,0,99,NA,"1982-04-09T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",1145135039,"Spilogale","Spilogale",2434820,"WGS84",NA,"unknown","2012-07-08 00:00:00.0","GeoLocate",NA,"GeoLocate","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mephitidae;","North America, United States, Utah, Daggett County",NA,NA,NA,NA,"A",NA,"legacy","unknown","http://arctos.database.museum/guid/MSB:Mamm:108343?seid=1581847",1,NA,"gracilis","MSB","urn:lsid:biocol.org:col:34495","US",1145135039,"Animalia",1,"en","2016-07-28T04:55:22.594+0000","2016-08-04T12:18:50.220+0000","2016-06-24T04:32:40.903+0000",40.82819,NA,NA,NA,NA,NA,NA,NA,"mouth of Crouse Creek Canyon","unknown",NA,NA,-109.08839,NA,NA,4,"ICZN","http://arctos.database.museum/guid/MSB:Mamm:108343?seid=1581847","Cranium only; pick up",NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Mamm:108343","USGS: U.S. Geological Survey=BS/FC 8343; preparator number=RBF 2743",NA,NA,"Chordata",44,"cranium","<i>Spilogale gracilis gracilis</i> (accepted ID) identified by unknown on 2005-03-08; method: legacy","DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): Robert B. Finley Jr.",NA,"http://arctos.database.museum/guid/MSB:Mamm:108343",NA,"http://arctosdb.org/home/data/",NA,NA,"Spilogale gracilis subsp. gracilis",NA,NA,"Spilogale gracilis",2434835,"gracilis",NA,NA,7193896,"SUBSPECIES",NA,"PhysicalObject",NA,NA,NA,"09-Apr-1982","mouth of Crouse Cr. Canyon",NA,1982,"2016-08-10",136797,"Spilogale gracilis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",204.386399666,385.906115721,TRUE
"288",288,NA,"California","Santa Barbara",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"4204","Mammalia",359,"Santa Barbara; Painted Cave, California, Santa Barbara, United States, NORTH_AMERICA","MAM",NA,"NORTH_AMERICA",NA,"United States","75018539-6328-41de-b875-7c2e61dc1635",NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263,"NATIVE","1982-09-20T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",735662718,"Spilogale","Spilogale",2434820,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,"Animalia:Chordata:Mammalia:Carnivora:Mephitidae:Spilogale","North America;United States;California;Santa Barbara County;;;;",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:SBMNH:MAM:4204",1,NA,"phenax","SBMNH","urn:lsid:biocol.org:col:34834","US",735662718,"Animalia",1,"en","2015-02-17T07:02:40.519+0000","2016-08-04T01:32:45.424+0000","2015-02-17T07:02:40.542+0000",34.505,NA,NA,NA,NA,NA,NA,NA,"Santa Barbara; Painted Cave",NA,NA,NA,-119.78833,NA,"2014-10-10T00:00:00.000+0000",9,"ICZN","urn:catalog:SBMNH:MAM:4204",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","78678140-1815-11da-9544-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,"Spilogale gracilis subsp. phenax Merriam, 1890",NA,NA,"Spilogale gracilis",2434835,"gracilis",263,NA,6164472,"SUBSPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"North America; United States; California; Santa Barbara County; ; ; ;",NA,1982,"2016-08-10",136797,"Spilogale gracilis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",204.386399666,385.906115721,TRUE
