"","X","accessRights","adm1","adm2","associatedReferences","associatedSequences","basisOfRecord","bed","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","created","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationReferences","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestAgeOrHighestStage","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","lithostratigraphicTerms","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","source","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source.1","dist_comm","island","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"352",353,"http://vertnet.org/resources/norms.html","Colorado","Montezuma County",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"12797","Mammalia",359,"Cortez, corner of Highway 145 and Empire, Colorado, Montezuma County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,50,"United States",NA,NA,"5f3463d2-51b6-4a8a-b252-9bab4388934e",NA,"2007-04-11T00:00:00.000+0000",11,NA,NA,NA,"sex=female ; total length=840 mm; tail length=165 mm; hind foot with claw=110 mm; ear from notch=60 mm; weight=6.36 kg; verbatim preservation date=03 October 2011",NA,NA,NA,NA,NA,1877,0,101,NA,"2007-04-11T00:00:00.000+0000",NA,"prairie dog colony nearby",NA,"Mustelidae",5307,NA,NA,NA,"United States",1145097319,"Taxidea","Taxidea",2434101,"WGS84",NA,"unknown","2012-07-08 00:00:00.0","GeoLocate",NA,"GPS","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae;","North America, United States, Colorado, Montezuma County",NA,NA,NA,NA,"A",NA,NA,"field","Steve Lange","http://arctos.database.museum/guid/DMNS:Mamm:12797?seid=1847864",1,NA,NA,"DMNS","urn:lsid:biocol.org:col:35013","US",1145097319,"Animalia",1,"en","2016-07-28T04:44:42.396+0000","2016-08-04T00:09:31.237+0000","2016-06-24T04:06:45.302+0000",37.35643,NA,NA,NA,NA,NA,NA,NA,NA,"Cortez, corner of Highway 145 and Empire","unknown",NA,NA,-108.55453,NA,NA,4,NA,"ICZN","http://arctos.database.museum/guid/DMNS:Mamm:12797?seid=1847864","There were no endoparasites found. It was small in size, had enlarged mammary glands, and a fractured pelvis.",NA,"Carnivora",732,"http://arctos.database.museum/guid/DMNS:Mamm:12797","DZTM: Denver Zoology Tissue Mammal=1565",NA,NA,"Chordata",44,"skeleton; muscle (frozen); heart (frozen); study skin; kidney (frozen); ectoparasite(s) (ethanol); liver (frozen)","<i>Taxidea taxus</i> (accepted ID) identified by Steve Lange on 2007-04-11; method: field","DWC_ARCHIVE","US","a2ef6dd1-8886-48c9-8025-c62bac973cc7","Collector(s): Steve Lange; Preparator(s): Jim I. Gilman",NA,"http://arctos.database.museum/guid/DMNS:Mamm:12797",NA,"http://creativecommons.org/licenses/by-nc/3.0",NA,"roadkill","Taxidea taxus (Schreber, 1777)",NA,"FEMALE",NA,"Taxidea taxus",2434102,"taxus",NA,NA,2434102,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"11 April 2007","Cortez, corner of Hwy 145 & Empire",NA,NA,2007,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"354",355,NA,"Texas","Reagan",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"14968","Mammalia",359,"6 mi E Barnhart, Hwy 67, Texas, Reagan, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,253.9,NA,NA,NA,"2007-04-25T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",1061289909,"Taxidea","Taxidea",2434101,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,"US",1061289909,"Animalia",1,NA,"2016-06-28T07:24:31.178+0000","2016-08-04T15:40:26.584+0000","2016-06-28T07:24:31.185+0000",31.16401,NA,NA,NA,NA,NA,NA,NA,NA,"6 mi E Barnhart, Hwy 67",NA,NA,NA,-101.33713,NA,NA,4,NA,NA,"236103cf-b26b-4636-8c85-1457c4ec942f",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull;heart",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Ferguson, Adam W",NA,NA,NA,NA,NA,NA,"Taxidea taxus (Schreber, 1777)",NA,"MALE",NA,"Taxidea taxus",2434102,"taxus",NA,NA,2434102,"SPECIES",NA,NA,NA,NA,NA,"833 m","25 April 2007","6 mi E of Barnhart on Hwy 67 N 31.16401° W 101.33713° 833 m elev.",NA,"badger",2007,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"356",357,"http://www.vertnet.org/resources/norms.html","California","Monterey County",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"226938","Mammalia",359,"Exit 260 on Hwy. 101, about 15 mi S King City, California, Monterey County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,30,"United States",NA,NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"2011-08-31T00:00:00.000+0000",28,NA,NA,NA,"sex=male ; total length=648 mm; tail length=112 mm; hind foot with claw=108 mm; ear from notch=51 mm; weight=4944 g; reproductive data=t: 20x11 ; stomach contents=bird parts",NA,NA,NA,NA,NA,NA,NA,148,NA,"2007-05-28T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",1145806487,"Taxidea","Taxidea",2434101,"WGS84",NA,"unknown","2012-07-08 00:00:00.0","MaNIS georeferencing guidelines",NA,"ACME Mapper v2.0, Google Maps 2012","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae;","North America, United States, California, Monterey County",NA,NA,NA,NA,"A",NA,NA,"geographic distribution","Christopher J. Conroy","http://arctos.database.museum/guid/MVZ:Mamm:226938?seid=809523",1,NA,"jeffersonii","MVZ","urn:lsid:biocol.org:col:34777","US",1145806487,"Animalia",1,"en","2016-08-09T09:39:02.703+0000","2016-08-09T09:41:51.554+0000","2016-08-09T09:39:03.169+0000",35.97751,NA,NA,NA,NA,NA,NA,NA,NA,"Exit 260 on Hwy. 101, about 15 mi S King City","unknown",NA,NA,-120.90111,NA,NA,5,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:226938?seid=809523",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/MVZ:Mamm:226938","preparator number=309",NA,NA,"Chordata",44,"skull; tissue (frozen); tissue (frozen); tissue (frozen); tissue (frozen); tissue (frozen); tissue (frozen); skeleton","<i>Taxidea taxus jeffersonii</i> (accepted ID) identified by Christopher J. Conroy on 2011-08-31; method: geographic distribution","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): Chris Giorni; Preparator(s): Monica J. Albe",NA,"http://arctos.database.museum/guid/MVZ:Mamm:226938",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Taxidea taxus subsp. jeffersonii Harlan, 1825",NA,"MALE",NA,"Taxidea taxus",2434102,"taxus",NA,NA,6163987,"SUBSPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"28 May 2007","Hwy 101, at exit 260 headed north about 15 miles south of King City, Monterey County, California",NA,NA,2007,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"377",378,"http://vertnet.org/resources/norms.html","Kansas","Pratt",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"38151","Mammalia",359,"1 MI N, 3 MI E PRATT, Kansas, Pratt, United States, NORTH_AMERICA","FHSM-M",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,"84e6e5f8-f762-11e1-a439-00145eb45e9a","Fort Hays Sternberg Museum Mammalogy Collection",NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239,"NATIVE","2007-08-27T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",215988870,"Taxidea","Taxidea",2434101,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,"| CARNIVORA | MUSTELIDAE | TAXIDEA","North America | USA | Kansas | Pratt |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"fb0fe65a-100b-11e3-9860-4cd443d04e13",NA,NA,NA,"FHSM","http://grbio.org/cool/5bc7-5n0c","US",215988870,"Animalia",1,"en","2015-05-12T17:05:53.856+0000","2016-08-04T07:44:24.502+0000","2015-05-12T17:05:53.862+0000",37.66052,NA,NA,NA,NA,NA,NA,NA,NA,"1 MI N, 3 MI E PRATT",NA,NA,NA,-98.68012,NA,"2015-04-12T00:00:00.000+0000",8,NA,"ICZN","fb0fe65a-100b-11e3-9860-4cd443d04e13",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SS - 1",NA,"DWC_ARCHIVE","US","976af1e0-ca25-11da-bfed-b8a03c50a862","PHELPS, SCHMIDT, SCHWENKE",NA,"http://portal.vertnet.org/o/fhsm/fhsm-m?id=38151",NA,"http://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Taxidea taxus (Schreber, 1777)",NA,NA,NA,"Taxidea taxus",2434102,"taxus",239,NA,2434102,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,NA,"North America | USA | KANSAS | PRATT",NA,NA,2007,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"388",389,"http://vertnet.org/resources/norms.html","Kansas","Ellis",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"38153","Mammalia",359,"4 MI W HAYS, ON VICTORIA ROAD, Kansas, Ellis, United States, NORTH_AMERICA","FHSM-M",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,"84e6e5f8-f762-11e1-a439-00145eb45e9a","Fort Hays Sternberg Museum Mammalogy Collection",NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325,"NATIVE","2007-11-21T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",215988983,"Taxidea","Taxidea",2434101,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,"| CARNIVORA | MUSTELIDAE | TAXIDEA","North America | USA | Kansas | Ellis |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ff83da0e-100b-11e3-9860-4cd443d04e13",NA,NA,NA,"FHSM","http://grbio.org/cool/5bc7-5n0c","US",215988983,"Animalia",1,"en","2015-05-12T17:06:11.153+0000","2016-08-04T07:44:26.116+0000","2015-05-12T17:06:11.159+0000",38.87078,NA,NA,NA,NA,NA,NA,NA,NA,"4 MI W HAYS, ON VICTORIA ROAD",NA,NA,NA,-99.41276,NA,"2015-04-12T00:00:00.000+0000",11,NA,"ICZN","ff83da0e-100b-11e3-9860-4cd443d04e13",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SS - 1",NA,"DWC_ARCHIVE","US","976af1e0-ca25-11da-bfed-b8a03c50a862","UNKNOWN",NA,"http://portal.vertnet.org/o/fhsm/fhsm-m?id=38153",NA,"http://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Taxidea taxus (Schreber, 1777)",NA,NA,NA,"Taxidea taxus",2434102,"taxus",325,NA,2434102,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,NA,"North America | USA | KANSAS | ELLIS",NA,NA,2007,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"389",390,"http://www.vertnet.org/resources/norms.html","New Mexico","Sandoval County",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"156766","Mammalia",359,"Along US 550, ca. 8 mi. N. Cuba, New Mexico, Sandoval County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,955,"United States",NA,NA,"b15d4952-7d20-46f1-8a3e-556a512b04c5",NA,"2007-11-11T00:00:00.000+0000",11,NA,NA,NA,"sex=male ; total length=750 mm; tail length=140 mm; hind foot with claw=110 mm; ear from notch=53 mm; weight=7.75 kg; reproductive data=scrotal ; reproductive data=t=42x27mm ; age class=adult",NA,NA,NA,NA,NA,2133.6,0,315,NA,"2007-11-11T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",1145184341,"Taxidea","Taxidea",2434101,"WGS84",NA,"unknown","2012-07-08 00:00:00.0","GeoLocate",NA,"GeoLocate","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae;","North America, United States, New Mexico, Sandoval County",NA,NA,NA,NA,"A",NA,NA,"field","Andrew G. Hope","http://arctos.database.museum/guid/MSB:Mamm:156766?seid=1180980",1,NA,NA,"MSB","urn:lsid:biocol.org:col:34495","US",1145184341,"Animalia",1,"en","2016-07-28T04:55:34.652+0000","2016-08-04T12:18:43.176+0000","2016-06-24T04:33:05.785+0000",36.07059,NA,NA,NA,NA,NA,NA,"ADULT",NA,"Along US 550, ca. 8 mi. N. Cuba","unknown",NA,NA,-107.0648,NA,NA,11,NA,"ICZN","http://arctos.database.museum/guid/MSB:Mamm:156766?seid=1180980","Examined for ectoparasites; Examined for endoparasites; Prep assisted by Paul Polechla; skin irritation on left inner thigh (=fungus?); Note: US 550 (=former NM44)",NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Mamm:156766","NK=154350; preparator number=8",NA,NA,"Chordata",44,"skin; skull; postcranial skeleton; ectoparasite(s) (ethanol); liver (frozen); nematode(s) (ethanol); heart, kidney, lung, spleen (frozen); liver (frozen) sample","<i>Taxidea taxus</i> (accepted ID) identified by Andrew G. Hope on 2007-11-11; method: field","DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): Laura J. Mann; Preparator(s): Christine Roth",NA,"http://arctos.database.museum/guid/MSB:Mamm:156766",NA,"http://arctosdb.org/home/data/",NA,NA,"Taxidea taxus (Schreber, 1777)",NA,"MALE",NA,"Taxidea taxus",2434102,"taxus",NA,NA,2434102,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"27 Aug 2007","Along US 550, ca. 8 mi. N. Cuba",NA,NA,2007,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"392",393,"http://www.vertnet.org/resources/norms.html","California","Shasta County",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"228903","Mammalia",359,"Platina Rd., W of junction with Bland Rd., 3.3 air miles SW Ono, California, Shasta County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,12,"United States",NA,NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,NA,20,NA,NA,NA,"sex=male ; total length=7700 mm; tail length=100 mm; hind foot with claw=110 mm; ear from notch=45 mm; weight=7.969 kg; reproductive data=testes scrotal, R testis 57x25mm ; stomach contents=bones and fur from a small mammal",NA,NA,NA,NA,NA,NA,NA,324,NA,"2007-11-20T00:00:00.000+0000",NA,"roadkill",NA,"Mustelidae",5307,NA,NA,NA,"United States",1145808619,"Taxidea","Taxidea",2434101,"WGS84",NA,"Christopher J. Conroy","2013-03-06 00:00:00.0","MaNIS georeferencing guidelines",NA,"Google Earth 2013","checked by curator",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae;","North America, United States, California, Shasta County",NA,NA,NA,NA,"A",NA,NA,"geographic distribution","Anna Petrosky","http://arctos.database.museum/guid/MVZ:Mamm:228903?seid=1929056",1,NA,"jeffersonii","MVZ","urn:lsid:biocol.org:col:34777","US",1145808619,"Animalia",1,"en","2016-08-09T09:39:03.951+0000","2016-08-09T09:41:54.808+0000","2016-08-09T09:39:04.170+0000",40.4392799990684,NA,NA,NA,NA,NA,NA,NA,NA,"Platina Rd., W of junction with Bland Rd., 3.3 air miles SW Ono","Christopher J. Conroy",NA,NA,-122.66171,NA,NA,11,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:228903?seid=1929056","Animal had a shattered R radius and had an open would that had been sewn up before admission to MVZ.",NA,"Carnivora",732,"http://arctos.database.museum/guid/MVZ:Mamm:228903","MVZ Prep Lab Catalog=2216",NA,NA,"Chordata",44,"skull; tissue (frozen); skeleton","<i>Taxidea taxus jeffersonii</i> (accepted ID) identified by Anna Petrosky; method: geographic distribution","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): Pete Figura, L. Scott Hill; Preparator(s): Theresa L. Wong",NA,"http://arctos.database.museum/guid/MVZ:Mamm:228903",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Taxidea taxus subsp. jeffersonii Harlan, 1825",NA,"MALE",NA,"Taxidea taxus",2434102,"taxus",NA,NA,6163987,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"20 November 2007","Platina Road, W of Bland Road junction, 3.3 air miles SW of Ono, Shasta County, California",NA,NA,2007,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"414",416,"http://www.vertnet.org/resources/norms.html","New Mexico","Taos County",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"234704","Mammalia",359,"~20 rd mi South al Tres Piedras US 85, New Mexico, Taos County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,3000,"United States",NA,NA,"b15d4952-7d20-46f1-8a3e-556a512b04c5",NA,"2006-09-19T00:00:00.000+0000",19,NA,NA,NA,"sex=male ; total length=700 mm; tail length=105 mm; hind foot with claw=105 mm; ear from notch=50 mm; weight=7 kg; reproductive data=T = 40 x 25 mm",NA,NA,NA,NA,NA,NA,NA,292,NA,"2006-10-19T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",1145268931,"Taxidea","Taxidea",2434101,"WGS84",NA,"Jonathan L. Dunnum","2006-09-19 00:00:00.0","MaNIS georeferencing guidelines",NA,"Google earth","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae;","North America, United States, New Mexico, Taos County",NA,NA,NA,NA,"A",NA,NA,"student","Bruce L. Christman","http://arctos.database.museum/guid/MSB:Mamm:234704?seid=61806",1,NA,NA,"MSB","urn:lsid:biocol.org:col:34495","US",1145268931,"Animalia",1,"en","2016-07-28T04:55:54.605+0000","2016-08-04T12:18:43.940+0000","2016-06-24T04:33:52.049+0000",36.375,NA,NA,NA,NA,NA,NA,NA,NA,"~20 rd mi South al Tres Piedras US 85","Jonathan L. Dunnum",NA,NA,-105.9,NA,NA,10,NA,"ICZN","http://arctos.database.museum/guid/MSB:Mamm:234704?seid=61806","Road kill",NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Mamm:234704","NK=159555",NA,NA,"Chordata",44,"skin; skull; postcranial skeleton; heart, kidney, lung, spleen (frozen); liver (frozen); liver (frozen) sample","<i>Taxidea taxus</i> (accepted ID) identified by Bruce L. Christman on 2006-09-19; method: student","DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): Bruce L. Christman; Preparator(s): Erin M. Jackson",NA,"http://arctos.database.museum/guid/MSB:Mamm:234704",NA,"http://arctosdb.org/home/data/",NA,NA,"Taxidea taxus (Schreber, 1777)",NA,"MALE",NA,"Taxidea taxus",2434102,"taxus",NA,NA,2434102,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"19-September-2006","~20 rd mi South al Tres Piedras US 85",NA,NA,2006,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"417",419,NA,"Oklahoma","McClain",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"38686","Mammalia",359,"just west of I-35 at the Goldsby exit, DOR, Oklahoma, McClain, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,500,"United States",NA,NA,"84aefc7e-f762-11e1-a439-00145eb45e9a",NA,NA,22,NA,NA,"In collection","{""totalLengthInmm"":""660"", ""tailLengthInmm"":""145"", ""hindfootLengthInmm"":""95"", ""earLengthInmm"":""40"", ""weightInlbs"":""13""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-10-22T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,"Yes",NA,NA,"United States",894742360,"Taxidea","Taxidea",2434101,"WGS84",NA,NA,NA,"GEOLocate [www.museum.tulane.edu/geolocate/]",NA,NA,"Verified by data custodian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:OMNH:Mammals:38686",NA,NA,NA,"OMNH",NA,"US",894742360,"Animalia",1,"English","2016-08-09T08:14:40.376+0000","2016-08-09T08:22:20.337+0000","2016-08-09T08:14:40.423+0000",35.15301,NA,NA,NA,NA,NA,NA,"ADULT",NA,"just west of I-35 at the Goldsby exit, DOR",NA,NA,NA,-97.47766,NA,"2016-07-07T00:00:00.000+0000",10,NA,NA,"urn:catalog:OMNH:Mammals:38686","DOR",NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin, skeleton, tissues",NA,"DWC_ARCHIVE","US","609765e0-4ce8-11db-b80e-b8a03c50a862","Tirrell, P. B.","MP , 1876",NA,"TA=18x10",NA,"Sam Noble Oklahoma Museum of Natural History",NA,"Taxidea taxus (Schreber, 1777)",NA,NA,NA,"Taxidea taxus",2434102,"taxus",NA,NA,2434102,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,"American Badger",2006,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"423",425,"http://vertnet.org/resources/norms.html","Washington","Garfield",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"13-222","Mammalia",359,"Alpowa Summit, Hwy 12, 0.5 mi E mile marker 416, Garfield Co., WA, Washington, Garfield, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,1000,"United States",NA,NA,"3a339645-d3b4-40aa-b891-f9c92dc554d8",NA,NA,18,NA,NA,NA,"{""gonadLengthInMM_1"":""25.0"", ""gonadLengthInMM_2"":""30.0"", ""totalLengthInMM"":""770.0"", ""tailLengthInMM"":""85.0"", ""hindfootLengthInMM"":""98.0"", ""earLengthInMM"":""48.0"", ""weight"":""11,500.0"" }",NA,NA,NA,NA,NA,NA,NA,49,"NATIVE","2005-02-18T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",1024658340,"Taxidea","Taxidea",2434101,"WGS84",NA,"Kelly M. Cassidy (CRCM)","24-Apr-13","MaNIS/HerpNet/ORNIS Georeferencing Guidelines (2011)",NA,"Google Earth and/or Washington DeLorme Atlas",NA,NA,"Mammalia | Carnivora | Mustelidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:CRCM:Mammals:13-222",NA,NA,NA,"CRCM","urn:lsid:biocol.org:col:34938","US",1024658340,"Animalia",1,"en","2015-10-13T18:59:56.104+0000","2016-08-03T15:27:06.944+0000","2015-10-13T18:59:56.119+0000",46.43553,NA,NA,NA,NA,NA,NA,NA,NA,"Alpowa Summit, Hwy 12, 0.5 mi E mile marker 416, Garfield Co., WA",NA,NA,NA,-117.42393,NA,"2015-10-13T00:00:00.000+0000",2,NA,NA,"urn:catalog:CRCM:Mammals:13-222","dead on road, baby ground squirrels in stomach, fat","present","Carnivora",732,NA,"CJS-18",NA,NA,"Chordata",44,"mount (body) | muscle, liver, kidney",NA,"DWC_ARCHIVE","US","7c7b6440-94d1-11dd-bdb1-b8a03c50a862","YoungCrane, Susan",NA,"http://portal.vertnet.org/o/crcm/mammals?id=13-222",NA,"http://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Taxidea taxus (Schreber, 1777)",NA,"MALE",NA,"Taxidea taxus",2434102,"taxus",49,NA,2434102,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"18-Feb-2005","North America | United States | Washington | Garfield | Alpowa Summit, Hwy 12, 0.5 mi E mile marker 416, Garfield Co., WA",NA,"American Badger",2005,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
