"","X","accessRights","adm1","adm2","associatedReferences","associatedSequences","basisOfRecord","bed","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","created","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationReferences","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestAgeOrHighestStage","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","lithostratigraphicTerms","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","source","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source.1","dist_comm","island","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"2611",2627,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Nevada","CHURCHILL CO",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"35490","Mammalia",359,"SODA LAKE, 2 MI N OF, Nevada, CHURCHILL CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1941-01-09T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",686364889,"Taxidea","Taxidea",2434101,"WGS84",NA,"Cyril L. Fernandez (LACM)","2002-06-06",NA,NA,"ArcView GNIS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9187298d-1ed8-11e3-bfac-90b11c41863e",NA,NA,"taxus","KU","http://grbio.org/cool/iakn-125z","US",686364889,"Animalia",1,"en","2016-03-28T15:43:04.795+0000","2016-08-03T12:33:09.851+0000","2015-06-05T22:01:45.278+0000",39.549834225853,NA,NA,NA,NA,NA,NA,NA,NA,"SODA LAKE, 2 MI N OF",NA,NA,NA,-118.870718294818,NA,NA,1,NA,NA,"9187298d-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SK",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","ALCORN J R",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Taxidea taxus subsp. taxus",NA,NA,NA,"Taxidea taxus",2434102,"taxus",NA,NA,7193957,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,1941,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"2621",2637,"http://www.vertnet.org/resources/norms.html","Nevada","Storey County",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"96415","Mammalia",359,"6 mi NE Virginia City, Nevada, Storey County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,6702.92,"United States",NA,NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"2000-05-31T00:00:00.000+0000",26,NA,NA,NA,"sex=unknown",NA,NA,NA,NA,NA,1828.8,0,207,NA,"1941-07-26T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",1145893402,"Taxidea","Taxidea",2434101,"WGS84",NA,"Cyril L. Fernandez","2002-05-07 00:00:00.0","not recorded",NA,"ArcView GNIS","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae;","North America, United States, Nevada, Storey County",NA,NA,NA,NA,"A",NA,NA,"taxonomic revision","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:96415?seid=1834643",1,NA,"jeffersonii","MVZ","urn:lsid:biocol.org:col:34777","US",1145893402,"Animalia",1,"en","2016-08-09T09:39:55.936+0000","2016-08-09T09:45:04.363+0000","2016-08-09T09:39:57.003+0000",39.3710519384489,NA,NA,NA,NA,NA,NA,NA,NA,"6 mi NE Virginia City","Cyril L. Fernandez",NA,NA,-119.570182692794,NA,NA,7,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:96415?seid=1834643","PICKUP.",NA,"Carnivora",732,"http://arctos.database.museum/guid/MVZ:Mamm:96415","collector number=4450",NA,NA,"Chordata",44,"skull","<i>Taxidea taxus jeffersonii</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 2000-05-31; method: taxonomic revision<br><i>Taxidea taxus taxus</i> identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): David H. Johnson","4450","http://arctos.database.museum/guid/MVZ:Mamm:96415",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Taxidea taxus subsp. jeffersonii Harlan, 1825",NA,NA,NA,"Taxidea taxus",2434102,"taxus",NA,NA,6163987,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"26 Jul 1941","6 mi NE Virginia City",NA,NA,1941,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"2622",2638,"http://vertnet.org/resources/norms.html","Colorado","Costilla County",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"3326","Mammalia",359,"7mi SE Russell, 9200', Colorado, Costilla County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,6989,"United States",NA,NA,"35720b3e-aded-4b83-b4f1-967f1d457d6a",NA,"1941-07-09T00:00:00.000+0000",9,NA,NA,NA,"sex=female ; verbatim collector=W. Longhurst",NA,NA,NA,NA,NA,2804.16,0,190,NA,"1941-07-09T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",1037969145,"Taxidea","Taxidea",2434101,"WGS84",NA,"unknown","2014-02-27 00:00:00.0","GeoLocate",NA,"GeoLocate","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae;","North America, United States, Colorado, Costilla County",NA,NA,NA,NA,"A",NA,NA,"legacy","unknown","http://arctos.database.museum/guid/CUMV:Mamm:3326?seid=2105874",1,NA,NA,"CUMV","http://grbio.org/cool/i64g-wjcr","US",1037969145,"Animalia",1,"en","2016-07-28T04:38:20.714+0000","2016-08-03T13:48:54.883+0000","2016-06-24T04:01:24.845+0000",37.48347,NA,NA,NA,NA,NA,NA,NA,NA,"7mi SE Russell, 9200'","unknown",NA,NA,-105.19669,NA,NA,7,NA,"ICZN","http://arctos.database.museum/guid/CUMV:Mamm:3326?seid=2105874","Donator: W. Longhurst.  Prep. by W. Longhurst.",NA,"Carnivora",732,"http://arctos.database.museum/guid/CUMV:Mamm:3326","Trapline ID=WL 9JUL1941; original identifier=Orig. #WL 693",NA,NA,"Chordata",44,"skull","<i>Taxidea taxus</i> (accepted ID) identified by unknown on 1941-07-09; method: legacy","DWC_ARCHIVE","US","cf9ceb80-9f3d-11da-b791-b8a03c50a862","Collector(s): William M. Longhurst",NA,"http://arctos.database.museum/guid/CUMV:Mamm:3326",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Taxidea taxus (Schreber, 1777)",NA,"FEMALE",NA,"Taxidea taxus",2434102,"taxus",NA,NA,2434102,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"9/7/1941","7mi SE Russell, 9200'",NA,NA,1941,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"2627",2643,"http://vertnet.org/resources/norms.html","Colorado","Clear Creek County",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"6717","Mammalia",359,"Loveland Pass, Colorado, Clear Creek County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,1000,"United States",NA,NA,"5f3463d2-51b6-4a8a-b252-9bab4388934e",NA,"1941-09-07T00:00:00.000+0000",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,3657.6,0,250,NA,"1941-09-07T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",1145105632,"Taxidea","Taxidea",2434101,"WGS84",NA,"John R. Demboski","2012-06-01 00:00:00.0","GeoLocate",NA,"GeoLocate","verified by curator",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae;","North America, United States, Colorado, Clear Creek County",NA,NA,NA,NA,"A",NA,NA,"field","S. Jewett","http://arctos.database.museum/guid/DMNS:Mamm:6717?seid=1345800",1,NA,NA,"DMNS","urn:lsid:biocol.org:col:35013","US",1145105632,"Animalia",1,"en","2016-07-28T04:44:45.925+0000","2016-08-04T00:09:32.618+0000","2016-06-24T04:06:54.170+0000",39.66361,NA,NA,NA,NA,NA,NA,NA,NA,"Loveland Pass","John R. Demboski",NA,NA,-105.87861,NA,NA,9,NA,"ICZN","http://arctos.database.museum/guid/DMNS:Mamm:6717?seid=1345800",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/DMNS:Mamm:6717","collector number=Field No.700",NA,NA,"Chordata",44,"skull","<i>Taxidea taxus montana</i> (accepted ID) identified by S. Jewett on 1941-09-07; method: field","DWC_ARCHIVE","US","a2ef6dd1-8886-48c9-8025-c62bac973cc7","Collector(s): S. Jewett","Field No.700","http://arctos.database.museum/guid/DMNS:Mamm:6717",NA,"http://creativecommons.org/licenses/by-nc/3.0",NA,NA,"Taxidea taxus (Schreber, 1777)",NA,NA,NA,"Taxidea taxus",2434102,"taxus",NA,NA,2434102,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"7 September 1941","North America, United States, Colorado, Clear Creek County, Loveland Pass",NA,NA,1941,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"2633",2649,"http://www.vertnet.org/resources/norms.html","Sonora",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"97579","Mammalia",359,"km 215., Hwy 50 mi N Hermosillo, Sonora, Mexico, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,17670,"Mexico",NA,NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"2008-11-14T00:00:00.000+0000",18,NA,NA,NA,"sex=male",NA,NA,NA,NA,NA,NA,NA,322,NA,"1941-11-18T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"Mexico",1145894633,"Taxidea","Taxidea",2434101,"WGS84",NA,"Alejandra Núñez Merchand","2003-04-29 00:00:00.0","MaNIS georeferencing guidelines",NA,"Instituto Nacional de Estadística Geografía e Informática (INEGI), (2002) Localidades de la República Mexicana, 2000. Obtenido de Principales Resultados por Localidad. XII Censo de Población y Viviend","unverified",NA,"Animalia Chordata Mammalia Carnivora Mustelidae","North America, Mexico, Sonora",NA,NA,NA,NA,"A",NA,"See Long, C. A. 1972. Taxonomic revision of the North American badger, Taxidea taxus. J. Mammal., 53 (4):725-759.","taxonomic revision","Christopher J. Conroy","http://arctos.database.museum/guid/MVZ:Mamm:97579?seid=656622",1,NA,"berlandieri","MVZ","urn:lsid:biocol.org:col:34777","MX",1145894633,"Animalia",1,"en","2016-08-09T09:39:56.823+0000","2016-08-09T09:45:07.937+0000","2016-08-09T09:39:58.077+0000",29.7761444278675,NA,NA,NA,NA,NA,NA,NA,NA,"km 215., Hwy 50 mi N Hermosillo","Alejandra Núñez Merchand",NA,"CONABIO suggests: Sonora ; Hermosillo ; Hermosillo, 50 mi N",-111.056096818977,NA,NA,11,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:97579?seid=656622",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/MVZ:Mamm:97579","collector number=8080",NA,NA,"Chordata",44,"skin; skull","<i>Taxidea taxus berlandieri</i> (accepted ID) identified by Christopher J. Conroy on 2008-11-14; method: taxonomic revision Remark: See Long, C. A. 1972. Taxonomic revision of the North American badger, Taxidea taxus. J. Mammal., 53 (4):725-759.<br><i>Taxidea taxus sonoriensis</i> identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): Seth B. Benson","8080","http://arctos.database.museum/guid/MVZ:Mamm:97579",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Taxidea taxus subsp. berlandieri Baird, 1858",NA,"MALE",NA,"Taxidea taxus",2434102,"taxus",NA,NA,6163990,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"18 Nov 1941","km 215., Hgwy 50 mi N Hermosillo",NA,NA,1941,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"2635",2651,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Kansas","GREENWOOD CO",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"14170","Mammalia",359,"TORONTO, 8 MI SW OF, Kansas, GREENWOOD CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1941-12-04T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",686343740,"Taxidea","Taxidea",2434101,"WGS84",NA,"Joshua Rosenau (KUNHM)","2003-07-04",NA,NA,"Topozone 1:25,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90a3bcd7-1ed8-11e3-bfac-90b11c41863e",NA,NA,"taxus","KU","http://grbio.org/cool/iakn-125z","US",686343740,"Animalia",1,"en","2016-03-28T15:42:56.832+0000","2016-08-03T12:33:07.271+0000","2015-06-05T22:01:36.852+0000",37.7099984744763,NA,NA,NA,NA,NA,NA,NA,NA,"TORONTO, 8 MI SW OF",NA,NA,NA,-96.0501056949788,NA,NA,12,NA,NA,"90a3bcd7-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SB",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","HIBBARD C W & HIBBARD P",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Taxidea taxus subsp. taxus",NA,NA,NA,"Taxidea taxus",2434102,"taxus",NA,NA,7193957,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,1941,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"2637",2653,"http://www.vertnet.org/resources/norms.html","California","Imperial County",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"90998","Mammalia",359,"13 mi W Palo Verde, California, Imperial County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,5230.37,"United States",NA,NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-27T00:00:00.000+0000",8,NA,NA,NA,"sex=unknown",NA,NA,NA,NA,NA,NA,NA,8,NA,"1940-01-08T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",1145887342,"Taxidea","Taxidea",2434101,"WGS84",NA,"Tamrya D. d'Artenay","2000-09-21 00:00:00.0","not recorded",NA,"Topozone USGS 1:100000","unverified",NA,"Animalia Chordata Mammalia Carnivora Mustelidae","North America, United States, California, Imperial County",NA,NA,NA,NA,"A",NA,NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:90998?seid=1780834",1,NA,"berlandieri","MVZ","urn:lsid:biocol.org:col:34777","US",1145887342,"Animalia",1,"en","2016-08-09T09:39:52.441+0000","2016-08-09T09:44:51.023+0000","2016-08-09T09:39:53.071+0000",33.3821072074785,NA,NA,NA,NA,NA,NA,NA,NA,"13 mi W Palo Verde","Tamrya D. d'Artenay",NA,NA,-114.994858363093,NA,NA,1,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:90998?seid=1780834",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/MVZ:Mamm:90998","collector number=466",NA,NA,"Chordata",44,"skull","<i>Taxidea taxus berlandieri</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): John E. Chattin","466","http://arctos.database.museum/guid/MVZ:Mamm:90998",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Taxidea taxus subsp. berlandieri Baird, 1858",NA,NA,NA,"Taxidea taxus",2434102,"taxus",NA,NA,6163990,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"8 Jan 1940","13 mi W Palo Verde",NA,NA,1940,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"2642",2658,"http://www.vertnet.org/resources/norms.html","California","San Bernardino County",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"92558","Mammalia",359,"2.5 mi SW Kelso, California, San Bernardino County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,1995.59,"United States",NA,NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-27T00:00:00.000+0000",22,NA,NA,NA,"sex=male",NA,NA,NA,NA,NA,640.08,0,174,NA,"1940-06-22T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",1145889076,"Taxidea","Taxidea",2434101,"WGS84",NA,"Cherry G. Zamora","2002-07-19 00:00:00.0","MaNIS georeferencing guidelines",NA,"BioGeoMancer","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae;","North America, United States, California, San Bernardino County",NA,NA,NA,NA,"A",NA,NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:92558?seid=1320423",1,NA,"berlandieri","MVZ","urn:lsid:biocol.org:col:34777","US",1145889076,"Animalia",1,"en","2016-08-09T09:39:53.616+0000","2016-08-09T09:44:54.744+0000","2016-08-09T09:39:54.337+0000",34.9867985667338,NA,NA,NA,NA,NA,NA,NA,NA,"2.5 mi SW Kelso","Cherry G. Zamora",NA,NA,-115.684539871543,NA,NA,6,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:92558?seid=1320423",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/MVZ:Mamm:92558","collector number=4236",NA,NA,"Chordata",44,"skin; skull","<i>Taxidea taxus berlandieri</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): David H. Johnson","4236","http://arctos.database.museum/guid/MVZ:Mamm:92558",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Taxidea taxus subsp. berlandieri Baird, 1858",NA,"MALE",NA,"Taxidea taxus",2434102,"taxus",NA,NA,6163990,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"22 Jun 1940","2 1/2 mi SW Kelso",NA,NA,1940,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"2644",2660,"http://www.vertnet.org/resources/norms.html","New Mexico","Eddy County",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"91169","Mammalia",359,"14 mi NW Carlsbad, New Mexico, Eddy County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,1233,"United States",NA,NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-27T00:00:00.000+0000",4,NA,NA,NA,"sex=female",NA,NA,NA,NA,NA,NA,NA,156,NA,"1940-06-04T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",1145887567,"Taxidea","Taxidea",2434101,"WGS84",NA,"Gabor R. Racz","2003-03-01 00:00:00.0","GeoLocate",NA,"GeoLocate","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae;","North America, United States, New Mexico, Eddy County",NA,NA,NA,NA,"A",NA,NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:91169?seid=346599",1,NA,"berlandieri","MVZ","urn:lsid:biocol.org:col:34777","US",1145887567,"Animalia",1,"en","2016-08-09T09:39:52.558+0000","2016-08-09T09:44:51.364+0000","2016-08-09T09:39:53.128+0000",32.5652595114921,NA,NA,NA,NA,NA,NA,NA,NA,"14 mi NW Carlsbad","Gabor R. Racz",NA,NA,-104.397063711342,NA,NA,6,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:91169?seid=346599",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/MVZ:Mamm:91169","collector number=629",NA,NA,"Chordata",44,"skin; skull","<i>Taxidea taxus berlandieri</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): E. V. Miller","629","http://arctos.database.museum/guid/MVZ:Mamm:91169",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Taxidea taxus subsp. berlandieri Baird, 1858",NA,"FEMALE",NA,"Taxidea taxus",2434102,"taxus",NA,NA,6163990,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"4 Jun 1940","14 mi NW Carlsbad",NA,NA,1940,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"2659",2675,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","North dakota","CAVALIER CO",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"13604","Mammalia",359,"SARLES, North dakota, CAVALIER CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1939-03-10T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",686343182,"Taxidea","Taxidea",2434101,"WGS84",NA,"N Slade","2009-05-31",NA,NA,"Google Earth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90a1641a-1ed8-11e3-bfac-90b11c41863e",NA,NA,"taxus","KU","http://grbio.org/cool/iakn-125z","US",686343182,"Animalia",1,"en","2016-03-28T15:42:56.658+0000","2016-08-03T12:33:19.442+0000","2015-06-05T22:01:36.665+0000",48.9398873741899,NA,NA,NA,NA,NA,NA,NA,NA,"SARLES",NA,NA,NA,-98.9902765967925,NA,NA,3,NA,NA,"90a1641a-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SN",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","TIEMEIER O W & BRUMWELL W H",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Taxidea taxus subsp. taxus",NA,NA,NA,"Taxidea taxus",2434102,"taxus",NA,NA,7193957,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"Decimal Degrees",NA,NA,NA,NA,NA,1939,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
