"","X","accessRights","adm1","adm2","associatedOccurrences","associatedReferences","associatedSequences","basisOfRecord","bed","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","footprintWKT","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestAgeOrHighestStage","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","source","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source.1","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"743",747,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","South dakota","LYMAN CO",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"103224","Mammalia",359,"PRESHO, 15 MI S OF; HWY 183, South dakota, LYMAN CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"United States",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1961-04-20T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",686432087,"Spilogale","Spilogale",2434820,"WGS84",NA,"N Slade","2009-07-08",NA,NA,"Google Earth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94320202-1ed8-11e3-bfac-90b11c41863e",NA,NA,"interrupta","KU","http://grbio.org/cool/iakn-125z",NA,NA,"US",686432087,"Animalia",1,"en","2016-03-28T15:43:29.269+0000","2016-08-03T12:33:14.140+0000","2015-06-05T22:02:11.617+0000",43.6898993853686,NA,NA,NA,NA,NA,NA,NA,"PRESHO, 15 MI S OF; HWY 183",NA,NA,NA,-100.040259460764,NA,NA,4,NA,NA,"94320202-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"BM",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","SWEARINGEN T H",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Spilogale putorius subsp. interrupta Rafinesque, 1820",NA,NA,NA,"Spilogale putorius",2434831,"putorius",NA,NA,6164469,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"Decimal Degrees",NA,NA,NA,NA,NA,NA,1961,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
"748",752,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Nebraska","BOX BUTTE CO",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"87103","Mammalia",359,"HEMINGFORD, 5 MI E OF, Nebraska, BOX BUTTE CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"United States",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1961-06-19T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",686416148,"Spilogale","Spilogale",2434820,"WGS84",NA,"N Slade","2009-06-24",NA,NA,"Google Earth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9389d74a-1ed8-11e3-bfac-90b11c41863e",NA,NA,"interrupta","KU","http://grbio.org/cool/iakn-125z",NA,NA,"US",686416148,"Animalia",1,"en","2016-03-28T15:43:23.780+0000","2016-08-03T12:33:12.861+0000","2015-06-05T22:02:05.199+0000",42.3198986166932,NA,NA,NA,NA,NA,NA,NA,"HEMINGFORD, 5 MI E OF",NA,NA,NA,-102.970331521605,NA,NA,6,NA,NA,"9389d74a-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"SK",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","JONES J K JR",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Spilogale putorius subsp. interrupta Rafinesque, 1820",NA,NA,NA,"Spilogale putorius",2434831,"putorius",NA,NA,6164469,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"Decimal Degrees",NA,NA,NA,NA,NA,NA,1961,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
"760",764,NA,"Oklahoma","Comanche",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"4616","Mammalia",359,"Mt Scott, Wichita Mountains National Wildlife Refuge, Oklahoma, Comanche, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",1807,"United States",NA,"84aefc7e-f762-11e1-a439-00145eb45e9a",NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1961-10-28T00:00:00.000+0000",NA,NA,"Mephitidae",9679,"No",NA,NA,NA,"United States",202105520,"Spilogale","Spilogale",2434820,"WGS84",NA,NA,NA,"GEOLocate [www.museum.tulane.edu/geolocate/]",NA,NA,"Verified by data custodian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:OMNH:Mammals:4616",NA,NA,NA,"OMNH",NA,NA,NA,"US",202105520,"Animalia",1,"English","2016-08-09T08:14:44.353+0000","2016-08-09T08:22:31.995+0000","2016-08-09T08:14:44.674+0000",34.74444,NA,NA,NA,NA,NA,NA,NA,"Mt Scott, Wichita Mountains National Wildlife Refuge",NA,NA,NA,-98.53167,NA,"2015-12-23T00:00:00.000+0000",10,NA,NA,"urn:catalog:OMNH:Mammals:4616",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"skin, skull",NA,"DWC_ARCHIVE","US","609765e0-4ce8-11db-b80e-b8a03c50a862","Janovy, J. H.","JHJ , 170",NA,NA,NA,"Sam Noble Oklahoma Museum of Natural History",NA,"Spilogale putorius (Linnaeus, 1758)",NA,NA,NA,"Spilogale putorius",2434831,"putorius",NA,NA,2434831,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastern Spotted Skunk",NA,1961,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
"795",799,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Nebraska","STANTON CO",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"79425","Mammalia",359,"NORFOLK, 1 MI S, 7 MI E OF; ELKHORN RIVER, Nebraska, STANTON CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"United States",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1959-02-02T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",686408547,"Spilogale","Spilogale",2434820,"WGS84",NA,"N Slade","2009-06-25",NA,NA,"Google Earth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"93440679-1ed8-11e3-bfac-90b11c41863e",NA,NA,"interrupta","KU","http://grbio.org/cool/iakn-125z",NA,NA,"US",686408547,"Animalia",1,"en","2016-03-28T15:43:20.654+0000","2016-08-03T12:33:12.959+0000","2015-06-05T22:02:02.436+0000",42.0099274148048,NA,NA,NA,NA,NA,NA,NA,"NORFOLK, 1 MI S, 7 MI E OF; ELKHORN RIVER",NA,NA,NA,-97.280166432616,NA,NA,2,NA,NA,"93440679-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"SK",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","JONES J K JR",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Spilogale putorius subsp. interrupta Rafinesque, 1820",NA,NA,NA,"Spilogale putorius",2434831,"putorius",NA,NA,6164469,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"Decimal Degrees",NA,NA,NA,NA,NA,NA,1959,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
"798",802,"http://www.vertnet.org/resources/norms.html","Iowa","Dickinson County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"7628","Mammalia",359,"2 MI S, 4 MI W SPIRIT LAKE, Iowa, Dickinson County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",2080.88,"United States",NA,"b15d4952-7d20-46f1-8a3e-556a512b04c5",NA,"2005-02-15T00:00:00.000+0000",23,NA,NA,NA,"sex=female",NA,NA,NA,NA,NA,NA,NA,204,NA,"1959-07-23T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",1145367573,"Spilogale","Spilogale",2434820,"WGS84",NA,"Katie M. Brokamp","2003-01-31 00:00:00.0","not recorded",NA,"USGS Map","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mephitidae;","North America, United States, Iowa, Dickinson County",NA,NA,NA,NA,"A",NA,"legacy","unknown","http://arctos.database.museum/guid/MSB:Mamm:7628?seid=1076137",1,NA,NA,"MSB","urn:lsid:biocol.org:col:34495",NA,NA,"US",1145367573,"Animalia",1,"en","2016-07-28T04:56:25.995+0000","2016-08-04T12:18:51.313+0000","2016-06-24T04:34:56.822+0000",43.3929210283058,NA,NA,NA,NA,NA,NA,NA,"2 MI S, 4 MI W SPIRIT LAKE","Katie M. Brokamp",NA,NA,-95.1824142987916,NA,NA,7,NA,"ICZN","http://arctos.database.museum/guid/MSB:Mamm:7628?seid=1076137",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Mamm:7628","preparator number=251",NA,"Chordata",44,"skin","<i>Spilogale putorius</i> (accepted ID) identified by unknown on 2005-02-15; method: legacy","DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): Richard B. Forbes",NA,"http://arctos.database.museum/guid/MSB:Mamm:7628",NA,"http://arctosdb.org/home/data/",NA,NA,"Spilogale putorius (Linnaeus, 1758)",NA,"FEMALE",NA,"Spilogale putorius",2434831,"putorius",NA,NA,2434831,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"23-Jul-1959","2 MI S, 4 MI W SPIRIT LAKE",NA,NA,NA,1959,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
"814",818,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Texas","HANSFORD CO",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"119638","Mammalia",359,"BERNSTEIN, 1 MI N OF, Texas, HANSFORD CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"United States",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1957-04-13T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",686448237,"Spilogale","Spilogale",2434820,"WGS84",NA,"Sean P. Maher","2008-01-05",NA,NA,"Topozone.com",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94ed1187-1ed8-11e3-bfac-90b11c41863e",NA,NA,"interrupta","KU","http://grbio.org/cool/iakn-125z",NA,NA,"US",686448237,"Animalia",1,"en","2016-03-28T15:43:34.665+0000","2016-08-03T12:33:05.920+0000","2015-06-05T22:02:18.383+0000",36.3999999990985,NA,NA,NA,NA,NA,NA,NA,"BERNSTEIN, 1 MI N OF",NA,NA,NA,-101.35,NA,NA,4,NA,NA,"94ed1187-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"SO",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","CUTTER W L",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Spilogale putorius subsp. interrupta Rafinesque, 1820",NA,NA,NA,"Spilogale putorius",2434831,"putorius",NA,NA,6164469,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1957,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
"822",826,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Nebraska","GAGE CO",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"74492","Mammalia",359,"BARNSTON, 2 MI S, 0.5 MI E OF, Nebraska, GAGE CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"United States",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1957-12-01T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",686403626,"Spilogale","Spilogale",2434820,"WGS84",NA,"Katie M. Brokamp (UMMZ)","2003-03-04",NA,NA,"Topozone.com",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"932220b4-1ed8-11e3-bfac-90b11c41863e",NA,NA,"interrupta","KU","http://grbio.org/cool/iakn-125z",NA,NA,"US",686403626,"Animalia",1,"en","2016-03-28T15:43:18.803+0000","2016-08-03T12:33:10.670+0000","2015-06-05T22:02:00.415+0000",40.009956733807,NA,NA,NA,NA,NA,NA,NA,"BARNSTON, 2 MI S, 0.5 MI E OF",NA,NA,NA,-96.5601330326781,NA,NA,12,NA,NA,"932220b4-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"SS",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","MINCKLEY W L",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Spilogale putorius subsp. interrupta Rafinesque, 1820",NA,NA,NA,"Spilogale putorius",2434831,"putorius",NA,NA,6164469,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1957,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
"823",827,"http://www.vertnet.org/resources/norms.html","Florida","Volusia County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"64135","Mammalia",359,"2 MI N ORMOND BEACH, Florida, Volusia County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",7750.6,"United States",NA,"b15d4952-7d20-46f1-8a3e-556a512b04c5",NA,"2005-02-15T00:00:00.000+0000",6,NA,NA,NA,"sex=unknown",NA,NA,NA,NA,NA,NA,NA,6,NA,"1956-01-06T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",1145354216,"Spilogale","Spilogale",2434820,"WGS84",NA,"Katie M. Brokamp","2002-12-17 00:00:00.0","not recorded",NA,"USGS Map","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mephitidae;","North America, United States, Florida, Volusia County",NA,NA,NA,NA,"A",NA,"legacy","unknown","http://arctos.database.museum/guid/MSB:Mamm:64135?seid=1184674",1,NA,NA,"MSB","urn:lsid:biocol.org:col:34495",NA,NA,"US",1145354216,"Animalia",1,"en","2016-07-28T04:56:20.880+0000","2016-08-04T12:18:24.613+0000","2016-06-24T04:34:48.637+0000",29.3168543104162,NA,NA,NA,NA,NA,NA,NA,"2 MI N ORMOND BEACH","Katie M. Brokamp",NA,NA,-81.0568848780952,NA,NA,1,NA,"ICZN","http://arctos.database.museum/guid/MSB:Mamm:64135?seid=1184674",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Mamm:64135","preparator number=42",NA,"Chordata",44,"skin","<i>Spilogale putorius</i> (accepted ID) identified by unknown on 2005-02-15; method: legacy","DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): R. Dewitt Ivey",NA,"http://arctos.database.museum/guid/MSB:Mamm:64135",NA,"http://arctosdb.org/home/data/",NA,NA,"Spilogale putorius (Linnaeus, 1758)",NA,NA,NA,"Spilogale putorius",2434831,"putorius",NA,NA,2434831,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"06-Jan-1956","2 MI N ORMOND BEACH",NA,NA,NA,1956,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
"825",829,"http://vertnet.org/resources/norms.html","North Dakota","Emmons",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"105476","Mammalia",359,"3MI SW LINTON, North Dakota, Emmons, United States, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34916","NORTH_AMERICA",7255,"United States",NA,"6d2cfc0a-9903-40b8-802b-403398218e4a",NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"NATIVE","1956-01-15T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",783996471,"Spilogale","Spilogale",2434820,"WGS84",NA,NA,NA,"VertNet Georeferencing Guidelines",NA,"Topozone.com","requires verification",NA,"CARNIVORA | MUSTELIDAE | SPILOGALE","| USA | NORTH DAKOTA | EMMONS |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UMMZ:Mammals:105476",NA,NA,"interrupta","UMMZ","urn:lsid:biocol.org:col:34917",NA,NA,"US",783996471,"Animalia",1,"en","2015-07-16T13:28:50.498+0000","2016-08-04T00:59:15.186+0000","2015-04-07T16:40:34.248+0000",46.2247834329927,NA,NA,NA,NA,NA,NA,NA,"3MI SW LINTON",NA,NA,NA,-100.287789927654,NA,"2015-04-06T00:00:00.000+0000",1,NA,"ICZN","urn:catalog:UMMZ:Mammals:105476","1956?","present","Carnivora",732,NA,NA,NA,"Chordata",44,"Skin | Skull",NA,"DWC_ARCHIVE","US","6ea87510-0561-11d8-b851-b8a03c50a862","E.A. HIBBARD","365","http://portal.vertnet.org/o/ummz/mammals?id=105476",NA,"http://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Spilogale putorius subsp. interrupta Rafinesque, 1820",NA,"FEMALE",NA,"Spilogale putorius",2434831,"putorius",15,NA,6164469,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"15 JAN 1956","USA | NORTH DAKOTA | EMMONS | 3MI SW LINTON",NA,NA,NA,1956,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
"836",840,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Iowa","JASPER CO",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"119637","Mammalia",359,"NEWTON; CHERRY CREEK, Iowa, JASPER CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"United States",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1956-12-21T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",686448236,"Spilogale","Spilogale",2434820,"WGS84",NA,"Sean P. Maher","2007-03-31",NA,NA,"Topozone.com",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94ed1057-1ed8-11e3-bfac-90b11c41863e",NA,NA,"interrupta","KU","http://grbio.org/cool/iakn-125z",NA,NA,"US",686448236,"Animalia",1,"en","2016-03-28T15:43:34.671+0000","2016-08-03T12:33:12.650+0000","2015-06-05T22:02:18.394+0000",41.69,NA,NA,NA,NA,NA,NA,NA,"NEWTON; CHERRY CREEK",NA,NA,"lat long are for Cherry Creek west of Newton",-93.09,NA,NA,12,NA,NA,"94ed1057-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"SS",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","CUTTER W L",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Spilogale putorius subsp. interrupta Rafinesque, 1820",NA,NA,NA,"Spilogale putorius",2434831,"putorius",NA,NA,6164469,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1956,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
"841",845,"http://vertnet.org/resources/norms.html","North Dakota","Dickey",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"105474","Mammalia",359,"6MI W,1MI S OAKS, North Dakota, Dickey, United States, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34916","NORTH_AMERICA",12244,"United States",NA,"6d2cfc0a-9903-40b8-802b-403398218e4a",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"NATIVE","1955-03-01T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",783996469,"Spilogale","Spilogale",2434820,"WGS84",NA,NA,NA,"VertNet Georeferencing Guidelines",NA,"Topozone.com","requires verification",NA,"CARNIVORA | MUSTELIDAE | SPILOGALE","| USA | North Dakota | Dickey |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UMMZ:Mammals:105474",NA,NA,"interrupta","UMMZ","urn:lsid:biocol.org:col:34917",NA,NA,"US",783996469,"Animalia",1,"en","2015-07-16T13:28:50.483+0000","2016-08-04T00:59:14.567+0000","2015-04-07T16:40:34.243+0000",46.124392946668,NA,NA,NA,NA,NA,NA,NA,"6MI W,1MI S OAKS",NA,NA,NA,-98.2147258036926,NA,"2015-04-06T00:00:00.000+0000",3,NA,"ICZN","urn:catalog:UMMZ:Mammals:105474",NA,"present","Carnivora",732,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","US","6ea87510-0561-11d8-b851-b8a03c50a862","E.A. HIBBARD","67A","http://portal.vertnet.org/o/ummz/mammals?id=105474",NA,"http://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Spilogale putorius subsp. interrupta Rafinesque, 1820",NA,NA,NA,"Spilogale putorius",2434831,"putorius",60,NA,6164469,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"1 MAR 1955","USA | NORTH DAKOTA | DICKEY | 6MI W,1MI S OAKS",NA,NA,NA,1955,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
